generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths
25640,1372.1,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,12,17,8.8,3,20,195,0.0000,82
25650,1244.1,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,13,17,8.2,2,20,204,0.0000,97
25660,1309.6,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,12,16,9.3,2,20,195,0.0000,74
25670,1320.8,2850.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,17,10.8,2,20,186,0.0000,90
25680,1389.4,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,12,16,10.5,2,21,201,0.0000,82
25690,1318.7,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,11,17,9.8,2,21,219,0.0000,105
25700,1297.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,10,16,8.7,2,20,219,0.0000,118
25710,1264.2,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,11,16,9.2,2,21,217,0.0000,146
25720,1231.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,9.6,2,20,210,0.0000,130
25730,1313.6,2272.4,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,12,16,9.5,3,18,209,0.0000,93
25740,1233.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,12,17,10.6,3,18,207,0.0000,110
25750,1359.0,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,16,11.2,3,19,205,0.0000,113
25760,1200.8,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,12,16,11.1,3,19,212,0.0000,126
25770,1269.5,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,12,16,10.7,2,18,186,0.0000,108
25780,1387.8,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,12,16,10.9,3,20,179,0.0000,91
25790,1259.3,2796.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,12,17,10.9,2,20,236,0.0000,95
25800,1282.2,2728.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,12,17,11.3,3,20,206,0.0000,83
25810,1356.7,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,13,16,11.1,3,18,223,0.0000,106
25820,1286.3,2514.3,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,12,16,11.0,2,18,189,0.0000,141
25830,1336.7,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,10.7,2,18,214,0.0000,101
25840,1240.3,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,10.8,2,19,204,0.0000,81
25850,1291.7,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,12,16,9.6,2,20,215,0.0000,100
25860,1299.6,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,10.1,2,20,227,0.0000,112
25870,1276.6,2584.4,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,12,16,9.6,2,20,225,0.0000,125
25880,1227.0,3050.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,10.9,2,21,226,0.0000,135
25890,1243.7,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,11,16,10.4,2,21,231,0.0000,103
25900,1297.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,10.6,5,20,225,0.0000,134
25910,1279.1,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,12,16,10.4,5,14,236,0.0000,111
25920,1292.9,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,17,10.9,6,15,209,0.0000,128
25930,1267.9,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,13,17,10.8,7,15,203,0.0000,109
25940,1252.6,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,16,11.8,7,15,221,0.0000,103
25950,1282.8,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7,12,17,12.2,6,16,205,0.0000,96
25960,1335.9,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7,12,17,12.7,7,18,208,0.0000,109
25970,1290.6,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,16,13.6,8,18,202,0.0000,140
25980,1253.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.4,11,16,13.3,9,18,213,0.0000,115
25990,1200.8,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,17,13.7,10,17,215,0.0000,129
26000,1271.8,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,16,13.4,10,17,228,0.0000,127
26010,1233.8,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7,12,16,13.2,9,17,216,0.0000,115
26020,1280.8,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,11,17,13.9,11,18,232,0.0000,108
26030,1349.4,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6,13,17,13.5,10,18,201,0.0000,86
26040,1262.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5,12,16,13.1,10,18,199,0.0000,107
26050,1276.9,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3,11,17,14.0,11,18,194,0.0000,133
26060,1220.0,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,13,16,14.1,10,18,226,0.0000,118
26070,1244.9,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,13,16,14.5,10,19,211,0.0000,102
26080,1287.6,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,12,16,14.1,9,19,225,0.0000,129
26090,1313.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,11,16,13.9,9,19,234,0.0000,148
26100,1261.3,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,17,13.7,8,17,199,0.0000,111
26110,1332.6,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,16,13.8,11,17,227,0.0000,112
26120,1327.1,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,11,16,14.4,10,18,210,0.0000,113
26130,1291.4,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,11,16,13.9,10,18,204,0.0000,114
26140,1241.0,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,11,17,14.9,9,19,224,0.0000,140
26150,1170.2,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,16,15.2,9,20,211,0.0000,127
26160,1360.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,12,16,16.1,9,21,205,0.0000,88
26170,1238.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,12,16,15.7,8,21,213,0.0000,73
26180,1154.0,2950.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,12,16,15.4,8,21,227,0.0000,143
26190,1246.5,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,10,16,15.3,7,20,214,0.0000,130
26200,1366.3,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,15.2,8,21,187,0.0000,113
26210,1281.4,2300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,10,16,14.7,8,21,218,0.0000,152
26220,1322.5,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,14.7,9,19,218,0.0000,130
26230,1211.6,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,10,16,13.8,10,20,228,0.0000,164
26240,1304.3,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,13.9,8,19,216,0.0000,102
26250,1246.5,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,14.0,10,18,225,0.0000,99
26260,1289.2,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,14.0,9,18,220,0.0000,130
26270,1213.9,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,15,13.8,11,18,232,0.0000,141
26280,1238.0,2300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,15,13.1,11,17,230,0.0000,138
26290,1205.1,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,16,13.4,11,17,232,0.0000,118
26300,1259.2,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,16,13.1,9,18,225,0.0000,127
26310,1185.9,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,13.0,9,17,234,0.0000,125
26320,1312.9,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,10,16,13.6,10,18,220,0.0000,108
26330,1242.8,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,16,14.0,9,18,229,0.0000,120
26340,1315.6,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,14.9,11,19,216,0.0000,115
26350,1228.5,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,15,14.8,12,18,220,0.0000,109
26360,1264.9,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,12,17,15.2,11,19,213,0.0000,92
26370,1224.7,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,16,15.8,10,19,235,0.0000,143
26380,1239.2,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,15.9,9,20,232,0.0000,110
26390,1245.0,2300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,11,16,16.5,10,20,229,0.0000,143
26400,1266.8,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,16.8,11,20,233,0.0000,115
26410,1272.9,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,16,16.9,10,20,209,0.0000,129
26420,1321.8,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,16.7,11,20,214,0.0000,121
26430,1261.0,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,16.3,10,21,200,0.0000,105
26440,1327.2,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,16,16.0,10,21,195,0.0000,121
26450,1339.9,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,15.6,10,20,208,0.0000,100
26460,1249.1,2317.1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,16.5,12,20,216,0.0000,119
26470,1208.9,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,16.6,11,21,216,0.0000,103
26480,1280.1,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,16.6,11,21,226,0.0000,115
26490,1342.4,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,16,17.3,11,21,217,0.0000,116
26500,1311.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,15,17.9,12,21,198,0.0000,133
26510,1291.6,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,11,16,17.2,12,21,213,0.0000,91
26520,1262.1,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,16.8,10,21,237,0.0000,91
26530,1246.8,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,12,16,17.6,11,21,238,0.0000,131
26540,1257.7,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1,11,16,18.0,10,23,225,0.0000,150
26550,1179.4,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2,11,17,17.5,9,23,250,0.0000,115
26560,1213.5,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,10,16,17.0,9,23,230,0.0000,127
26570,1274.3,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,10,16,15.5,8,22,203,0.0000,127
26580,1256.1,2624.4,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,10,17,14.4,8,20,217,0.0000,105
26590,1230.6,2317.7,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,14.0,8,20,240,0.0000,119
26600,1178.8,2345.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,13.2,6,20,229,0.0000,119
26610,1305.6,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,15,13.3,6,20,229,0.0000,126
26620,1311.4,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,10,16,12.9,5,19,207,0.0000,105
26630,1278.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,12.7,8,19,230,0.0000,127
26640,1238.5,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,15,11.6,7,20,243,0.0000,152
26650,1124.0,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,11.9,6,20,223,0.0000,157
26660,1210.7,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,16,12.0,6,21,191,0.0000,87
26670,1261.7,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,16,12.6,6,21,231,0.0000,133
26680,1265.7,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,15,11.9,6,22,226,0.0000,120
26690,1263.8,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,10.8,7,19,222,0.0000,91
26700,1265.9,2317.1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,12,15,11.2,7,20,215,0.0000,116
26710,1249.6,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,11,15,10.8,6,20,231,0.0000,121
26720,1271.3,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9,12,16,10.7,6,18,183,0.0000,107
26730,1268.8,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,17,11.3,5,18,193,0.0000,99
26740,1251.7,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,15,11.7,6,18,234,0.0000,108
26750,1230.8,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,12.2,8,19,232,0.0000,89
26760,1267.0,2700.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3,10,16,12.1,8,20,227,0.0000,103
26770,1256.6,2533.4,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,16,11.9,10,17,227,0.0000,122
26780,1131.6,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,15,11.9,9,15,239,0.0000,120
26790,1314.4,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3,11,16,11.6,7,16,205,0.0000,98
26800,1290.8,2639.4,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,15,11.5,8,14,217,0.0000,110
26810,1274.3,2350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,12,16,11.5,8,14,214,0.0000,125
26820,1248.7,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,12,16,11.4,7,15,228,0.0000,101
26830,1317.2,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.8,11,16,11.5,7,15,199,0.0000,91
26840,1301.2,2300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0,12,16,11.8,6,15,205,0.0000,95
26850,1315.9,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,11.8,7,16,204,0.0000,94
26860,1289.2,2821.5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,11.7,6,15,207,0.0000,121
26870,1299.1,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,12,16,12.2,6,16,220,0.0000,101
26880,1247.5,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.2,10,16,12.4,6,17,200,0.0000,87
26890,1263.6,2900.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3,11,15,13.1,6,18,225,0.0000,112
26900,1303.7,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,16,12.9,6,17,229,0.0000,82
26910,1235.0,2516.8,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,16,12.7,6,17,224,0.0000,121
26920,1211.6,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,12.2,5,16,224,0.0000,119
26930,1257.2,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,17,10.9,5,16,225,0.0000,87
26940,1225.2,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,16,10.4,4,15,238,0.0000,144
26950,1317.2,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.7,11,16,10.2,4,15,205,0.0000,107
26960,1271.6,2750.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,16,9.8,4,15,237,0.0000,125
26970,1258.3,2376.5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,16,8.1,3,14,223,0.0000,116
26980,1303.1,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,16,6.6,2,13,209,0.0000,96
26990,1235.2,2450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,11,16,7.7,2,15,216,0.0000,123
27000,1249.5,2650.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,10,16,8.6,2,16,235,0.0000,118
27010,1248.4,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,11,16,9.0,2,17,231,0.0000,113
27020,1288.1,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6,10,15,7.5,2,16,225,0.0000,126
27030,1288.4,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3,11,16,7.2,4,13,200,0.0000,66
27040,1272.8,2600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,16,7.5,4,14,199,0.0000,124
27050,1219.5,2800.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,7.8,4,14,201,0.0000,100
27060,1236.4,2550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,11,15,7.7,4,14,222,0.0000,112
27070,1270.0,2500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.4,10,15,8.1,4,14,228,0.0000,97
27080,1242.9,2400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5,12,16,7.7,4,13,216,0.0000,99
