generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi
19840,753.4,1900.0,148567,0.4184,0.0007,0.1845,0.1605,0.0743,0.0626,2.0007,0.7785,-0.0182,0.0000,0.0000,4.4,4,6,2.7,2,6,202,1.2301,98,0.0000
19850,771.0,1850.0,148422,0.4667,0.0003,0.1977,0.1667,-0.0300,0.0555,0.5675,0.6079,0.0454,0.0000,0.0000,4.3,4,7,2.9,2,6,219,1.2872,137,0.0000
19860,764.7,1700.0,147738,0.4894,0.0003,0.2204,0.2142,0.1816,0.0343,0.5741,0.7811,-0.0091,0.0000,0.0000,4.3,4,6,3.6,2,6,228,1.3080,120,0.0000
19870,769.1,1953.0,145986,0.4822,0.0003,0.2713,0.2574,0.1470,0.0000,0.4497,0.7736,-0.0970,0.0000,0.0000,4.3,4,6,3.4,2,6,226,1.3433,87,0.0000
19880,826.5,1850.0,148053,0.4971,0.0004,0.2247,0.2592,0.1634,0.0541,0.0000,0.6249,-0.0610,0.0000,0.0000,4.2,4,7,3.9,2,6,241,1.3209,146,0.0000
19890,851.6,1950.0,150377,0.5817,0.0004,0.1995,0.1846,0.1802,0.0348,0.0000,0.7738,0.1121,0.0000,0.0000,4.2,4,6,3.9,2,6,242,1.3148,138,0.0000
19900,840.3,1800.0,153262,0.5197,0.0002,0.2094,0.2347,0.0668,0.0000,0.0000,0.7678,0.0424,0.0000,0.0000,4.2,4,6,3.8,2,6,223,1.2461,144,0.0000
19910,733.2,1900.0,145257,0.4290,0.0006,0.2085,0.1949,0.0924,0.0436,0.0000,0.8103,0.0433,0.0000,0.0000,4.3,4,6,3.8,2,6,195,1.2468,92,0.0000
19920,800.5,1850.0,150334,0.5289,0.0001,0.2179,0.2653,0.0816,0.0832,0.0000,0.7613,-0.0069,0.0000,0.0000,4.3,4,6,4.1,2,6,196,1.2261,114,0.0000
19930,737.7,1750.0,142468,0.4307,0.0002,0.2417,0.2640,0.1274,0.0406,0.0000,0.7244,0.0064,0.0000,0.0000,4.4,4,8,4.3,2,6,221,1.3178,126,0.0000
19940,790.5,1750.0,149016,0.4897,0.0001,0.1921,0.1967,0.0906,0.0000,0.0000,0.7984,-0.0516,0.0000,0.0000,4.2,4,6,4.6,2,6,222,1.1910,144,0.0000
19950,820.9,1850.0,149180,0.4981,0.0001,0.1986,0.1810,0.1791,0.0338,0.0000,0.7046,0.0723,0.0000,0.0000,4.2,4,6,4.5,2,6,243,1.2172,141,0.0000
19960,766.4,1800.0,143194,0.4837,0.0007,0.2177,0.1483,0.0390,0.0497,0.0000,0.6917,-0.0220,0.0000,0.0000,4.2,4,8,4.5,2,6,252,1.2736,124,0.0000
19970,798.8,1850.0,152767,0.4518,0.0004,0.1479,0.1407,0.1265,0.0694,0.8865,0.7760,0.0703,0.0000,0.0000,4.2,4,6,4.1,2,6,217,1.3155,86,0.0000
19980,756.3,1900.0,139815,0.4565,0.0005,0.1702,0.1475,0.0974,-0.0057,0.8813,0.6445,0.0026,0.0000,0.0000,4.2,4,7,4.0,2,6,240,1.2741,148,0.0000
19990,813.3,1750.0,156432,0.4454,0.0002,0.1451,0.1786,0.0377,0.0372,0.8776,0.7292,0.0721,0.0000,0.0000,4.4,4,6,3.9,2,6,185,1.4618,119,0.0000
20000,813.4,1900.0,155226,0.4542,0.0002,0.1784,0.1838,0.0866,0.0277,0.8690,0.7757,0.0177,0.0000,0.0000,4.2,4,7,3.7,2,6,186,1.3356,102,0.0000
20010,822.8,1850.0,152101,0.5131,0.0012,0.1799,0.2018,0.1050,0.0602,0.9279,0.7710,-0.0588,0.0000,0.0000,4.2,4,6,2.9,2,6,219,1.2532,108,0.0000
20020,800.9,2150.0,148410,0.5473,0.0006,0.1902,0.1797,0.1303,0.0000,0.9186,0.6213,-0.0186,0.0000,0.0000,4.2,4,6,3.0,2,6,232,1.3218,139,0.0000
20030,816.5,1900.0,151301,0.5599,0.0002,0.1916,0.1763,0.0783,0.0736,0.9097,0.7534,0.0159,0.0000,0.0000,4.1,4,6,2.6,2,6,221,1.1623,105,0.0000
20040,785.3,1800.0,144175,0.5653,0.0001,0.1797,0.1442,0.1604,0.0000,0.8999,0.6365,-0.0490,0.0000,0.0000,4.2,4,6,2.7,2,5,243,1.2370,134,0.0000
20050,823.3,2100.0,148689,0.5247,0.0002,0.1607,0.1643,0.1070,0.0000,0.8849,0.7549,-0.0198,0.0000,0.0000,4.1,4,6,3.0,2,5,243,1.3010,131,0.0000
20060,782.4,1700.0,146367,0.5339,0.0004,0.1708,0.1254,0.1802,0.0157,0.8627,0.8030,-0.0114,0.0000,0.0000,4.2,4,6,2.9,2,6,244,1.3041,160,0.0000
20070,821.3,1850.0,153897,0.5021,0.0005,0.1525,0.2006,0.1508,0.0734,0.4762,0.7629,0.0518,0.0000,0.0000,4.3,4,6,3.0,2,6,209,1.4147,107,0.0000
20080,823.9,1900.0,149474,0.5754,0.0002,0.1667,0.1668,0.1042,0.0422,0.5502,0.7440,0.0577,0.0000,0.0000,4.2,4,6,3.2,2,6,209,1.3438,86,0.0000
20090,830.3,1900.0,149405,0.4988,0.0001,0.1712,0.1447,0.2369,0.0000,0.5837,0.7362,0.0361,0.0000,0.0000,4.1,4,6,3.2,2,6,241,1.2969,138,0.0000
20100,795.0,1600.0,149442,0.4982,0.0000,0.1177,0.1655,0.1331,0.0420,0.6034,0.8130,0.0939,0.0000,0.0000,4.1,4,7,3.6,2,6,217,1.3227,117,0.0000
20110,784.1,1750.0,143981,0.4849,0.0002,0.1875,0.2238,0.0933,0.0312,0.5159,0.6615,-0.0275,0.0000,0.0000,4.2,4,6,3.9,2,6,256,1.3306,133,0.0000
20120,875.5,1900.0,150785,0.5267,0.0001,0.1246,0.1151,0.1264,0.0000,0.5289,0.5810,-0.0067,0.0000,0.0000,4.1,4,5,4.1,2,6,248,1.3046,123,0.0000
20130,773.3,1700.0,149977,0.5273,0.0004,0.1139,0.1438,0.0026,0.0740,0.4781,0.7787,0.0106,0.0000,0.0000,4.1,4,5,3.8,2,6,207,1.3924,104,0.0000
20140,713.2,1700.0,145907,0.5793,0.0002,0.1308,0.1643,0.1415,0.0400,0.4865,0.7843,-0.0033,0.0000,0.0000,4.1,4,7,3.9,2,6,245,1.3425,124,0.0000
20150,811.7,1650.0,148971,0.5445,0.0002,0.1471,0.1371,0.1401,0.0200,0.4940,0.7294,-0.0116,0.0000,0.0000,4.2,4,6,4.3,2,6,238,1.3902,165,0.0000
20160,771.4,1700.0,145657,0.5534,0.0002,0.1237,0.1271,0.0968,0.0075,0.5049,0.7606,0.0134,0.0000,0.0000,4.2,4,6,4.1,2,6,261,1.3488,125,0.0000
20170,806.7,1800.0,154486,0.5631,0.0005,0.1530,0.1605,0.1077,0.0287,0.5048,0.7455,0.0396,0.0000,0.0000,4.2,4,6,4.0,2,6,232,1.3876,101,0.0000
20180,763.6,1850.0,149081,0.4574,0.0007,0.1271,0.0649,0.0057,0.0607,0.3453,0.7017,-0.0343,0.0000,0.0000,4.2,4,6,4.1,2,6,197,1.4164,118,0.0000
20190,723.7,1950.0,144016,0.4118,0.0011,0.1724,0.1605,0.0420,0.0346,0.3453,0.6461,-0.0648,0.0000,0.0000,4.2,4,6,3.8,2,6,214,1.3286,164,0.0000
20200,729.1,1750.0,143278,0.5205,0.0003,0.1267,0.1235,0.0926,0.0237,0.3385,0.7738,0.0997,0.0000,0.0000,4.2,4,7,3.8,2,6,261,1.3978,123,0.0000
20210,794.8,1650.0,151490,0.6109,0.0001,0.0952,0.0741,0.0423,0.0000,0.2238,0.7438,-0.0807,0.0000,0.0000,4.4,4,7,3.7,2,6,209,1.4259,118,0.0000
20220,741.6,1700.0,143346,0.4627,0.0007,0.0806,0.0874,0.2544,0.0168,0.5440,0.8282,0.0277,0.0000,0.0000,4.3,4,6,3.9,2,6,236,1.4151,149,0.0000
20230,802.7,1650.0,150017,0.5502,0.0001,0.1157,0.0823,0.1057,0.0307,0.5682,0.7939,-0.0254,0.0000,0.0000,4.3,4,6,3.8,2,6,237,1.3648,139,0.0000
20240,829.5,1656.8,153524,0.5015,0.0002,0.0685,0.0654,0.0637,0.0511,0.5507,0.7745,0.0339,0.0000,0.0000,4.4,4,7,4.0,2,6,228,1.3794,87,0.0000
20250,725.3,1650.0,147237,0.4755,0.0021,0.0802,0.1232,0.0155,0.0348,0.5548,0.8140,0.0594,0.0000,0.0000,4.5,4,6,4.3,2,6,191,1.3441,77,0.0000
20260,781.8,2100.0,149662,0.4494,0.0002,0.0571,0.0743,0.0857,0.0139,0.5548,0.7545,-0.0551,0.0000,0.0000,4.6,4,6,5.1,2,6,209,1.0779,141,0.0000
20270,819.4,1700.0,156772,0.5470,0.0001,0.0775,0.0709,0.1062,0.0403,0.5583,0.7350,0.0674,0.0000,0.0000,4.6,4,7,5.1,2,6,212,1.2319,101,0.0000
20280,814.3,1800.0,146716,0.5583,0.0001,0.0618,0.1292,0.1396,0.0000,0.5751,0.7318,0.0986,0.0000,0.0000,4.3,4,6,4.9,2,6,246,1.2059,115,0.0000
20290,780.1,1700.0,147844,0.5474,0.0006,0.0638,0.0830,0.1784,0.0160,0.5751,0.8107,0.1293,0.0000,0.0000,4.5,4,6,4.7,2,6,240,1.1781,148,0.0000
20300,845.4,1750.0,152919,0.5456,0.0004,0.0557,0.0836,0.1213,0.0402,0.5753,0.7460,0.0720,0.0000,0.0000,4.3,4,7,4.8,2,6,235,1.2125,139,0.0000
20310,804.0,1650.0,150116,0.5086,0.0006,0.0383,0.0280,0.0863,-0.0227,0.6606,0.8071,0.1402,0.0000,0.0000,4.4,4,6,4.9,2,6,236,1.1859,130,0.0000
20320,769.7,2050.0,146921,0.5467,0.0001,0.0554,0.0432,0.1432,0.0294,0.4939,0.7908,0.0556,0.0000,0.0000,4.4,4,7,4.5,2,6,240,1.2294,129,0.0000
20330,762.2,1766.7,144544,0.4899,0.0009,0.0189,0.0337,0.0399,0.0313,0.4441,0.7931,-0.0550,0.0000,0.0000,4.6,4,7,4.8,3,6,224,1.2734,146,0.0000
20340,816.6,2050.0,148504,0.5477,0.0002,0.0334,0.0345,0.1682,0.0000,0.4497,0.7784,-0.0225,0.0000,0.0000,4.3,4,7,4.5,2,6,247,1.1885,163,0.0000
20350,861.1,1800.0,157320,0.4948,0.0005,0.0581,0.0369,0.0698,0.0953,0.4497,0.7505,0.0018,0.0000,0.0000,4.5,4,6,4.4,2,6,222,1.3834,119,0.0000
20360,758.8,1850.0,147038,0.4220,0.0004,0.0405,0.0567,0.1879,0.0007,0.4497,0.7971,-0.0598,0.0000,0.0000,4.3,4,6,4.8,2,6,239,1.3178,143,0.0000
20370,727.9,1750.0,141645,0.4145,0.0003,0.0462,0.0321,0.0288,0.0093,0.4533,0.7699,0.0005,0.0000,0.0000,4.4,4,6,4.6,2,6,226,1.3376,130,0.0000
20380,851.0,1900.0,152700,0.4926,0.0001,0.0480,0.0467,0.0632,0.0000,0.4533,0.7024,0.0024,0.0000,0.0000,4.3,4,6,4.9,3,6,223,1.2046,112,0.0000
20390,825.5,1950.0,154310,0.3934,0.0008,0.0506,0.0381,0.0353,0.0176,0.4533,0.6866,0.0076,0.0000,0.0000,4.3,4,6,4.8,2,6,177,1.2511,114,0.0000
20400,792.8,1850.0,143474,0.5407,0.0001,0.0501,0.0350,0.1098,0.0086,0.4507,0.8033,0.0320,0.0000,0.0000,4.3,4,7,4.6,2,6,269,1.2750,154,0.0000
20410,758.5,1800.0,143742,0.4860,0.0004,0.0411,0.0585,0.1360,0.0000,0.0260,0.6301,-0.0104,0.0000,0.0000,4.2,4,6,4.5,2,6,258,1.2609,147,0.0000
20420,815.9,1900.0,149904,0.5357,0.0012,0.0404,0.0361,0.0854,0.0783,0.0260,0.7101,0.0599,0.0000,0.0000,4.1,4,5,4.9,2,6,224,1.2113,130,0.0000
20430,776.0,1700.0,144022,0.4635,0.0004,0.0531,0.0635,0.1634,0.0417,0.0260,0.7488,0.0720,0.0000,0.0000,4.4,4,6,4.9,2,6,237,1.2509,127,0.0000
20440,817.5,1700.0,150058,0.4917,0.0005,0.0426,0.0475,0.1206,0.0000,0.0260,0.7224,0.0187,0.0000,0.0000,4.3,4,6,5.0,2,6,228,1.1831,140,0.0000
20450,799.2,1900.0,152602,0.5116,0.0001,0.0441,0.0643,0.0929,0.0251,0.0260,0.7939,0.0457,0.0000,0.0000,4.2,4,6,5.1,2,6,207,1.0665,132,0.0000
20460,821.3,2000.0,151714,0.5478,0.0003,0.0598,0.0598,0.0951,0.0517,0.0260,0.7790,-0.0294,0.0000,0.0000,4.2,4,6,4.8,2,6,202,1.0979,112,0.0000
20470,775.5,1850.0,148163,0.4460,0.0023,0.0477,0.0518,0.1083,0.0276,0.0260,0.7605,0.0313,0.0000,0.0000,4.3,4,6,4.8,2,6,196,1.2166,146,0.0000
20480,833.0,1650.0,151539,0.5041,0.0004,0.0506,0.0348,0.0600,0.0464,0.0260,0.6054,0.0673,0.0000,0.0000,4.3,4,6,5.0,2,6,215,1.0133,108,0.0000
20490,773.4,1850.0,144622,0.5522,0.0005,0.0477,0.0416,0.1231,0.0000,0.0260,0.7985,-0.0536,0.0000,0.0000,4.5,4,7,5.1,2,6,245,1.1793,122,0.0000
20500,771.2,1900.0,144698,0.5245,0.0008,0.0545,0.0590,0.1511,0.0000,1.0886,0.7516,0.0637,0.0000,0.0000,4.5,4,7,5.4,2,6,283,1.0776,136,0.0000
20510,851.5,2050.0,157020,0.5179,0.0002,0.0435,0.0721,0.1103,0.0418,1.0886,0.6753,0.1456,0.0000,0.0000,4.3,4,6,5.4,3,6,187,0.9740,116,0.0000
20520,809.1,1950.0,157108,0.3873,0.0003,0.0579,0.0468,-0.0138,0.0762,1.0886,0.7349,0.0370,0.0000,0.0000,4.2,4,6,5.3,3,6,169,0.8880,99,0.0000
20530,781.9,1800.0,143283,0.6006,0.0000,0.0619,0.0759,0.1775,0.0000,1.0886,0.7937,0.0708,0.0000,0.0000,4.2,4,6,5.0,2,6,272,0.9515,137,0.0000
20540,780.0,1700.0,146037,0.5456,0.0002,0.0587,0.0890,0.0717,0.0521,1.0886,0.7972,0.0412,0.0000,0.0000,4.3,4,6,5.1,2,6,245,1.0139,136,0.0000
20550,754.9,1652.4,143079,0.5584,0.0001,0.0338,0.0370,0.1440,0.0000,1.0886,0.7658,0.0640,0.0000,0.0000,4.4,4,6,4.9,2,6,250,1.1681,116,0.0000
20560,805.6,2000.0,151651,0.5485,0.0004,0.0349,0.0450,0.1073,0.0575,1.0886,0.7189,-0.0778,0.0000,0.0000,4.5,4,7,4.9,2,6,213,1.1891,114,0.0000
20570,800.8,1750.0,150209,0.5576,0.0003,0.0526,0.0616,0.1316,0.0436,1.0886,0.7981,0.0004,0.0000,0.0000,4.2,4,6,4.7,2,6,203,1.1474,126,0.0000
20580,789.9,1850.0,145089,0.5829,0.0002,0.0385,0.0552,0.2048,0.0419,1.0886,0.7970,-0.0615,0.0000,0.0000,4.3,4,6,4.9,2,6,255,1.1833,155,0.0000
20590,818.3,1850.0,150537,0.5018,0.0005,0.0776,0.0736,0.0855,0.0404,1.0886,0.7635,0.0671,0.0000,0.0000,4.2,4,6,4.6,2,6,229,1.2799,146,0.0000
20600,822.5,1800.0,151709,0.5264,0.0003,0.0358,0.0502,0.0149,0.0000,0.0000,0.8124,0.0695,0.0000,0.0000,4.2,4,6,4.7,2,6,196,1.3151,125,0.0000
20610,703.3,1600.0,137471,0.4647,0.0000,0.0616,0.0519,0.0996,0.0370,0.0000,0.6421,0.0173,0.0000,0.0000,4.2,4,6,4.6,2,6,233,1.2197,145,0.0000
20620,876.1,1700.0,157853,0.4988,0.0003,0.0894,0.0856,0.1372,0.0538,0.0000,0.7897,-0.0032,0.0000,0.0000,4.2,4,6,5.0,2,6,208,1.0787,93,0.0000
20630,802.0,1750.0,152216,0.4960,0.0001,0.0774,0.0917,0.0709,0.0701,0.0000,0.7762,0.0725,0.0000,0.0000,4.2,4,6,4.8,2,6,209,1.0773,123,0.0000
20640,806.4,1850.0,148125,0.5292,0.0001,0.0645,0.0963,0.0411,0.0514,0.0000,0.7673,0.0420,0.0000,0.0000,4.3,4,7,5.0,2,6,198,1.0443,145,0.0000
20650,777.7,1800.0,146717,0.5381,0.0005,0.0608,0.0701,0.0021,0.0182,0.0000,0.7866,-0.0499,0.0000,0.0000,4.3,4,6,4.8,2,6,200,1.1721,116,0.0000
20660,730.3,1950.0,141480,0.4861,0.0004,0.0383,0.0782,0.1171,0.0411,0.0000,0.7566,0.0452,0.0000,0.0000,4.3,4,6,5.0,2,6,251,1.0272,135,0.0000
20670,817.0,1850.0,150543,0.5659,0.0002,0.0494,0.0802,0.1237,0.0000,0.0000,0.7914,0.0173,0.0000,0.0000,4.2,4,6,5.0,2,6,209,0.9739,105,0.0000
20680,797.5,1800.0,150391,0.4881,0.0002,0.0447,0.0576,0.1655,0.0716,0.0000,0.7454,0.0288,0.0000,0.0000,4.3,4,7,5.0,2,6,230,1.0036,123,0.0000
20690,793.0,1700.0,148024,0.4962,0.0001,0.0489,0.0632,0.1764,0.0412,0.0000,0.7266,-0.0103,0.0000,0.0000,4.4,4,7,4.8,2,6,225,1.0859,127,0.0000
20700,846.3,1850.0,159240,0.5030,0.0012,0.0333,0.0401,0.0739,0.0921,0.0000,0.7460,-0.0249,0.0000,0.0000,4.5,4,7,4.8,2,6,181,1.1199,79,0.0000
20710,774.4,1850.0,149286,0.4285,0.0001,0.0626,0.0647,0.0773,0.0000,0.0000,0.8009,0.0911,0.0000,0.0000,4.3,4,6,5.0,2,6,228,0.9924,133,0.0000
20720,685.3,1700.0,131857,0.4408,0.0006,0.0518,0.0604,0.0659,0.0140,0.0000,0.7530,0.0112,0.0000,0.0000,4.4,4,6,5.1,2,6,246,0.9856,159,0.0000
20730,848.0,1650.0,155459,0.5054,0.0002,0.0328,0.0685,0.0812,0.0689,0.0000,0.7834,0.0218,0.0000,0.0000,4.5,4,6,5.4,3,6,218,0.9785,112,0.0000
20740,757.8,1650.0,151642,0.4572,0.0001,0.0380,0.0772,0.0434,0.0456,0.0000,0.7488,0.0099,0.0000,0.0000,4.6,4,6,5.2,3,6,215,1.0879,134,0.0000
20750,754.6,1700.0,144069,0.4677,0.0005,0.0453,0.0428,0.1073,0.0351,0.0000,0.8208,-0.0565,0.0000,0.0000,4.5,4,6,5.0,2,6,214,1.0567,109,0.0000
20760,744.9,1800.0,141089,0.4634,0.0004,0.0536,0.0502,0.0287,0.0315,0.0000,0.7890,-0.0024,0.0000,0.0000,4.6,4,7,5.1,2,6,207,1.1936,148,0.0000
20770,751.9,1800.0,142234,0.5362,0.0009,0.0367,0.0374,0.2083,0.0390,3.0563,0.7763,-0.1421,0.0000,0.0000,4.6,4,6,4.9,2,6,250,1.3417,145,0.0000
20780,836.3,1900.0,150708,0.5409,0.0002,0.0454,0.0724,0.0595,0.0236,3.0563,0.8096,-0.0088,0.0000,0.0000,4.5,4,6,4.4,2,6,210,1.3304,122,0.0000
20790,661.8,1500.0,138599,0.4352,0.0001,0.0653,0.0542,-0.0114,0.0104,3.0563,0.7852,0.0265,0.0000,0.0000,4.5,4,6,4.2,2,6,209,1.3694,132,0.0000
20800,741.3,1650.0,145582,0.5840,0.0003,0.0474,0.0432,0.1399,0.0571,4.0689,0.7788,0.0329,0.0000,0.0000,4.6,4,7,4.2,2,6,239,1.3528,125,0.0000
20810,824.7,1850.0,153023,0.5266,0.0009,0.0696,0.0557,0.1121,0.0350,4.0366,0.7548,-0.0176,0.0000,0.0000,4.4,4,7,4.3,2,6,216,1.3233,122,0.0000
20820,798.8,1650.0,155033,0.4717,0.0004,0.0765,0.0912,-0.0055,0.0678,4.0366,0.7891,-0.0282,0.0000,0.0000,4.3,4,6,4.8,2,6,174,1.2161,107,0.0000
20830,759.4,1700.0,141557,0.4901,0.0008,0.0879,0.1260,0.1233,0.0139,3.9581,0.7631,-0.0787,0.0000,0.0000,4.4,4,6,4.8,2,6,247,1.2655,169,0.0000
20840,807.6,1872.0,147769,0.5430,0.0001,0.0609,0.0952,0.0786,-0.0189,3.9581,0.7842,0.0060,0.0000,0.0000,4.4,4,6,4.5,2,6,274,1.3057,170,0.0000
20850,754.7,1750.0,148234,0.4291,0.0006,0.0819,0.0685,0.1368,0.0307,3.9581,0.7634,-0.0574,0.0000,0.0000,4.5,4,6,4.5,2,6,226,1.2829,165,0.0000
20860,798.2,1850.0,147391,0.4759,0.0001,0.0758,0.1076,0.1423,0.0000,3.9581,0.7903,-0.0761,0.0000,0.0000,4.3,4,6,4.4,2,6,219,1.2818,121,0.0000
20870,762.0,1800.0,153498,0.4762,0.0006,0.1025,0.1170,0.1581,0.0485,3.1290,0.7438,-0.0114,0.0000,0.0000,4.3,4,6,4.2,2,6,212,1.3337,126,0.0000
20880,871.1,2200.0,152364,0.5236,0.0003,0.1242,0.1337,0.1453,0.0542,3.1290,0.7475,0.0572,0.0000,0.0000,4.2,4,6,4.2,2,6,234,1.2933,121,0.0000
20890,870.7,1800.0,153721,0.5557,0.0004,0.0622,0.0884,0.1363,0.0000,3.1290,0.7916,0.0123,0.0000,0.0000,4.3,4,6,4.2,2,6,209,1.2983,142,0.0000
20900,811.8,1800.0,148910,0.4614,0.0000,0.0700,0.0636,0.1512,0.0000,1.3777,0.8026,-0.0806,0.0000,0.0000,4.4,4,7,4.4,2,6,237,1.3710,137,0.0000
20910,739.7,2100.0,141486,0.4368,0.0030,0.0492,0.0612,0.0690,0.0341,0.9333,0.7123,0.0695,0.0000,0.0000,4.4,4,6,4.8,2,6,226,1.2451,145,0.0000
20920,788.2,1800.0,144055,0.4998,0.0002,0.0582,0.0731,0.1273,0.0000,0.9333,0.8040,-0.0357,0.0000,0.0000,4.4,4,6,4.9,2,6,234,1.2389,115,0.0000
20930,748.2,1850.0,144959,0.4248,0.0013,0.0942,0.1015,0.1518,0.0079,0.0000,0.7998,-0.0891,0.0000,0.0000,4.3,4,6,4.8,2,6,220,1.3071,159,0.0000
20940,829.9,1750.0,146349,0.5656,0.0006,0.0812,0.0727,0.1233,0.0000,0.0000,0.7733,-0.0262,0.0000,0.0000,4.3,4,6,4.4,2,6,257,1.3280,117,0.0000
20950,788.9,1850.0,143340,0.4834,0.0008,0.0803,0.0876,0.1145,0.0000,0.0000,0.7426,-0.0258,0.0000,0.0000,4.2,4,6,4.0,2,6,248,1.3044,120,0.0000
20960,793.5,1831.5,143758,0.5070,0.0001,0.0800,0.1073,0.1234,0.0000,0.0000,0.8088,0.0429,0.0000,0.0000,4.3,4,6,4.3,2,6,250,1.2527,131,0.0000
20970,794.5,2250.0,143833,0.5188,0.0000,0.0848,0.0627,0.1725,0.0000,0.0000,0.7734,-0.0936,0.0000,0.0000,4.4,4,7,4.5,2,6,274,1.3094,107,0.0000
20980,763.7,1862.0,146683,0.5092,0.0007,0.0922,0.0931,0.0110,0.0513,0.0000,0.7854,-0.0143,0.0000,0.0000,4.3,4,7,4.9,2,6,230,1.1678,103,0.0000
20990,849.8,1800.0,148893,0.5059,0.0010,0.1096,0.1414,0.0639,0.0000,0.0000,0.7651,0.0937,0.0000,0.0000,4.4,4,6,4.8,2,6,218,1.1327,112,0.0000
21000,844.6,2000.0,150584,0.4864,0.0003,0.1525,0.1816,0.1348,0.0000,0.0000,0.7713,0.0699,0.0000,0.0000,4.2,4,6,5.0,2,6,200,1.0845,103,0.0000
21010,859.2,1850.0,154947,0.5771,0.0003,0.1373,0.1555,0.0354,0.0041,0.0000,0.7797,0.0428,0.0000,0.0000,4.2,4,6,5.0,2,6,220,0.9998,106,0.0000
21020,777.6,1771.2,148790,0.5713,0.0001,0.1367,0.1460,0.0967,0.0229,0.0000,0.6896,-0.1110,0.0000,0.0000,4.4,4,6,5.1,2,6,223,1.1717,98,0.0000
21030,803.0,2000.0,146199,0.5582,0.0002,0.1420,0.1279,0.1870,0.0000,0.0000,0.7553,0.0053,0.0000,0.0000,4.2,4,6,4.7,2,6,267,1.1875,132,0.0000
21040,814.4,1850.0,149590,0.5468,0.0002,0.1435,0.1014,0.0785,0.0942,0.0000,0.7374,-0.0596,0.0000,0.0000,4.3,4,6,5.1,2,6,248,1.2113,135,0.0000
21050,805.6,1850.0,145792,0.5209,0.0002,0.1436,0.1254,0.1183,0.0000,0.0000,0.7899,0.1560,0.0000,0.0000,4.2,4,7,5.4,2,6,251,1.0266,188,0.0000
21060,743.0,1750.0,147688,0.4821,0.0005,0.1250,0.1255,0.1237,0.0080,0.0000,0.7652,0.1370,0.0000,0.0000,4.3,4,6,5.4,2,6,239,1.0072,144,0.0000
21070,766.2,2050.0,143568,0.5122,0.0005,0.1385,0.1771,0.1453,0.0000,0.0000,0.7697,0.0954,0.0000,0.0000,4.2,4,6,5.5,3,6,242,0.9218,138,0.0000
21080,780.6,1976.2,145090,0.5534,0.0001,0.1352,0.1643,0.1457,0.0244,0.0000,0.7441,0.0330,0.0000,0.0000,4.2,4,5,5.3,3,6,259,0.9180,147,0.0000
21090,806.1,1750.1,147643,0.5036,0.0009,0.1042,0.0808,0.1684,0.0510,0.0000,0.7598,0.0365,0.0000,0.0000,4.2,4,6,5.5,4,6,244,0.8711,154,0.0000
21100,782.5,1750.0,148406,0.4369,0.0002,0.1158,0.1153,0.0256,0.0583,0.0000,0.6439,-0.0113,0.0000,0.0000,4.2,4,6,5.4,3,6,199,0.9128,90,0.0000
21110,840.0,2450.0,155489,0.5119,0.0004,0.1706,0.1194,0.1691,0.0529,0.0000,0.7589,0.0622,0.0000,0.0000,4.3,4,6,5.3,2,6,204,1.0310,98,0.0000
21120,776.7,1700.0,148025,0.5190,0.0002,0.1218,0.1266,0.1821,0.0667,0.0000,0.7729,-0.0111,0.0000,0.0000,4.2,4,6,5.5,3,6,241,0.8650,131,0.0000
21130,769.7,1650.0,147049,0.5171,0.0002,0.1161,0.1299,0.1708,0.0974,0.0000,0.6207,0.0943,0.0000,0.0000,4.2,4,6,5.3,2,6,235,0.9146,115,0.0000
21140,765.1,1643.4,142737,0.5438,0.0015,0.1565,0.1592,0.1186,0.0473,0.0000,0.7785,0.1209,0.0000,0.0000,4.3,4,7,5.0,2,6,229,1.1957,139,0.0000
21150,776.2,1750.0,146828,0.4902,0.0001,0.1320,0.1144,0.2163,0.0456,0.0000,0.7701,0.0514,0.0000,0.0000,4.3,4,7,5.4,2,6,245,0.9992,137,0.0000
21160,861.8,1700.0,153456,0.4626,0.0005,0.1057,0.0996,0.1680,0.0000,0.0000,0.7451,0.1325,0.0000,0.0000,4.3,4,6,5.3,2,6,225,1.0210,137,0.0000
21170,796.3,1600.0,153573,0.5569,0.0000,0.1519,0.1521,0.1504,0.0764,0.0000,0.7924,0.0391,0.0000,0.0000,4.2,4,5,5.6,2,6,207,0.8588,144,0.0000
21180,778.6,1600.0,150906,0.3798,0.0004,0.1299,0.1455,0.0933,0.0279,0.0000,0.6752,0.0938,0.0000,0.0000,4.4,4,6,5.7,3,6,172,0.9350,127,0.0000
21190,722.0,1700.0,139464,0.4726,0.0011,0.1410,0.1752,-0.0027,0.0322,0.0000,0.8362,0.0234,0.0000,0.0000,4.2,4,6,5.6,3,6,231,0.8788,132,0.0000
21200,758.1,2000.0,142641,0.4264,0.0006,0.0941,0.1004,0.0008,0.0552,0.0000,0.7867,0.0390,0.0000,0.0000,4.2,4,6,5.4,2,6,217,0.8952,119,0.0000
