generation,mi_zone_damage,mi_energy_delta,mi_freeze_pressure,mi_food_dx,mi_food_dy,mi_food_dist,mi_ally_dx,mi_ally_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_sig3_str,mi_sig3_dx,mi_sig3_dy,mi_sig4_str,mi_sig4_dx,mi_sig4_dy,mi_sig5_str,mi_sig5_dx,mi_sig5_dy,mi_mem0,mi_mem1,mi_mem2,mi_mem3,mi_mem4,mi_mem5,mi_mem6,mi_mem7,mi_energy,mi_death_nearby,mi_death_dx,mi_death_dy
3580,0.0105,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0349,0.0130,0.0251,0.0426,0.0110,0.0186,0.0000,0.0140,0.0154,0.0061,0.0044,0.0057,0.0459,0.0256,0.0348,0.1217,0.0605,0.0424,0.1635,0.0007,0.0085,0.1589,0.0082,0.1478,0.1204,0.1436,0.0017,0.0000,0.0000,0.0000
3590,0.0056,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0033,0.0070,0.0242,0.0056,0.0169,0.0000,0.0084,0.0211,0.0107,0.0068,0.0112,0.0506,0.0441,0.0407,0.0834,0.0532,0.0327,0.0990,0.0013,0.0069,0.1143,0.0071,0.0851,0.0768,0.0982,0.0009,0.0000,0.0000,0.0000
3600,0.0055,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0092,0.0036,0.0068,0.0219,0.0048,0.0134,0.0500,0.0138,0.0258,0.0098,0.0057,0.0114,0.0572,0.0426,0.0335,0.0706,0.0481,0.0265,0.0671,0.0013,0.0050,0.0838,0.0137,0.0691,0.0641,0.0712,0.0014,0.0000,0.0000,0.0000
3610,0.0043,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0014,0.0036,0.0270,0.0091,0.0131,0.0289,0.0076,0.0186,0.0152,0.0082,0.0157,0.0595,0.0435,0.0372,0.0646,0.0457,0.0292,0.0592,0.0019,0.0175,0.0587,0.0066,0.0460,0.0415,0.0528,0.0008,0.0000,0.0000,0.0000
3620,0.0060,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0061,0.0022,0.0059,0.0288,0.0133,0.0107,0.0587,0.0129,0.0271,0.0096,0.0054,0.0096,0.0608,0.0577,0.0596,0.0534,0.0387,0.0429,0.0697,0.0027,0.0102,0.0982,0.0272,0.0843,0.0539,0.0757,0.0006,0.0000,0.0000,0.0000
3630,0.0033,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0016,0.0022,0.0224,0.0088,0.0103,0.0361,0.0074,0.0211,0.0187,0.0096,0.0163,0.0642,0.0492,0.0401,0.0572,0.0361,0.0343,0.0520,0.0018,0.0073,0.0739,0.0308,0.0644,0.0415,0.0576,0.0013,0.0000,0.0000,0.0000
3640,0.0052,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0042,0.0029,0.0413,0.0099,0.0118,0.0312,0.0086,0.0249,0.0131,0.0067,0.0103,0.0902,0.0595,0.0506,0.0650,0.0500,0.0271,0.0645,0.0010,0.0036,0.0706,0.0301,0.0663,0.0439,0.0620,0.0010,0.0000,0.0000,0.0000
3650,0.0032,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0032,0.0039,0.0341,0.0090,0.0120,0.0694,0.0161,0.0368,0.0134,0.0094,0.0121,0.0971,0.0641,0.0646,0.0572,0.0341,0.0373,0.0614,0.0009,0.0029,0.0970,0.0441,0.0804,0.0401,0.0690,0.0009,0.0000,0.0000,0.0000
3660,0.0048,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0029,0.0034,0.0272,0.0075,0.0089,0.0549,0.0093,0.0311,0.0246,0.0130,0.0218,0.0747,0.0516,0.0548,0.0543,0.0292,0.0371,0.0550,0.0007,0.0069,0.0614,0.0269,0.0658,0.0571,0.0607,0.0012,0.0000,0.0000,0.0000
3670,0.0036,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0041,0.0024,0.0024,0.0349,0.0081,0.0089,0.0000,0.0103,0.0213,0.0148,0.0109,0.0124,0.0665,0.0479,0.0412,0.0665,0.0343,0.0366,0.0554,0.0005,0.0084,0.0644,0.0184,0.0559,0.0411,0.0532,0.0009,0.0000,0.0000,0.0000
3680,0.0032,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0032,0.0008,0.0013,0.0398,0.0103,0.0096,0.0000,0.0136,0.0210,0.0181,0.0093,0.0149,0.0437,0.0345,0.0280,0.0822,0.0517,0.0336,0.0830,0.0006,0.0042,0.0891,0.0207,0.0884,0.0724,0.1073,0.0026,0.0000,0.0000,0.0000
3690,0.0035,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0004,0.0016,0.0710,0.0248,0.0078,0.0000,0.0056,0.0119,0.0038,0.0023,0.0051,0.0548,0.0445,0.0339,0.0585,0.0362,0.0387,0.1071,0.0003,0.0043,0.1007,0.0091,0.1071,0.0792,0.1065,0.0009,0.0000,0.0000,0.0000
3700,0.0042,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0008,0.0017,0.1025,0.0418,0.0059,0.0000,0.0058,0.0140,0.0103,0.0070,0.0104,0.0374,0.0172,0.0269,0.0476,0.0239,0.0332,0.1401,0.0007,0.0050,0.1350,0.0073,0.1364,0.1028,0.1438,0.0002,0.0000,0.0000,0.0000
3710,0.0035,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0005,0.0013,0.0961,0.0395,0.0068,0.0000,0.0145,0.0299,0.0214,0.0127,0.0189,0.0617,0.0264,0.0382,0.0496,0.0259,0.0369,0.1262,0.0020,0.0056,0.1418,0.0245,0.1371,0.0809,0.1382,0.0007,0.0000,0.0000,0.0000
3720,0.0040,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0014,0.0027,0.1308,0.0652,0.0069,0.0000,0.0131,0.0216,0.0279,0.0175,0.0198,0.0434,0.0268,0.0350,0.0484,0.0254,0.0358,0.1828,0.0026,0.0047,0.2046,0.0133,0.2000,0.1201,0.2068,0.0008,0.0000,0.0000,0.0000
3730,0.0029,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0011,0.0018,0.1042,0.0516,0.0032,0.0000,0.0162,0.0316,0.0254,0.0125,0.0207,0.0531,0.0304,0.0374,0.0262,0.0121,0.0217,0.1203,0.0069,0.0088,0.1201,0.0187,0.1335,0.1007,0.1307,0.0009,0.0000,0.0000,0.0000
3740,0.0054,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0003,0.0011,0.1244,0.0425,0.0034,0.0000,0.0144,0.0191,0.0092,0.0073,0.0095,0.0395,0.0277,0.0286,0.0238,0.0105,0.0199,0.1634,0.0058,0.0053,0.1457,0.0175,0.1744,0.1218,0.1544,0.0002,0.0000,0.0000,0.0000
3750,0.0043,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0004,0.0010,0.1413,0.0459,0.0054,0.0000,0.0076,0.0144,0.0053,0.0043,0.0044,0.0189,0.0141,0.0159,0.0318,0.0126,0.0222,0.1599,0.0039,0.0043,0.1637,0.0144,0.1740,0.1100,0.1424,0.0006,0.0000,0.0000,0.0000
3760,0.0070,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0010,0.0023,0.1006,0.0350,0.0050,0.0000,0.0087,0.0140,0.0070,0.0054,0.0063,0.0199,0.0098,0.0155,0.0457,0.0259,0.0341,0.1348,0.0015,0.0072,0.1454,0.0137,0.1594,0.1104,0.1128,0.0008,0.0000,0.0000,0.0000
3770,0.0043,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0023,0.0005,0.0015,0.0954,0.0334,0.0052,0.0000,0.0150,0.0224,0.0043,0.0043,0.0037,0.0272,0.0148,0.0196,0.0336,0.0145,0.0246,0.1255,0.0016,0.0056,0.1137,0.0159,0.1363,0.1052,0.1041,0.0012,0.0000,0.0000,0.0000
3780,0.0090,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0007,0.0012,0.0598,0.0292,0.0021,0.0000,0.0084,0.0179,0.0044,0.0029,0.0035,0.0132,0.0076,0.0103,0.0185,0.0089,0.0147,0.0997,0.0005,0.0049,0.1162,0.0181,0.1249,0.0924,0.0846,0.0004,0.0000,0.0000,0.0000
3790,0.0063,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0019,0.0041,0.0675,0.0260,0.0043,0.0000,0.0132,0.0249,0.0065,0.0061,0.0067,0.0284,0.0238,0.0195,0.0468,0.0195,0.0335,0.1111,0.0040,0.0048,0.1460,0.0389,0.1435,0.0952,0.0974,0.0008,0.0000,0.0000,0.0000
3800,0.0062,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0006,0.0009,0.0428,0.0151,0.0032,0.0000,0.0213,0.0286,0.0044,0.0051,0.0064,0.0163,0.0094,0.0138,0.0242,0.0134,0.0218,0.0969,0.0021,0.0036,0.1074,0.0230,0.1144,0.0890,0.0792,0.0004,0.0000,0.0000,0.0000
3810,0.0020,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0003,0.0008,0.0604,0.0250,0.0047,0.0000,0.0067,0.0181,0.0031,0.0017,0.0016,0.0036,0.0031,0.0035,0.0313,0.0154,0.0261,0.1061,0.0018,0.0048,0.1450,0.0142,0.1472,0.1028,0.0985,0.0005,0.0000,0.0000,0.0000
3820,0.0041,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0072,0.0052,0.0059,0.0964,0.0205,0.0059,0.0000,0.0170,0.0126,0.0001,0.0001,0.0001,0.0064,0.0040,0.0057,0.0320,0.0153,0.0266,0.1563,0.0019,0.0036,0.1949,0.0258,0.1856,0.1421,0.1471,0.0013,0.0000,0.0000,0.0000
3830,0.0088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0006,0.0013,0.0926,0.0246,0.0049,0.0000,0.0133,0.0128,0.0025,0.0004,0.0017,0.0170,0.0124,0.0131,0.0382,0.0180,0.0275,0.1428,0.0037,0.0040,0.1642,0.0437,0.1677,0.1265,0.1267,0.0003,0.0000,0.0000,0.0000
3840,0.0032,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0019,0.0037,0.1109,0.0386,0.0077,0.0000,0.0097,0.0145,0.0040,0.0021,0.0025,0.0172,0.0102,0.0135,0.0842,0.0363,0.0495,0.1810,0.0050,0.0035,0.1987,0.0609,0.2148,0.1431,0.1663,0.0014,0.0000,0.0000,0.0000
3850,0.0074,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0017,0.0007,0.0019,0.0626,0.0345,0.0022,0.0000,0.0137,0.0158,0.0033,0.0007,0.0013,0.0217,0.0116,0.0162,0.0231,0.0126,0.0194,0.0956,0.0045,0.0081,0.1242,0.0303,0.1291,0.1189,0.0829,0.0011,0.0000,0.0000,0.0000
3860,0.0075,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0004,0.0014,0.0500,0.0201,0.0020,0.0000,0.0139,0.0130,0.0001,0.0001,0.0002,0.0085,0.0049,0.0079,0.0212,0.0129,0.0143,0.0809,0.0007,0.0106,0.1291,0.0247,0.1223,0.1105,0.0616,0.0006,0.0000,0.0000,0.0000
3870,0.0064,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0006,0.0009,0.0673,0.0244,0.0046,0.0000,0.0174,0.0194,0.0073,0.0053,0.0069,0.0244,0.0147,0.0184,0.0158,0.0114,0.0126,0.1068,0.0222,0.0080,0.1617,0.0288,0.1453,0.1416,0.1013,0.0006,0.0000,0.0000,0.0000
3880,0.0043,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0007,0.0013,0.0834,0.0178,0.0032,0.0000,0.0057,0.0060,0.0029,0.0018,0.0016,0.0077,0.0057,0.0071,0.0176,0.0084,0.0166,0.1251,0.0051,0.0090,0.1593,0.0246,0.1546,0.1319,0.0991,0.0005,0.0000,0.0000,0.0000
3890,0.0034,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0036,0.0049,0.1024,0.0269,0.0040,0.0000,0.0139,0.0137,0.0100,0.0054,0.0065,0.0251,0.0178,0.0204,0.0361,0.0188,0.0264,0.1426,0.0225,0.0086,0.1720,0.0319,0.1641,0.1600,0.1388,0.0010,0.0000,0.0000,0.0000
3900,0.0054,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0020,0.0043,0.1169,0.0266,0.0048,0.0000,0.0124,0.0153,0.0073,0.0060,0.0060,0.0229,0.0151,0.0158,0.0202,0.0108,0.0151,0.1545,0.0191,0.0106,0.1998,0.0499,0.1803,0.1762,0.1300,0.0011,0.0000,0.0000,0.0000
3910,0.0041,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0014,0.0022,0.1162,0.0260,0.0024,0.0000,0.0057,0.0063,0.0020,0.0028,0.0012,0.0071,0.0048,0.0050,0.0311,0.0196,0.0235,0.1459,0.0046,0.0090,0.1746,0.0187,0.1736,0.1538,0.1313,0.0006,0.0000,0.0000,0.0000
3920,0.0039,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0007,0.0015,0.1286,0.0436,0.0050,0.0000,0.0083,0.0113,0.0029,0.0026,0.0023,0.0167,0.0113,0.0109,0.0337,0.0145,0.0265,0.2000,0.0099,0.0066,0.2377,0.0282,0.2082,0.1908,0.1700,0.0014,0.0000,0.0000,0.0000
3930,0.0039,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0003,0.0020,0.1286,0.0297,0.0031,0.0000,0.0102,0.0112,0.0042,0.0038,0.0033,0.0125,0.0092,0.0107,0.0189,0.0093,0.0153,0.1363,0.0137,0.0096,0.1971,0.0344,0.1766,0.1683,0.1382,0.0006,0.0000,0.0000,0.0000
3940,0.0045,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0016,0.0026,0.1144,0.0361,0.0013,0.0000,0.0116,0.0124,0.0090,0.0074,0.0071,0.0130,0.0096,0.0101,0.0086,0.0040,0.0067,0.1292,0.0174,0.0139,0.2126,0.0424,0.1798,0.1429,0.1362,0.0008,0.0000,0.0000,0.0000
3950,0.0026,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0003,0.0012,0.0970,0.0206,0.0038,0.0000,0.0183,0.0208,0.0110,0.0093,0.0082,0.0287,0.0216,0.0225,0.0079,0.0052,0.0050,0.1073,0.0384,0.0158,0.1809,0.0463,0.1498,0.1216,0.0962,0.0006,0.0000,0.0000,0.0000
3960,0.0049,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0017,0.0030,0.1649,0.0250,0.0026,0.0000,0.0120,0.0130,0.0086,0.0071,0.0076,0.0188,0.0135,0.0144,0.0092,0.0049,0.0074,0.2246,0.0195,0.0112,0.2514,0.0325,0.2193,0.2031,0.2183,0.0004,0.0000,0.0000,0.0000
3970,0.0043,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0024,0.0050,0.1068,0.0229,0.0010,0.0000,0.0164,0.0172,0.0127,0.0091,0.0087,0.0230,0.0160,0.0151,0.0055,0.0029,0.0038,0.1097,0.0184,0.0123,0.1899,0.0412,0.1617,0.1460,0.1193,0.0016,0.0000,0.0000,0.0000
3980,0.0034,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0009,0.0024,0.1299,0.0414,0.0003,0.0000,0.0138,0.0144,0.0080,0.0063,0.0060,0.0201,0.0145,0.0159,0.0001,0.0001,0.0000,0.1453,0.0137,0.0049,0.2099,0.0437,0.1634,0.1330,0.1497,0.0004,0.0000,0.0000,0.0000
3990,0.0024,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0047,0.0016,0.0040,0.1079,0.0402,0.0009,0.0000,0.0053,0.0037,0.0018,0.0001,0.0016,0.0007,0.0009,0.0011,0.0042,0.0020,0.0022,0.1244,0.0043,0.0131,0.1836,0.0360,0.1500,0.1329,0.1328,0.0003,0.0000,0.0000,0.0000
4000,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0003,0.0012,0.0825,0.0297,0.0005,0.0000,0.0088,0.0137,0.0000,0.0001,0.0001,0.0032,0.0025,0.0032,0.0047,0.0020,0.0033,0.1244,0.0033,0.0068,0.1666,0.0148,0.1644,0.1480,0.1240,0.0002,0.0000,0.0000,0.0000
4010,0.0062,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0007,0.0023,0.0369,0.0150,0.0030,0.0000,0.0174,0.0264,0.0031,0.0029,0.0033,0.0265,0.0183,0.0252,0.0085,0.0056,0.0087,0.1133,0.0197,0.0113,0.1271,0.0234,0.1381,0.1154,0.1145,0.0007,0.0000,0.0000,0.0000
4020,0.0035,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0008,0.0021,0.0448,0.0234,0.0046,0.0000,0.0169,0.0249,0.0103,0.0082,0.0079,0.0235,0.0138,0.0159,0.0127,0.0078,0.0110,0.0948,0.0109,0.0057,0.1386,0.0339,0.1394,0.1396,0.0916,0.0006,0.0000,0.0000,0.0000
4030,0.0033,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0026,0.0040,0.0815,0.0297,0.0028,0.0000,0.0181,0.0231,0.0194,0.0129,0.0146,0.0282,0.0181,0.0197,0.0204,0.0129,0.0166,0.1425,0.0548,0.0044,0.1634,0.0465,0.1653,0.1604,0.1384,0.0008,0.0000,0.0000,0.0000
4040,0.0036,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0076,0.0046,0.0075,0.1263,0.0358,0.0082,0.0000,0.0174,0.0187,0.0257,0.0166,0.0237,0.0105,0.0084,0.0087,0.0501,0.0260,0.0315,0.2093,0.0440,0.0029,0.2260,0.0487,0.2274,0.2020,0.1873,0.0007,0.0000,0.0000,0.0000
4050,0.0068,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0015,0.0017,0.0939,0.0237,0.0114,0.0000,0.0179,0.0150,0.0162,0.0116,0.0169,0.0205,0.0138,0.0163,0.0527,0.0244,0.0351,0.1508,0.0436,0.0034,0.1816,0.0446,0.1877,0.1607,0.1357,0.0010,0.0000,0.0000,0.0000
4060,0.0063,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0085,0.0047,0.0067,0.1177,0.0384,0.0079,0.0000,0.0193,0.0271,0.0515,0.0356,0.0393,0.0208,0.0143,0.0186,0.0529,0.0270,0.0342,0.1912,0.0664,0.0047,0.1913,0.0784,0.2050,0.2149,0.1470,0.0006,0.0000,0.0000,0.0000
4070,0.0068,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0035,0.0074,0.0608,0.0121,0.0090,0.0000,0.0166,0.0193,0.0100,0.0082,0.0080,0.0192,0.0118,0.0139,0.0518,0.0259,0.0371,0.1336,0.0185,0.0079,0.1565,0.0342,0.1704,0.1934,0.1216,0.0011,0.0000,0.0000,0.0000
4080,0.0082,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0017,0.0032,0.0331,0.0091,0.0163,0.0000,0.0134,0.0180,0.0114,0.0088,0.0091,0.0160,0.0101,0.0138,0.0460,0.0249,0.0302,0.1271,0.0073,0.0038,0.1334,0.0285,0.1433,0.1534,0.1089,0.0026,0.0000,0.0000,0.0000
4090,0.0082,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0009,0.0024,0.1483,0.0400,0.0071,0.0000,0.0126,0.0152,0.0325,0.0252,0.0242,0.0072,0.0033,0.0063,0.0535,0.0230,0.0286,0.0964,0.0083,0.0039,0.1344,0.0321,0.1336,0.1348,0.1219,0.0011,0.0000,0.0000,0.0000
4100,0.0038,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0003,0.0003,0.1155,0.0326,0.0051,0.0000,0.0161,0.0178,0.0475,0.0357,0.0315,0.0109,0.0068,0.0085,0.0418,0.0353,0.0191,0.0696,0.0169,0.0020,0.1258,0.0350,0.0916,0.1131,0.0984,0.0017,0.0000,0.0000,0.0000
4110,0.0062,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0011,0.0019,0.1354,0.0435,0.0069,0.0000,0.0091,0.0074,0.0139,0.0116,0.0115,0.0121,0.0064,0.0087,0.0467,0.0245,0.0298,0.0848,0.0038,0.0071,0.1195,0.0286,0.0968,0.0924,0.0715,0.0008,0.0000,0.0000,0.0000
4120,0.0068,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0007,0.0030,0.0340,0.0122,0.0120,0.0000,0.0040,0.0021,0.0002,0.0000,0.0005,0.0178,0.0092,0.0123,0.0339,0.0178,0.0235,0.0838,0.0018,0.0107,0.1325,0.0197,0.0783,0.0855,0.0783,0.0003,0.0000,0.0000,0.0000
4130,0.0055,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0024,0.0006,0.0018,0.0639,0.0175,0.0027,0.0000,0.0021,0.0012,0.0072,0.0053,0.0063,0.0028,0.0015,0.0028,0.0514,0.0315,0.0294,0.0875,0.0009,0.0082,0.0947,0.0153,0.0785,0.0982,0.0877,0.0009,0.0000,0.0000,0.0000
4140,0.0082,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0004,0.0001,0.0623,0.0269,0.0078,0.0000,0.0045,0.0050,0.0045,0.0036,0.0034,0.0141,0.0086,0.0130,0.0583,0.0230,0.0330,0.1152,0.0012,0.0097,0.1350,0.0190,0.1049,0.1135,0.1171,0.0018,0.0000,0.0000,0.0000
4150,0.0027,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0005,0.0010,0.0280,0.0378,0.0094,0.0000,0.0064,0.0085,0.0124,0.0097,0.0092,0.0043,0.0021,0.0041,0.0419,0.0202,0.0325,0.0769,0.0015,0.0057,0.1026,0.0272,0.0614,0.0860,0.0807,0.0008,0.0000,0.0000,0.0000
4160,0.0136,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0116,0.0077,0.0092,0.0521,0.0413,0.0164,0.0000,0.0030,0.0063,0.0051,0.0033,0.0038,0.0127,0.0080,0.0112,0.0511,0.0449,0.0450,0.1323,0.0062,0.0098,0.1114,0.0166,0.1043,0.0987,0.1155,0.0016,0.0000,0.0000,0.0000
4170,0.0085,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0062,0.0027,0.0062,0.0190,0.0105,0.0144,0.0000,0.0077,0.0088,0.0024,0.0015,0.0022,0.0083,0.0045,0.0066,0.0444,0.0422,0.0345,0.0840,0.0029,0.0055,0.0925,0.0181,0.0807,0.0854,0.0810,0.0012,0.0000,0.0000,0.0000
4180,0.0113,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0063,0.0028,0.0073,0.0990,0.0260,0.0253,0.0000,0.0147,0.0233,0.0156,0.0127,0.0135,0.0093,0.0039,0.0080,0.0639,0.0261,0.0394,0.0894,0.0027,0.0045,0.0738,0.0156,0.0660,0.0767,0.0858,0.0024,0.0000,0.0000,0.0000
4190,0.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0013,0.0032,0.0671,0.0275,0.0383,0.0000,0.0141,0.0249,0.0106,0.0085,0.0085,0.0112,0.0057,0.0120,0.0514,0.0245,0.0335,0.0328,0.0010,0.0050,0.0266,0.0150,0.0145,0.0299,0.0329,0.0021,0.0000,0.0000,0.0000
4200,0.0025,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0006,0.0014,0.1018,0.0268,0.0459,0.0000,0.0140,0.0160,0.0174,0.0143,0.0135,0.0034,0.0019,0.0034,0.0363,0.0168,0.0304,0.0266,0.0007,0.0095,0.0308,0.0241,0.0199,0.0313,0.0254,0.0005,0.0000,0.0000,0.0000
4210,0.0025,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0033,0.0031,0.1007,0.0747,0.0563,0.0000,0.0210,0.0217,0.0077,0.0066,0.0071,0.0065,0.0041,0.0060,0.0165,0.0071,0.0118,0.0175,0.0005,0.0033,0.0165,0.0140,0.0118,0.0133,0.0164,0.0014,0.0000,0.0000,0.0000
4220,0.0025,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.0000,0.1018,0.0766,0.0517,0.0000,0.0147,0.0187,0.0069,0.0054,0.0052,0.0104,0.0064,0.0095,0.0345,0.0170,0.0264,0.0346,0.0014,0.0013,0.0263,0.0218,0.0272,0.0241,0.0346,0.0007,0.0000,0.0000,0.0000
4230,0.0022,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034,0.0023,0.0036,0.0821,0.0274,0.0445,0.0000,0.0186,0.0208,0.0044,0.0033,0.0041,0.0024,0.0013,0.0017,0.0161,0.0068,0.0137,0.0303,0.0005,0.0081,0.0287,0.0178,0.0243,0.0223,0.0211,0.0006,0.0000,0.0000,0.0000
4240,0.0056,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0007,0.0007,0.0904,0.0645,0.0357,0.0000,0.0059,0.0053,0.0043,0.0035,0.0019,0.0033,0.0021,0.0036,0.0515,0.0269,0.0406,0.0348,0.0006,0.0031,0.0369,0.0133,0.0297,0.0286,0.0261,0.0008,0.0000,0.0000,0.0000
4250,0.0033,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0028,0.0015,0.0016,0.0788,0.0264,0.0410,0.0000,0.0114,0.0233,0.0024,0.0024,0.0024,0.0038,0.0017,0.0037,0.0417,0.0177,0.0281,0.0316,0.0004,0.0031,0.0218,0.0182,0.0236,0.0213,0.0314,0.0006,0.0000,0.0000,0.0000
