generation,mi_zone_damage,mi_energy_delta,mi_freeze_pressure,mi_food_dx,mi_food_dy,mi_food_dist,mi_ally_dx,mi_ally_dy,mi_ally_dist,mi_sig0_str,mi_sig0_dx,mi_sig0_dy,mi_sig1_str,mi_sig1_dx,mi_sig1_dy,mi_sig2_str,mi_sig2_dx,mi_sig2_dy,mi_sig3_str,mi_sig3_dx,mi_sig3_dy,mi_sig4_str,mi_sig4_dx,mi_sig4_dy,mi_sig5_str,mi_sig5_dx,mi_sig5_dy,mi_mem0,mi_mem1,mi_mem2,mi_mem3,mi_mem4,mi_mem5,mi_mem6,mi_mem7,mi_energy,mi_death_nearby,mi_death_dx,mi_death_dy
65560,0.0840,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0096,0.0058,0.0815,0.0245,0.0382,0.1299,0.0817,0.0772,0.0000,0.0530,0.0564,0.0238,0.0204,0.0195,0.0000,0.0000,0.0000,0.0080,0.1124,0.0723,0.0994,0.0600,0.1165,0.1591,0.1295,0.0085,0.0000,0.0000,0.0000
65570,0.0817,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0058,0.0013,0.0673,0.0373,0.0380,0.1485,0.0975,0.0972,0.0000,0.0482,0.0463,0.0296,0.0246,0.0214,0.0000,0.0000,0.0000,0.0134,0.1279,0.0943,0.0953,0.0778,0.1187,0.1354,0.1520,0.0091,0.0000,0.0000,0.0000
65580,0.0729,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0091,0.0101,0.0054,0.0817,0.0388,0.0412,0.1609,0.1047,0.1171,0.0000,0.0524,0.0594,0.0307,0.0216,0.0201,0.0000,0.0000,0.0000,0.0072,0.1532,0.0929,0.1334,0.0777,0.1637,0.1761,0.1965,0.0114,0.0000,0.0000,0.0000
65590,0.0490,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0073,0.0036,0.1092,0.0524,0.0480,0.1069,0.0617,0.0658,0.0000,0.0314,0.0368,0.0175,0.0135,0.0125,0.0000,0.0000,0.0000,0.0059,0.0763,0.0557,0.0601,0.0470,0.0809,0.0960,0.0881,0.0067,0.0000,0.0000,0.0000
65600,0.0361,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0055,0.0027,0.1107,0.0402,0.0583,0.1090,0.0642,0.0680,0.0000,0.0319,0.0345,0.0120,0.0117,0.0115,0.0000,0.0000,0.0000,0.0031,0.0570,0.0419,0.0541,0.0346,0.0699,0.0849,0.0696,0.0063,0.0000,0.0000,0.0000
65610,0.0474,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0171,0.0147,0.0113,0.0868,0.0518,0.0451,0.1182,0.1056,0.1069,0.0000,0.0565,0.0670,0.0109,0.0133,0.0108,0.0000,0.0000,0.0000,0.0087,0.0646,0.0371,0.0648,0.0296,0.0820,0.0931,0.0843,0.0067,0.0000,0.0000,0.0000
65620,0.0405,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0064,0.0093,0.0039,0.0945,0.0488,0.0433,0.1726,0.1144,0.1074,0.0000,0.0609,0.0618,0.0191,0.0159,0.0139,0.0000,0.0000,0.0000,0.0046,0.0656,0.0459,0.0670,0.0367,0.0876,0.1082,0.0893,0.0124,0.0000,0.0000,0.0000
65630,0.0521,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0081,0.0036,0.0813,0.0371,0.0554,0.1689,0.1037,0.1160,0.0000,0.0508,0.0577,0.0338,0.0204,0.0270,0.0000,0.0000,0.0000,0.0105,0.0760,0.0617,0.0822,0.0521,0.1091,0.1205,0.1077,0.0057,0.0000,0.0000,0.0000
65640,0.0547,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0084,0.0073,0.0068,0.0851,0.0346,0.0466,0.0896,0.0632,0.0668,0.0000,0.0373,0.0439,0.0143,0.0142,0.0137,0.0000,0.0000,0.0000,0.0083,0.0709,0.0475,0.0745,0.0373,0.0956,0.0955,0.0938,0.0031,0.0000,0.0000,0.0000
65650,0.0575,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0139,0.0189,0.0070,0.0822,0.0654,0.0306,0.1781,0.1222,0.1179,0.0000,0.0455,0.0534,0.0262,0.0196,0.0183,0.0000,0.0000,0.0000,0.0065,0.1096,0.0741,0.1024,0.0620,0.1257,0.1316,0.1264,0.0099,0.0000,0.0000,0.0000
65660,0.0497,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,0.0081,0.1092,0.0861,0.0488,0.1613,0.0911,0.0951,0.0000,0.0464,0.0455,0.0128,0.0124,0.0111,0.0000,0.0000,0.0000,0.0042,0.0701,0.0503,0.0582,0.0387,0.0822,0.0905,0.0761,0.0051,0.0000,0.0000,0.0000
65670,0.0450,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0091,0.0056,0.0818,0.0311,0.0631,0.1078,0.0648,0.0633,0.0000,0.0414,0.0513,0.0160,0.0135,0.0135,0.0000,0.0000,0.0000,0.0106,0.0586,0.0425,0.0637,0.0333,0.0816,0.0906,0.0768,0.0055,0.0000,0.0000,0.0000
65680,0.0495,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,0.0074,0.0061,0.0930,0.0324,0.0463,0.1133,0.0689,0.0723,0.0000,0.0465,0.0543,0.0123,0.0125,0.0114,0.0000,0.0000,0.0000,0.0024,0.0617,0.0449,0.0787,0.0342,0.0860,0.0997,0.0943,0.0073,0.0000,0.0000,0.0000
65690,0.0554,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0089,0.0039,0.0863,0.0098,0.0403,0.1746,0.1067,0.1280,0.0000,0.0435,0.0567,0.0204,0.0184,0.0162,0.0000,0.0000,0.0000,0.0076,0.0787,0.0558,0.0941,0.0476,0.1239,0.1283,0.1317,0.0056,0.0000,0.0000,0.0000
65700,0.0736,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0111,0.0115,0.0042,0.0869,0.0255,0.0342,0.1815,0.1089,0.1355,0.0000,0.0525,0.0528,0.0292,0.0197,0.0207,0.0000,0.0000,0.0000,0.0083,0.1164,0.0815,0.1382,0.0660,0.1546,0.1583,0.1666,0.0129,0.0000,0.0000,0.0000
65710,0.0770,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0055,0.0075,0.0024,0.0698,0.0164,0.0438,0.1595,0.0959,0.1112,0.0000,0.0384,0.0492,0.0235,0.0172,0.0183,0.0000,0.0000,0.0000,0.0077,0.1086,0.0797,0.1259,0.0676,0.1405,0.1415,0.1500,0.0103,0.0000,0.0000,0.0000
65720,0.0508,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0101,0.0106,0.0072,0.0916,0.0317,0.0438,0.1355,0.0768,0.0867,0.0000,0.0587,0.0660,0.0123,0.0104,0.0112,0.0000,0.0000,0.0000,0.0060,0.0717,0.0446,0.0813,0.0338,0.0922,0.0964,0.1041,0.0062,0.0000,0.0000,0.0000
65730,0.0365,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0051,0.0062,0.0046,0.0878,0.0328,0.0513,0.1242,0.0876,0.0871,0.0000,0.0508,0.0538,0.0055,0.0065,0.0043,0.0000,0.0000,0.0000,0.0028,0.0451,0.0244,0.0544,0.0192,0.0635,0.0709,0.0705,0.0045,0.0000,0.0000,0.0000
65740,0.0483,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0091,0.0045,0.0783,0.0200,0.0443,0.1226,0.0818,0.0882,0.0000,0.0468,0.0572,0.0152,0.0118,0.0109,0.0000,0.0000,0.0000,0.0037,0.0833,0.0558,0.0936,0.0470,0.1112,0.1173,0.1173,0.0088,0.0000,0.0000,0.0000
65750,0.0399,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0113,0.0063,0.0869,0.0248,0.0350,0.0868,0.0629,0.0584,0.0000,0.0418,0.0500,0.0167,0.0145,0.0139,0.0000,0.0000,0.0000,0.0051,0.0818,0.0498,0.1104,0.0413,0.1312,0.1348,0.1296,0.0106,0.0000,0.0000,0.0000
65760,0.0599,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,0.0100,0.0053,0.0877,0.0255,0.0354,0.1519,0.0925,0.0918,0.0000,0.0508,0.0551,0.0153,0.0131,0.0110,0.0000,0.0000,0.0000,0.0060,0.1083,0.0605,0.1382,0.0482,0.1537,0.1615,0.1609,0.0095,0.0000,0.0000,0.0000
65770,0.0842,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0124,0.0041,0.1053,0.0213,0.0272,0.1127,0.0802,0.0761,0.0000,0.0512,0.0620,0.0287,0.0196,0.0190,0.0000,0.0000,0.0000,0.0063,0.1155,0.0706,0.1235,0.0608,0.1506,0.1564,0.1743,0.0060,0.0000,0.0000,0.0000
65780,0.0697,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0167,0.0090,0.0872,0.0274,0.0331,0.1685,0.1016,0.1092,0.0000,0.0652,0.0694,0.0323,0.0215,0.0230,0.0000,0.0000,0.0000,0.0047,0.1491,0.0730,0.1677,0.0612,0.2161,0.2250,0.2165,0.0124,0.0000,0.0000,0.0000
65790,0.0934,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0067,0.0062,0.0028,0.1071,0.0166,0.0292,0.1322,0.0975,0.0928,0.0000,0.0591,0.0631,0.0359,0.0289,0.0212,0.0000,0.0000,0.0000,0.0071,0.1742,0.0973,0.1627,0.0854,0.2131,0.2197,0.2355,0.0123,0.0000,0.0000,0.0000
65800,0.0893,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0084,0.0127,0.0037,0.1064,0.0183,0.0224,0.1399,0.0904,0.1146,0.0000,0.0477,0.0541,0.0355,0.0279,0.0203,0.0000,0.0000,0.0000,0.0115,0.1745,0.1087,0.1906,0.0951,0.2320,0.2413,0.2399,0.0165,0.0000,0.0000,0.0000
65810,0.1098,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0057,0.0085,0.0019,0.0775,0.0205,0.0322,0.1481,0.0913,0.0947,0.0000,0.0531,0.0601,0.0407,0.0309,0.0289,0.0000,0.0000,0.0000,0.0099,0.1734,0.1183,0.1826,0.1017,0.2124,0.2187,0.2260,0.0106,0.0000,0.0000,0.0000
65820,0.1073,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0109,0.0043,0.0873,0.0264,0.0305,0.1189,0.0817,0.0841,0.0000,0.0487,0.0503,0.0172,0.0148,0.0125,0.0000,0.0000,0.0000,0.0067,0.1251,0.0810,0.1382,0.0682,0.1549,0.1541,0.1741,0.0061,0.0000,0.0000,0.0000
65830,0.0724,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0092,0.0113,0.0048,0.0032,0.0102,0.0198,0.1955,0.1253,0.1251,0.2086,0.0610,0.0657,0.0119,0.0094,0.0086,0.0000,0.0000,0.0000,0.0057,0.1280,0.0645,0.1468,0.0537,0.1768,0.1930,0.1813,0.0103,0.0000,0.0000,0.0000
65840,0.0816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0093,0.0082,0.0072,0.0053,0.0131,0.0168,0.1309,0.0812,0.0842,0.1856,0.0565,0.0613,0.0153,0.0127,0.0123,0.0000,0.0000,0.0000,0.0083,0.1025,0.0637,0.1299,0.0526,0.1514,0.1615,0.1825,0.0052,0.0000,0.0000,0.0000
65850,0.0274,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0177,0.0164,0.0161,0.0275,0.0320,0.0397,0.1645,0.0952,0.1017,0.2290,0.0696,0.0663,0.0089,0.0082,0.0080,0.0000,0.0000,0.0000,0.0011,0.0466,0.0203,0.0763,0.0166,0.0932,0.1067,0.0927,0.0070,0.0000,0.0000,0.0000
65860,0.0347,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0134,0.0134,0.0105,0.0174,0.0220,0.0317,0.1897,0.1154,0.1206,0.1539,0.0716,0.0716,0.0050,0.0066,0.0062,0.0000,0.0000,0.0000,0.0019,0.0462,0.0223,0.0824,0.0182,0.1040,0.1219,0.1103,0.0068,0.0000,0.0000,0.0000
65870,0.0541,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0429,0.0332,0.0317,0.0747,0.0409,0.0531,0.1135,0.0695,0.0940,0.1354,0.0840,0.0816,0.0046,0.0041,0.0020,0.0000,0.0000,0.0000,0.0101,0.0632,0.0112,0.0774,0.0091,0.0870,0.1089,0.0919,0.0069,0.0000,0.0000,0.0000
65880,0.0501,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0315,0.0261,0.0255,0.0871,0.0552,0.0437,0.1606,0.0932,0.1024,0.2929,0.0706,0.0846,0.0041,0.0039,0.0030,0.0000,0.0000,0.0000,0.0055,0.0543,0.0129,0.0748,0.0104,0.0776,0.1076,0.0780,0.0067,0.0000,0.0000,0.0000
65890,0.0524,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0462,0.0390,0.0372,0.0801,0.0512,0.0488,0.1196,0.1260,0.1366,0.3081,0.0804,0.0868,0.0040,0.0045,0.0030,0.0000,0.0000,0.0000,0.0056,0.0686,0.0136,0.0894,0.0098,0.0976,0.1277,0.1200,0.0076,0.0000,0.0000,0.0000
65900,0.0571,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0385,0.0288,0.0268,0.1564,0.0715,0.0612,0.2124,0.1293,0.1229,0.1937,0.0942,0.0959,0.0051,0.0044,0.0036,0.0000,0.0000,0.0000,0.0057,0.0654,0.0202,0.0767,0.0104,0.0906,0.1120,0.0923,0.0057,0.0000,0.0000,0.0000
65910,0.0531,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0303,0.0236,0.0242,0.2087,0.0725,0.0683,0.1237,0.1355,0.1470,0.2179,0.0999,0.0992,0.0034,0.0043,0.0030,0.0000,0.0000,0.0000,0.0040,0.0603,0.0211,0.0787,0.0124,0.0854,0.0989,0.1051,0.0024,0.0000,0.0000,0.0000
65920,0.0494,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0407,0.0329,0.0309,0.1390,0.0633,0.0690,0.1862,0.1035,0.1185,0.1673,0.0863,0.0988,0.0029,0.0031,0.0024,0.0000,0.0000,0.0000,0.0023,0.0592,0.0143,0.0650,0.0107,0.0788,0.1074,0.0752,0.0044,0.0000,0.0000,0.0000
65930,0.0351,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0132,0.0125,0.0112,0.1606,0.0624,0.0637,0.1445,0.0889,0.0853,0.2920,0.0827,0.0888,0.0032,0.0040,0.0017,0.0000,0.0000,0.0000,0.0041,0.0475,0.0227,0.0594,0.0178,0.0671,0.1040,0.0603,0.0065,0.0000,0.0000,0.0000
65940,0.0393,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0190,0.0183,0.0154,0.1635,0.0583,0.0663,0.0800,0.0587,0.0563,0.2836,0.0765,0.0845,0.0035,0.0056,0.0041,0.0000,0.0000,0.0000,0.0020,0.0511,0.0210,0.0399,0.0163,0.0577,0.0836,0.0644,0.0027,0.0000,0.0000,0.0000
65950,0.0295,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0217,0.0213,0.0172,0.0621,0.0451,0.0425,0.1597,0.0919,0.0807,0.1306,0.0775,0.0812,0.0040,0.0052,0.0047,0.0000,0.0000,0.0000,0.0052,0.0446,0.0177,0.0662,0.0129,0.0687,0.1177,0.0693,0.0063,0.0000,0.0000,0.0000
65960,0.0432,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0106,0.0099,0.0082,0.0630,0.0463,0.0505,0.0946,0.0549,0.0767,0.2673,0.0818,0.0818,0.0018,0.0027,0.0011,0.0000,0.0000,0.0000,0.0023,0.0475,0.0218,0.0614,0.0183,0.0665,0.0858,0.0693,0.0033,0.0000,0.0000,0.0000
65970,0.0336,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0145,0.0116,0.0128,0.0781,0.0543,0.0564,0.0744,0.0528,0.0523,0.2404,0.0734,0.0724,0.0033,0.0042,0.0040,0.0000,0.0000,0.0000,0.0041,0.0501,0.0259,0.0615,0.0188,0.0692,0.1054,0.0661,0.0043,0.0000,0.0000,0.0000
65980,0.0315,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0056,0.0048,0.1635,0.0579,0.0618,0.1029,0.0611,0.0623,0.2753,0.0840,0.0780,0.0027,0.0037,0.0024,0.0000,0.0000,0.0000,0.0038,0.0441,0.0257,0.0601,0.0209,0.0655,0.0865,0.0694,0.0027,0.0000,0.0000,0.0000
65990,0.0220,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0027,0.0050,0.0023,0.0519,0.0418,0.0447,0.1426,0.0840,0.0909,0.1535,0.0743,0.0722,0.0014,0.0035,0.0020,0.0000,0.0000,0.0000,0.0024,0.0313,0.0193,0.0485,0.0145,0.0509,0.0717,0.0587,0.0030,0.0000,0.0000,0.0000
66000,0.0409,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0073,0.0081,0.0059,0.0554,0.0356,0.0423,0.1020,0.1154,0.1109,0.1356,0.0803,0.0845,0.0037,0.0055,0.0029,0.0000,0.0000,0.0000,0.0058,0.0503,0.0283,0.0824,0.0238,0.0870,0.1137,0.0874,0.0054,0.0000,0.0000,0.0000
66010,0.0372,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0077,0.0072,0.0400,0.0287,0.0300,0.1322,0.0528,0.0529,0.2664,0.0716,0.0742,0.0019,0.0045,0.0022,0.0000,0.0000,0.0000,0.0017,0.0397,0.0227,0.0779,0.0185,0.0692,0.0834,0.0720,0.0032,0.0000,0.0000,0.0000
66020,0.0359,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0054,0.0071,0.0036,0.0644,0.0449,0.0489,0.1804,0.1184,0.1055,0.1410,0.0833,0.0825,0.0024,0.0040,0.0029,0.0000,0.0000,0.0000,0.0075,0.0372,0.0242,0.0619,0.0194,0.0564,0.0851,0.0641,0.0040,0.0000,0.0000,0.0000
66030,0.0295,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0055,0.0056,0.0044,0.0274,0.0178,0.0145,0.1354,0.1274,0.1236,0.1428,0.0672,0.0647,0.0038,0.0056,0.0041,0.0000,0.0000,0.0000,0.0079,0.0287,0.0193,0.0934,0.0153,0.0837,0.1223,0.0932,0.0028,0.0000,0.0000,0.0000
66040,0.0264,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0039,0.0032,0.0305,0.0323,0.0307,0.1113,0.1155,0.1215,0.2211,0.0713,0.0719,0.0030,0.0057,0.0054,0.0000,0.0000,0.0000,0.0091,0.0274,0.0184,0.0663,0.0115,0.0729,0.0878,0.0861,0.0020,0.0000,0.0000,0.0000
66050,0.0299,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,0.0087,0.0068,0.0829,0.0519,0.0540,0.1016,0.1217,0.1213,0.1743,0.0911,0.0911,0.0029,0.0047,0.0036,0.0000,0.0000,0.0000,0.0067,0.0397,0.0228,0.0764,0.0171,0.0738,0.0838,0.0747,0.0060,0.0000,0.0000,0.0000
66060,0.0398,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0060,0.0044,0.1549,0.0528,0.0512,0.1885,0.1149,0.1183,0.2744,0.0820,0.0832,0.0078,0.0038,0.0037,0.0000,0.0000,0.0000,0.0141,0.0368,0.0273,0.0491,0.0187,0.0586,0.0832,0.0608,0.0031,0.0000,0.0000,0.0000
66070,0.0276,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0053,0.0047,0.1613,0.0738,0.0687,0.1769,0.1100,0.1067,0.3102,0.0863,0.0924,0.0016,0.0030,0.0030,0.0000,0.0000,0.0000,0.0008,0.0302,0.0141,0.0498,0.0118,0.0480,0.0579,0.0577,0.0027,0.0000,0.0000,0.0000
66080,0.0440,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0115,0.0099,0.0075,0.1373,0.0545,0.0576,0.1681,0.0953,0.1073,0.2618,0.0808,0.0866,0.0074,0.0073,0.0062,0.0000,0.0000,0.0000,0.0043,0.0437,0.0186,0.0556,0.0134,0.0566,0.0678,0.0700,0.0042,0.0000,0.0000,0.0000
66090,0.0284,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0037,0.0023,0.1274,0.0372,0.0434,0.1076,0.0651,0.0808,0.0000,0.0720,0.0663,0.0054,0.0058,0.0059,0.0000,0.0000,0.0000,0.0052,0.0270,0.0209,0.0481,0.0146,0.0505,0.0672,0.0519,0.0020,0.0000,0.0000,0.0000
66100,0.0382,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0174,0.0130,0.0107,0.1282,0.0477,0.0724,0.1694,0.1006,0.1005,0.2425,0.0798,0.0775,0.0054,0.0077,0.0038,0.0000,0.0000,0.0000,0.0099,0.0574,0.0235,0.0553,0.0163,0.0689,0.0827,0.0681,0.0075,0.0000,0.0000,0.0000
66110,0.0406,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0114,0.0103,0.0079,0.0331,0.0308,0.0417,0.1393,0.0806,0.0920,0.2098,0.0667,0.0727,0.0058,0.0073,0.0060,0.0000,0.0000,0.0000,0.0114,0.0624,0.0289,0.0743,0.0199,0.0875,0.1060,0.0866,0.0076,0.0000,0.0000,0.0000
66120,0.0308,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0056,0.0033,0.0353,0.0314,0.0320,0.1261,0.0730,0.0806,0.2182,0.0694,0.0687,0.0066,0.0076,0.0053,0.0000,0.0000,0.0000,0.0131,0.0569,0.0339,0.0715,0.0202,0.0810,0.1111,0.0739,0.0045,0.0000,0.0000,0.0000
66130,0.0436,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,0.0064,0.0042,0.1575,0.0628,0.0580,0.1628,0.0949,0.1049,0.1782,0.0838,0.0867,0.0094,0.0088,0.0086,0.0000,0.0000,0.0000,0.0158,0.0706,0.0399,0.0734,0.0301,0.0930,0.1151,0.0821,0.0065,0.0000,0.0000,0.0000
66140,0.0418,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0168,0.0112,0.0096,0.1726,0.0729,0.0914,0.1205,0.1320,0.1338,0.2908,0.0983,0.0923,0.0056,0.0058,0.0048,0.0000,0.0000,0.0000,0.0065,0.0512,0.0233,0.0741,0.0163,0.0742,0.0876,0.0812,0.0044,0.0000,0.0000,0.0000
66150,0.0288,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0079,0.0054,0.0048,0.2119,0.1421,0.1317,0.1189,0.0722,0.0751,0.0000,0.0895,0.0855,0.0051,0.0062,0.0056,0.0000,0.0000,0.0000,0.0048,0.0367,0.0225,0.0408,0.0174,0.0439,0.0537,0.0423,0.0046,0.0000,0.0000,0.0000
66160,0.0251,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0059,0.0047,0.0039,0.1355,0.0541,0.0803,0.1707,0.0955,0.1094,0.2424,0.0823,0.0745,0.0059,0.0060,0.0051,0.0000,0.0000,0.0000,0.0090,0.0328,0.0282,0.0462,0.0190,0.0531,0.0600,0.0531,0.0031,0.0000,0.0000,0.0000
66170,0.0289,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0150,0.0068,0.0067,0.1579,0.0606,0.0603,0.1049,0.1103,0.1197,0.1852,0.0848,0.0821,0.0085,0.0075,0.0086,0.0000,0.0000,0.0000,0.0132,0.0501,0.0301,0.0607,0.0188,0.0694,0.0978,0.0568,0.0064,0.0000,0.0000,0.0000
66180,0.0400,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0183,0.0137,0.0150,0.1865,0.0608,0.0659,0.1561,0.0541,0.1495,0.1640,0.0954,0.0896,0.0036,0.0048,0.0038,0.0000,0.0000,0.0000,0.0069,0.0508,0.0209,0.0756,0.0148,0.0763,0.1070,0.0833,0.0039,0.0000,0.0000,0.0000
66190,0.0352,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0139,0.0108,0.0085,0.1453,0.0595,0.0612,0.1111,0.1211,0.1293,0.2793,0.0790,0.0846,0.0063,0.0060,0.0041,0.0000,0.0000,0.0000,0.0119,0.0586,0.0287,0.0786,0.0189,0.0798,0.1156,0.0858,0.0047,0.0000,0.0000,0.0000
66200,0.0396,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0077,0.0051,0.0044,0.1873,0.1202,0.1155,0.1010,0.1022,0.1159,0.2547,0.0875,0.0826,0.0087,0.0074,0.0055,0.0000,0.0000,0.0000,0.0127,0.0464,0.0336,0.0585,0.0229,0.0611,0.0851,0.0605,0.0042,0.0000,0.0000,0.0000
66210,0.0288,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0028,0.0022,0.0909,0.0414,0.0545,0.0720,0.0517,0.0505,0.0000,0.0595,0.0504,0.0098,0.0080,0.0090,0.0000,0.0000,0.0000,0.0070,0.0367,0.0296,0.0456,0.0211,0.0608,0.0635,0.0682,0.0050,0.0000,0.0000,0.0000
66220,0.0270,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0051,0.0028,0.1160,0.0427,0.0439,0.0871,0.0686,0.0543,0.1898,0.0678,0.0632,0.0068,0.0061,0.0057,0.0000,0.0000,0.0000,0.0092,0.0353,0.0294,0.0487,0.0221,0.0530,0.0977,0.0560,0.0058,0.0000,0.0000,0.0000
66230,0.0238,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0021,0.0002,0.1217,0.0400,0.0483,0.0698,0.0479,0.0468,0.2218,0.0739,0.0703,0.0038,0.0047,0.0042,0.0000,0.0000,0.0000,0.0037,0.0300,0.0244,0.0437,0.0224,0.0431,0.0460,0.0507,0.0018,0.0000,0.0000,0.0000
