generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi
28070,1005.0,1950.0,163042,0.5357,0.0004,0.2619,0.2506,0.1058,0.0000,1.4339,0.6607,-0.0607,0.0000,0.0000,9.5,7,11,5.5,4,6,183,1.2831,89,0.0038
28080,940.7,2000.0,163599,0.5348,0.0001,0.2485,0.2197,0.0629,0.0000,1.6696,0.7326,0.0575,0.0000,0.0000,9.5,8,11,5.4,3,6,176,1.2321,82,0.0066
28090,925.2,1900.0,162809,0.5161,0.0011,0.2350,0.2413,0.0779,0.0664,2.4674,0.6565,0.0639,0.0000,0.0000,9.7,8,12,5.7,3,6,184,1.1737,72,0.0056
28100,966.0,1800.0,159728,0.4646,0.0004,0.2472,0.3098,0.1138,0.0000,2.8362,0.7826,0.0718,0.0000,0.0000,9.7,8,12,5.5,3,6,214,1.2024,71,0.0049
28110,999.3,1873.4,171848,0.3816,0.0010,0.2962,0.2059,-0.0074,0.1049,2.8531,0.6720,-0.0915,0.0000,0.0000,9.9,8,12,5.4,2,6,91,1.2106,37,0.0055
28120,1018.0,2050.0,162724,0.5158,0.0003,0.2501,0.2132,0.1713,0.0000,2.8889,0.7434,-0.1733,0.0000,0.0000,9.8,8,12,5.4,2,6,191,1.1925,107,0.0057
28130,992.6,1900.0,161302,0.4866,0.0004,0.2700,0.2795,0.1518,0.0000,2.7569,0.7606,-0.0758,0.0000,0.0000,9.8,8,12,5.6,2,6,180,1.1568,112,0.0051
28140,963.8,1891.5,161406,0.4907,0.0006,0.3296,0.3374,0.0315,0.0000,2.9238,0.7372,-0.1505,0.0000,0.0000,9.7,8,12,5.7,2,6,189,1.1025,88,0.0049
28150,959.6,1850.0,162516,0.5437,0.0005,0.2861,0.2725,0.0045,0.0000,2.9830,0.7545,0.0739,0.0000,0.0000,9.8,8,12,5.6,3,6,181,1.1328,90,0.0035
28160,833.5,1700.0,146170,0.3550,0.0008,0.2787,0.2567,-0.0707,0.0000,3.0500,0.7708,0.0594,0.0000,0.0000,9.7,8,12,5.5,3,6,228,1.1413,134,0.0036
28170,973.1,1800.0,166613,0.4936,0.0008,0.2822,0.2371,-0.0676,0.0000,2.7172,0.7094,-0.0485,0.0000,0.0000,9.7,8,12,5.5,3,6,176,1.1237,96,0.0030
28180,988.5,1750.0,165358,0.4439,0.0000,0.2675,0.2287,0.0736,0.0000,2.9311,0.7150,-0.0566,0.0000,0.0000,9.5,8,12,5.3,3,6,180,1.1947,73,0.0046
28190,1003.1,1800.0,162506,0.5132,0.0003,0.2815,0.2274,0.1879,0.0000,2.7286,0.6595,-0.1116,0.0000,0.0000,9.5,8,12,5.4,2,6,196,1.1905,72,0.0037
28200,942.7,1950.0,162805,0.4650,0.0005,0.2457,0.2407,-0.0318,0.0000,2.1801,0.6995,-0.0366,0.0000,0.0000,9.3,8,11,5.5,3,6,149,1.2110,91,0.0029
28210,996.7,1800.0,165177,0.4085,0.0003,0.2650,0.2330,0.1059,0.0000,2.2968,0.7664,0.0606,0.0000,0.0000,9.3,8,11,5.7,3,6,169,1.1516,127,0.0038
28220,988.7,1900.0,168699,0.5311,0.0001,0.2666,0.1833,0.0023,0.0000,2.2804,0.5055,-0.0271,0.0000,0.0000,9.6,8,11,5.5,2,6,159,1.0966,83,0.0031
28230,1024.3,1900.0,169191,0.5228,0.0013,0.2691,0.2375,-0.0274,0.0000,2.3913,0.7026,-0.0709,0.0000,0.0000,9.6,8,12,5.5,4,6,173,1.1466,115,0.0035
28240,971.4,1900.0,164390,0.4353,0.0021,0.2743,0.2099,0.0466,0.0175,2.3264,0.7057,-0.1543,0.0000,0.0000,9.6,8,12,5.4,3,6,165,1.1779,110,0.0054
28250,968.3,1950.0,163170,0.5179,0.0010,0.2799,0.2013,-0.0522,0.0506,2.4095,0.7716,-0.1205,0.0000,0.0000,9.5,8,13,5.3,2,6,154,1.1262,70,0.0036
28260,1030.9,1850.0,168679,0.4203,0.0014,0.2110,0.2160,0.2252,0.0690,2.2260,0.6785,-0.0230,0.0000,0.0000,9.5,8,12,5.2,2,6,150,1.1822,98,0.0029
28270,984.4,1950.0,165243,0.4307,0.0004,0.2582,0.2087,0.0839,0.0000,2.2109,0.7395,-0.0373,0.0000,0.0000,9.7,8,12,5.5,2,6,168,1.1601,89,0.0031
28280,1014.8,1900.0,170242,0.3760,0.0015,0.2549,0.1854,-0.0105,0.0773,2.2642,0.6898,0.0707,0.0000,0.0000,9.8,8,12,5.6,2,6,131,1.1579,79,0.0036
28290,929.7,1800.0,163440,0.5341,0.0004,0.2208,0.1610,0.0461,0.0614,2.5400,0.7572,0.0576,0.0000,0.0000,9.5,8,12,5.7,4,6,170,1.1018,94,0.0039
28300,948.6,1700.0,159190,0.4080,0.0016,0.2594,0.2294,0.1638,0.0000,2.5779,0.7203,-0.0672,0.0000,0.0000,9.4,8,12,5.6,3,6,193,1.1557,51,0.0039
28310,1000.0,1950.0,163817,0.5075,0.0000,0.2587,0.1992,0.0138,0.0635,2.6135,0.7739,0.0189,0.0000,0.0000,9.5,8,12,5.7,4,6,181,1.1205,102,0.0025
28320,1042.6,1850.0,168236,0.4529,0.0011,0.2585,0.2074,0.0304,0.0505,2.5476,0.5797,-0.0041,0.0000,0.0000,9.5,7,11,5.6,4,6,158,1.1540,80,0.0033
28330,1005.5,2000.0,163900,0.5747,0.0003,0.2480,0.2448,0.1282,0.0000,2.5545,0.7293,-0.0278,0.0000,0.0000,9.7,8,12,5.6,2,6,184,1.1830,72,0.0038
28340,1026.5,1950.0,166378,0.5070,0.0005,0.2497,0.2104,0.1833,0.0549,2.6102,0.6937,0.0354,0.0000,0.0000,9.6,8,12,5.7,4,6,161,1.1848,72,0.0027
28350,985.8,1950.0,161203,0.5210,0.0010,0.2465,0.2054,0.0714,0.0000,2.6102,0.7315,0.0952,0.0000,0.0000,9.9,8,12,5.7,3,6,174,1.1796,91,0.0029
28360,1054.8,2050.0,173657,0.4874,0.0021,0.2474,0.2168,0.0076,0.0000,2.0026,0.6499,0.0564,0.0000,0.0000,9.8,8,12,5.6,3,6,125,1.1791,49,0.0034
28370,1075.6,2150.0,174668,0.4714,0.0009,0.2452,0.2151,0.1830,0.0000,2.0026,0.6528,0.0377,0.0000,0.0000,9.7,8,12,5.6,3,6,138,1.2100,91,0.0015
28380,945.9,1850.0,165492,0.5312,0.0003,0.2387,0.2122,0.1435,0.0000,2.0026,0.7834,0.0700,0.0000,0.0000,9.7,8,13,5.4,2,6,164,1.1722,65,0.0019
28390,1011.7,2200.0,166205,0.5315,0.0002,0.2496,0.2049,-0.0527,0.0679,1.1295,0.6005,-0.0034,0.0000,0.0000,9.6,8,12,5.5,2,6,180,1.2408,74,0.0018
28400,846.0,1800.0,151335,0.4407,0.0033,0.2484,0.2115,-0.0128,0.0413,0.0000,0.7180,0.0796,0.0000,0.0000,9.5,8,12,5.3,2,6,200,1.1221,125,0.0015
28410,966.1,2200.0,162311,0.4865,0.0010,0.2525,0.2178,0.0632,0.0000,0.0000,0.6296,-0.1238,0.0000,0.0000,9.6,8,11,5.5,3,6,185,1.2037,99,0.0019
28420,925.7,1950.0,157384,0.4238,0.0032,0.2439,0.1882,0.0377,0.0000,0.0000,0.7799,0.0628,0.0000,0.0000,9.6,8,12,5.8,3,6,173,1.2326,65,0.0031
28430,997.5,1900.0,166805,0.5228,0.0011,0.2636,0.2163,0.1522,0.0000,0.0000,0.6612,-0.0232,0.0000,0.0000,9.6,7,12,5.8,4,6,175,1.1821,79,0.0048
28440,1004.3,1950.0,166614,0.5187,0.0006,0.2728,0.2328,-0.0765,0.0000,0.0000,0.7695,-0.1394,0.0000,0.0000,9.6,8,11,5.8,4,6,184,1.2040,97,0.0029
28450,890.1,2050.0,162099,0.4394,0.0026,0.2657,0.2265,-0.0254,0.0000,0.0000,0.7246,0.0027,0.0000,0.0000,9.7,8,11,5.9,5,6,144,1.1702,103,0.0027
28460,1003.3,1900.0,171467,0.5039,0.0013,0.2724,0.2292,0.0911,0.0401,0.0000,0.7078,-0.1243,0.0000,0.0000,9.8,8,12,5.8,4,6,141,1.2115,72,0.0033
28470,891.9,1750.0,166877,0.4012,0.0017,0.2661,0.2216,-0.0395,0.1182,0.0000,0.6878,-0.0807,0.0000,0.0000,9.7,8,12,5.7,3,6,178,1.2416,67,0.0053
28480,1040.0,2200.0,164160,0.4143,0.0017,0.2788,0.2418,-0.0125,0.0000,0.0000,0.7393,-0.0446,0.0000,0.0000,9.5,8,12,5.9,5,6,165,1.1844,77,0.0022
28490,1041.6,1950.0,173054,0.4581,0.0033,0.2722,0.2112,-0.0476,0.0769,0.0000,0.5871,0.0195,0.0000,0.0000,9.5,8,12,5.9,4,6,109,1.1819,31,0.0035
28500,1013.4,1850.0,170394,0.4469,0.0007,0.2655,0.2239,0.0017,0.0000,0.0000,0.6996,-0.0162,0.0000,0.0000,9.6,8,12,5.7,4,6,134,1.2759,86,0.0044
28510,1054.8,2000.0,169127,0.5829,0.0008,0.2752,0.2235,0.0405,0.0977,0.0000,0.7633,-0.0478,0.0000,0.0000,9.6,8,13,5.7,4,6,160,1.2932,66,0.0030
28520,1024.9,1800.0,170133,0.4928,0.0014,0.2532,0.2223,0.0802,0.0000,0.0000,0.7288,-0.0472,0.0000,0.0000,9.8,8,12,5.7,2,6,140,1.2832,74,0.0015
28530,984.4,2100.0,161643,0.4326,0.0029,0.2162,0.2269,-0.0665,0.0000,0.2109,0.7331,-0.0967,0.0000,0.0000,9.6,8,12,5.8,3,6,165,1.2031,71,0.0016
28540,946.2,1700.0,163630,0.4520,0.0034,0.2107,0.2212,-0.0030,0.0439,7.8875,0.7717,-0.0268,0.0000,0.0000,9.5,8,12,5.9,4,6,154,1.1972,102,0.0022
28550,997.1,2000.0,170245,0.4201,0.0025,0.2289,0.2207,0.0725,0.0000,7.8875,0.6650,-0.0252,0.0000,0.0000,9.5,8,12,5.8,4,6,135,1.1917,85,0.0014
28560,935.2,1650.0,164746,0.4146,0.0064,0.2366,0.2106,0.0232,0.0967,7.8875,0.7071,0.0324,0.0000,0.0000,9.5,8,12,5.8,3,6,132,1.1687,57,0.0014
28570,917.4,1900.0,161941,0.4448,0.0037,0.2512,0.2033,-0.0041,0.0000,7.8875,0.6656,-0.0799,0.0000,0.0000,9.7,8,13,5.8,4,6,174,1.1769,83,0.0011
28580,893.1,1709.4,159029,0.3852,0.0097,0.2230,0.2195,-0.0447,0.0000,10.8318,0.7493,-0.0239,0.0000,0.0000,9.7,8,12,5.9,4,6,153,1.1675,91,0.0011
28590,987.3,2000.0,166031,0.5118,0.0030,0.2483,0.2249,-0.0624,0.0682,10.8318,0.6674,0.0386,0.0000,0.0000,9.6,8,12,5.6,4,6,183,1.2035,91,0.0006
28600,1001.8,2050.0,171730,0.4786,0.0031,0.2194,0.2026,-0.0586,0.0000,10.6756,0.5727,0.0104,0.0000,0.0000,9.5,7,13,5.9,5,6,128,1.1706,39,0.0005
28610,843.4,1600.0,156610,0.3829,0.0048,0.2236,0.2176,0.0615,0.0796,10.5521,0.7117,-0.1332,0.0000,0.0000,9.7,8,12,5.7,4,6,182,1.1961,88,0.0009
28620,1031.3,1900.0,172146,0.5069,0.0005,0.2844,0.3034,0.0615,0.0000,10.3468,0.7450,-0.0184,0.0000,0.0000,9.9,8,13,5.6,4,6,154,1.1927,56,0.0015
28630,949.6,1950.0,162674,0.3665,0.0063,0.3408,0.2254,0.1062,0.0702,10.1542,0.7346,0.0073,0.0000,0.0000,9.9,8,13,5.7,4,6,167,1.1891,132,0.0004
28640,1025.0,1785.6,169121,0.4951,0.0045,0.2563,0.2212,0.0944,0.0707,7.9552,0.7098,0.0468,0.0000,0.0000,9.8,8,12,5.7,3,6,153,1.2375,67,0.0008
28650,935.0,1950.0,150808,0.3918,0.0053,0.2553,0.1931,0.1728,0.0000,7.7714,0.6442,0.0246,0.0000,0.0000,9.6,8,12,5.7,2,6,205,1.2133,126,0.0005
28660,1004.7,1800.0,173586,0.5378,0.0007,0.2657,0.2322,-0.0283,0.1224,7.5308,0.7127,-0.0551,0.0000,0.0000,9.7,8,12,5.7,3,6,140,1.1997,81,0.0004
28670,1009.2,2100.0,171683,0.4909,0.0043,0.2245,0.1935,0.0598,0.1717,7.2811,0.6968,0.0566,0.0000,0.0000,9.6,8,12,5.7,4,6,143,1.2015,62,0.0010
28680,938.4,2050.0,160000,0.4259,0.0028,0.2511,0.1999,-0.0020,0.0427,1.8605,0.6986,0.0214,0.0000,0.0000,9.5,8,11,5.8,3,6,159,1.1863,80,0.0005
28690,1003.9,1800.0,175096,0.4343,0.0036,0.2531,0.2410,-0.1255,0.1418,1.5736,0.6851,-0.0146,0.0000,0.0000,9.4,8,12,5.8,5,6,129,1.1466,42,0.0004
28700,925.7,1850.0,167716,0.5056,0.0008,0.2546,0.2027,0.1648,0.0000,1.6437,0.7074,-0.0690,0.0000,0.0000,9.3,8,12,5.8,4,6,158,1.1333,48,0.0005
28710,966.5,1700.0,171296,0.4215,0.0014,0.2351,0.2212,0.0442,0.0000,1.5925,0.6402,-0.0499,0.0000,0.0000,9.5,8,12,5.8,4,6,127,1.1412,95,0.0005
28720,1001.6,1800.0,169647,0.5201,0.0016,0.2858,0.2122,0.0786,0.0000,1.9506,0.7829,-0.0919,0.0000,0.0000,9.4,8,12,5.8,4,6,149,1.1420,64,0.0004
28730,1070.6,2094.1,172956,0.4659,0.0027,0.2628,0.2155,-0.0652,0.0000,2.0392,0.5934,0.0590,0.0000,0.0000,9.4,8,11,5.8,3,6,150,1.1742,45,0.0009
28740,1008.3,1950.0,166320,0.4602,0.0037,0.2034,0.2289,-0.0315,0.1110,2.5112,0.6638,0.0685,0.0000,0.0000,9.3,7,11,5.7,4,6,161,1.1272,55,0.0006
28750,1055.6,1850.0,171267,0.4993,0.0006,0.2608,0.2516,0.1170,0.0963,2.5141,0.7069,0.0917,0.0000,0.0000,9.6,8,12,5.7,4,6,137,1.1658,82,0.0007
28760,964.0,2100.0,166233,0.5486,0.0007,0.2526,0.2206,0.1261,0.0482,2.5399,0.7340,-0.0086,0.0000,0.0000,9.5,8,12,5.9,4,6,165,1.1330,85,0.0007
28770,1034.3,2200.0,166155,0.4830,0.0021,0.2429,0.2482,0.0582,0.0000,2.9319,0.6551,-0.1105,0.0000,0.0000,9.9,8,12,5.7,4,6,170,1.1537,71,0.0005
28780,952.3,1950.0,163707,0.5449,0.0012,0.2996,0.2785,0.0311,0.0000,3.4252,0.5927,0.0922,0.0000,0.0000,9.8,8,12,5.8,4,6,174,1.1885,84,0.0012
28790,946.7,1700.0,160559,0.4947,0.0017,0.2363,0.2247,-0.0110,0.0000,3.4543,0.7756,0.1102,0.0000,0.0000,9.9,8,12,5.8,4,6,187,1.1913,92,0.0009
28800,974.2,2050.0,167497,0.4531,0.0024,0.2702,0.2559,-0.0502,0.0449,3.4885,0.7107,0.0665,0.0000,0.0000,10.0,8,12,5.6,4,6,123,1.1907,74,0.0003
28810,956.2,1750.0,170599,0.4199,0.0045,0.2405,0.2002,0.0625,0.0000,3.6587,0.6868,-0.0444,0.0000,0.0000,9.9,8,12,5.7,4,6,146,1.1593,88,0.0008
28820,989.5,1900.0,169836,0.4930,0.0013,0.2596,0.2701,0.0644,0.0880,3.5005,0.7061,0.0635,0.0000,0.0000,9.8,8,12,5.5,4,6,144,1.2163,56,0.0007
28830,1003.2,2100.0,163947,0.4713,0.0011,0.2299,0.2334,0.0987,0.0616,3.5932,0.6610,0.0138,0.0000,0.0000,10.1,8,12,5.6,3,6,177,1.2951,79,0.0004
28840,942.1,1850.0,159576,0.4559,0.0027,0.2503,0.2208,0.1006,0.0000,3.4417,0.7261,0.1077,0.0000,0.0000,10.0,8,12,5.8,4,6,177,1.2016,88,0.0004
28850,949.0,1800.0,159018,0.4560,0.0023,0.2352,0.3074,0.0784,0.0730,3.6740,0.7707,-0.0656,0.0000,0.0000,9.9,8,13,5.8,4,6,210,1.1681,99,0.0004
28860,976.6,1900.0,165855,0.4663,0.0024,0.2309,0.2103,-0.0218,0.0934,3.6195,0.6973,0.0700,0.0000,0.0000,10.1,8,13,5.9,4,6,169,1.2010,52,0.0007
28870,952.3,1750.0,161782,0.4068,0.0009,0.2292,0.2468,-0.0733,0.0000,3.3534,0.7392,0.0769,0.0000,0.0000,10.1,8,12,5.7,4,6,188,1.2340,126,0.0005
28880,1028.6,1950.0,166697,0.5388,0.0001,0.2494,0.2234,0.0514,0.0000,2.6007,0.7286,-0.0508,0.0000,0.0000,10.2,8,12,5.7,4,6,168,1.2646,99,0.0009
28890,1005.9,2000.0,165304,0.4584,0.0023,0.2419,0.2502,-0.0105,0.0000,2.6184,0.6906,0.1416,0.0000,0.0000,10.3,8,13,5.7,3,6,166,1.2017,79,0.0005
28900,906.0,2050.0,152775,0.4437,0.0040,0.2657,0.2457,0.0107,0.0000,2.7223,0.7606,-0.0580,0.0000,0.0000,10.6,9,12,5.6,4,6,207,1.1391,107,0.0004
28910,1015.9,1950.0,169323,0.4643,0.0020,0.1931,0.2183,-0.0526,0.0796,2.7170,0.7311,0.0675,0.0000,0.0000,10.7,8,12,5.5,3,6,152,1.0916,95,0.0007
28920,1001.9,2050.0,170589,0.4680,0.0015,0.2205,0.1930,0.1432,0.0762,3.3479,0.7160,0.0075,0.0000,0.0000,10.3,8,13,5.6,4,6,153,1.0429,52,0.0005
28930,969.5,1900.0,160886,0.4580,0.0021,0.2007,0.2386,0.0736,0.0000,3.5287,0.7118,-0.0087,0.0000,0.0000,10.4,8,12,5.8,4,6,166,1.0632,94,0.0003
28940,1016.1,1800.0,166627,0.4650,0.0013,0.1947,0.2289,0.1133,0.0609,3.6044,0.6768,0.0407,0.0000,0.0000,10.4,8,12,5.7,4,6,162,1.0623,83,0.0003
28950,971.4,1778.4,165597,0.4527,0.0005,0.1968,0.2150,0.0474,0.0000,3.6341,0.6982,0.0361,0.0000,0.0000,10.3,8,12,5.6,4,6,158,1.1432,82,0.0003
28960,1006.0,1838.9,166920,0.5065,0.0012,0.2288,0.2074,0.0813,0.0844,3.8263,0.6760,0.1142,0.0000,0.0000,10.2,8,13,5.4,4,6,157,1.1257,83,0.0007
28970,1012.2,1950.0,168223,0.5077,0.0015,0.1949,0.1769,0.0234,0.0000,3.8911,0.6978,0.1219,0.0000,0.0000,10.1,8,12,5.5,2,6,166,1.1395,52,0.0008
28980,961.8,1900.0,166987,0.3516,0.0005,0.2265,0.1966,0.0518,0.0712,5.9439,0.6850,0.0772,0.0000,0.0000,10.1,8,13,5.5,2,6,135,1.1691,59,0.0005
28990,992.4,1950.0,167074,0.5606,0.0001,0.3145,0.2095,0.0366,0.0000,7.1426,0.7455,0.0737,0.0000,0.0000,10.4,8,12,5.5,2,6,174,1.1649,99,0.0004
29000,948.8,1850.0,165169,0.4459,0.0010,0.2409,0.2139,0.0442,0.0501,7.1646,0.7121,0.0399,0.0000,0.0000,10.3,8,12,5.5,2,6,177,1.1440,92,0.0004
29010,944.5,1750.0,162639,0.5211,0.0008,0.2428,0.2267,-0.0583,0.0682,7.2691,0.7595,0.0947,0.0000,0.0000,10.5,9,12,5.6,3,6,174,1.1263,83,0.0006
29020,1013.4,1850.0,174804,0.4890,0.0006,0.2478,0.2209,-0.0362,0.0308,7.4138,0.6556,-0.0211,0.0000,0.0000,10.4,9,13,5.8,4,6,128,1.0680,70,0.0006
29030,986.1,1900.0,170084,0.4556,0.0030,0.2410,0.1923,0.0112,0.0000,7.4913,0.7426,0.0953,0.0000,0.0000,10.6,8,13,5.8,4,6,134,1.0739,83,0.0004
29040,990.4,1950.0,169982,0.4668,0.0013,0.2532,0.2355,0.1281,0.0000,7.5141,0.6501,0.0281,0.0000,0.0000,10.6,9,12,5.8,5,6,140,1.0617,62,0.0004
29050,928.1,1750.0,167353,0.4271,0.0013,0.2104,0.2371,0.0437,0.0000,7.4856,0.7689,-0.0444,0.0000,0.0000,10.6,8,12,5.8,4,6,157,1.1611,60,0.0009
29060,980.3,2000.0,161507,0.4658,0.0013,0.2396,0.2322,0.0978,0.0680,7.4856,0.7469,-0.0310,0.0000,0.0000,10.2,8,12,5.7,3,6,183,1.1517,98,0.0004
29070,1009.5,2050.0,171124,0.5087,0.0009,0.2531,0.2275,0.1327,0.0000,7.5497,0.7165,0.0138,0.0000,0.0000,10.2,8,12,5.8,4,6,154,1.1358,66,0.0004
29080,1006.5,1950.0,165403,0.5116,0.0019,0.2392,0.2465,0.0783,0.1114,5.8199,0.6715,-0.0079,0.0000,0.0000,10.4,8,12,5.9,5,6,165,1.0999,83,0.0008
29090,1001.1,1850.0,166108,0.4440,0.0015,0.2072,0.2694,0.0584,0.0930,0.4431,0.7330,0.0687,0.0000,0.0000,10.2,8,12,5.8,4,6,157,1.1115,90,0.0012
29100,1011.9,2000.0,165624,0.4378,0.0013,0.2009,0.2413,0.1071,0.0823,0.4464,0.7708,0.0541,0.0000,0.0000,10.2,8,12,5.6,4,6,170,1.1548,103,0.0007
29110,915.7,1900.0,155096,0.4566,0.0016,0.2488,0.2655,0.1391,0.0000,0.4318,0.6182,0.0798,0.0000,0.0000,10.1,9,12,5.7,2,6,215,1.1761,123,0.0009
29120,927.1,1800.0,160747,0.4003,0.0009,0.3000,0.2295,0.0434,0.0000,0.4770,0.6482,0.0634,0.0000,0.0000,10.2,8,12,5.5,3,6,172,1.1571,111,0.0009
29130,1035.0,2050.0,165834,0.3775,0.0012,0.3155,0.2456,-0.0395,0.0000,1.0551,0.7644,-0.0330,0.0000,0.0000,10.0,8,12,5.5,3,6,168,1.2047,102,0.0012
29140,996.5,1950.0,160667,0.4852,0.0009,0.2736,0.2507,0.0872,0.0462,1.1494,0.7375,0.0459,0.0000,0.0000,10.4,8,12,5.5,2,6,200,1.2380,87,0.0012
29150,959.8,1950.0,164351,0.5119,0.0007,0.2199,0.3401,-0.0288,0.0000,1.1752,0.6567,0.1112,0.0000,0.0000,10.4,8,13,5.6,2,6,154,1.1466,82,0.0008
29160,1013.5,2050.0,164711,0.5165,0.0005,0.2369,0.2495,0.0062,0.0000,1.9913,0.7499,0.0730,0.0000,0.0000,10.3,9,12,5.5,2,6,187,1.0723,103,0.0004
29170,978.5,1900.0,166834,0.4827,0.0013,0.2358,0.2524,0.0812,0.0000,1.9471,0.7376,0.0301,0.0000,0.0000,10.2,8,12,5.5,2,6,146,1.0171,50,0.0010
29180,946.0,1650.0,162635,0.4891,0.0006,0.2536,0.2306,0.0377,0.0000,1.9499,0.7089,0.1035,0.0000,0.0000,10.2,8,12,5.4,2,6,159,1.0051,87,0.0005
29190,1004.7,2200.0,162671,0.4703,0.0012,0.2607,0.2404,-0.0007,0.0819,2.0278,0.7139,0.0421,0.0000,0.0000,9.9,8,12,5.6,2,6,182,1.0299,91,0.0008
29200,1001.4,1850.0,169072,0.5559,0.0006,0.2418,0.2326,0.0685,0.0772,2.0795,0.6839,-0.0153,0.0000,0.0000,10.1,8,12,5.8,4,6,153,1.0597,45,0.0007
29210,980.7,2100.0,167550,0.5111,0.0005,0.2079,0.2233,0.0988,0.0000,2.1126,0.7231,-0.0675,0.0000,0.0000,10.0,8,13,5.8,4,6,158,1.0890,83,0.0006
29220,890.0,2050.0,155796,0.4054,0.0035,0.2098,0.2232,0.0758,0.0346,2.1760,0.7084,0.1344,0.0000,0.0000,10.2,8,12,5.6,3,6,201,0.9635,107,0.0007
29230,967.9,1900.0,162658,0.4631,0.0002,0.2770,0.2234,0.1637,0.0000,2.0956,0.7548,0.1360,0.0000,0.0000,10.6,8,12,5.3,3,6,196,1.1015,87,0.0004
29240,976.9,2150.0,157026,0.4877,0.0008,0.2359,0.2186,0.0390,0.0000,2.0960,0.7778,-0.0669,0.0000,0.0000,10.7,9,12,5.3,3,6,196,1.1269,125,0.0002
29250,1000.9,2050.0,166834,0.5206,0.0004,0.2015,0.2121,0.1072,0.0000,2.0901,0.7301,0.0541,0.0000,0.0000,10.4,8,13,5.6,3,6,162,1.1508,89,0.0005
29260,978.7,1950.0,161152,0.4785,0.0011,0.2186,0.2176,0.0283,0.0000,2.9260,0.6423,0.0844,0.0000,0.0000,10.2,9,12,5.8,4,6,184,1.1100,86,0.0006
29270,967.8,1850.0,164231,0.4948,0.0008,0.2323,0.1635,-0.0418,0.1030,2.9518,0.7345,0.1137,0.0000,0.0000,10.3,8,12,5.7,4,6,172,0.9600,73,0.0006
29280,1035.4,2000.0,169785,0.4905,0.0010,0.2868,0.2354,0.0180,0.0000,8.0371,0.7262,-0.0037,0.0000,0.0000,10.0,8,13,5.7,4,6,150,1.0361,78,0.0006
29290,960.6,2000.0,166715,0.5479,0.0007,0.3222,0.2408,-0.0298,0.0564,7.9679,0.6697,0.0079,0.0000,0.0000,10.2,8,12,5.7,4,6,172,1.0714,97,0.0003
29300,1067.2,2050.0,168865,0.5686,0.0003,0.2448,0.1975,0.0425,0.0000,7.9679,0.7523,-0.0686,0.0000,0.0000,10.1,8,12,5.6,3,6,173,1.1377,77,0.0009
29310,968.7,1800.0,166209,0.4996,0.0013,0.2181,0.2899,0.0501,0.0000,7.9679,0.6362,0.0219,0.0000,0.0000,10.2,8,13,5.6,3,6,155,1.0581,90,0.0004
29320,974.4,1850.0,159974,0.4522,0.0021,0.2546,0.1994,0.0728,0.0692,7.9679,0.7433,0.1097,0.0000,0.0000,10.5,8,12,5.7,4,6,185,1.0714,82,0.0011
29330,948.4,2000.0,164476,0.5153,0.0008,0.2438,0.2331,0.0952,0.0000,7.9998,0.7329,0.0448,0.0000,0.0000,10.5,8,13,5.7,4,6,176,1.0701,78,0.0007
29340,1034.1,2050.0,164621,0.4925,0.0007,0.2515,0.1894,0.0879,0.0000,7.9998,0.7395,0.0615,0.0000,0.0000,10.5,9,13,5.6,4,6,172,1.0654,68,0.0006
29350,964.8,1881.0,171033,0.4989,0.0006,0.2432,0.2871,0.0574,0.1125,8.0164,0.6041,0.0900,0.0000,0.0000,10.3,8,12,5.5,3,6,150,0.9702,84,0.0011
29360,982.3,1900.0,161693,0.4725,0.0011,0.2573,0.2060,0.0880,0.0000,7.8307,0.7169,0.1188,0.0000,0.0000,10.5,9,13,5.6,2,6,194,1.0870,92,0.0013
29370,1026.3,1960.0,166618,0.5187,0.0004,0.2574,0.2043,0.1349,0.0844,7.8307,0.5736,0.0913,0.0000,0.0000,10.5,8,13,5.4,2,6,152,1.0084,44,0.0019
29380,978.2,1850.0,164501,0.5170,0.0017,0.2657,0.2047,0.0584,0.0000,0.5906,0.6695,0.0960,0.0000,0.0000,10.6,8,12,5.5,2,6,157,1.0361,70,0.0014
29390,1085.4,1869.6,169874,0.5361,0.0004,0.2147,0.2232,-0.0057,0.0735,7.8645,0.7219,0.0338,0.0000,0.0000,10.5,9,13,5.7,2,6,176,1.0489,75,0.0011
29400,1011.8,1850.0,160770,0.4706,0.0008,0.3181,0.2342,0.2376,0.0000,7.8792,0.7684,0.0206,0.0000,0.0000,10.3,8,13,5.6,4,6,189,1.0530,110,0.0005
29410,931.4,1900.0,158218,0.4703,0.0013,0.1925,0.2613,0.1033,0.0597,8.2466,0.7779,0.0048,0.0000,0.0000,9.9,8,12,5.7,4,6,214,1.0983,143,0.0008
29420,1000.4,1900.0,164287,0.5110,0.0009,0.3229,0.2197,-0.0052,0.0000,8.1166,0.6438,0.0585,0.0000,0.0000,10.3,8,13,5.7,4,6,171,1.1080,79,0.0007
