generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi
0,302.4,750.0,111910,0.3945,0.0036,0.0123,0.0109,-0.0222,-0.2929,0.0000,0.8262,0.1728,0.0000,0.0000,12.0,12,12,6.0,6,6,173,1.7831,113,0.0029
10,342.2,750.0,123092,0.4740,0.0011,0.0162,0.0217,0.0410,-0.3078,0.0000,0.7867,0.0113,0.0000,0.0000,12.1,10,15,5.8,4,6,142,1.7657,95,0.0033
20,375.9,750.0,132643,0.5324,0.0007,0.0093,0.0156,-0.1549,-0.3078,0.0000,0.6808,0.0556,0.0000,0.0000,11.8,9,14,5.6,3,6,130,1.7731,62,0.0046
30,356.4,750.0,128013,0.5584,0.0005,0.0071,0.0099,-0.1368,-0.2865,0.0000,0.7774,-0.0486,0.0000,0.0000,11.5,8,15,5.1,3,6,136,1.7231,66,0.0048
40,357.9,850.0,127506,0.5898,0.0016,0.0168,0.0113,-0.1282,-0.3548,0.0000,0.7712,0.0168,0.0000,0.0000,10.7,7,15,5.1,3,6,149,1.7324,74,0.0021
50,387.7,850.0,135074,0.5824,0.0012,0.0158,0.0238,-0.0406,-0.2490,0.0000,0.6249,0.1076,0.0000,0.0000,11.1,7,14,4.6,2,6,130,1.6924,58,0.0036
60,384.5,900.0,134926,0.4681,0.0026,0.0108,0.0163,-0.0372,-0.3425,0.0000,0.7388,0.0292,0.0000,0.0000,11.0,7,14,4.6,2,6,118,1.6653,63,0.0033
70,359.6,800.0,128346,0.5043,0.0018,0.0244,0.0125,-0.0564,-0.3968,0.0000,0.7894,0.0279,0.0000,0.0000,10.9,8,14,4.2,2,6,132,1.6201,77,0.0040
80,401.1,850.0,137348,0.5400,0.0011,0.0272,0.0088,-0.1188,-0.2161,0.0000,0.7185,0.0024,0.0000,0.0000,11.0,8,14,4.5,2,6,119,1.6185,56,0.0015
90,403.6,850.0,136066,0.4703,0.0034,0.0389,0.0267,-0.1395,-0.2649,0.0000,0.7789,-0.0134,0.0000,0.0000,11.1,9,14,4.2,2,6,131,1.4862,71,0.0015
100,416.4,800.0,140015,0.5484,0.0023,0.0550,0.0815,-0.0768,-0.2066,0.0000,0.7611,0.1408,0.0000,0.0000,11.2,8,16,4.4,2,6,121,1.4627,46,0.0020
110,432.3,900.0,141782,0.5291,0.0002,0.1001,0.1027,0.0063,-0.1178,0.0000,0.7282,0.0046,0.0000,0.0000,10.4,8,15,4.1,2,6,135,1.3721,50,0.0013
120,426.2,900.0,138490,0.4578,0.0003,0.0677,0.0915,-0.2316,-0.1582,0.0000,0.7416,0.0102,0.0000,0.0000,9.8,7,14,4.3,2,6,156,1.3866,85,0.0017
130,429.7,917.7,138991,0.5284,0.0016,0.0920,0.0715,-0.0727,-0.1280,0.0000,0.7325,0.0919,0.0000,0.0000,9.5,7,13,3.8,2,6,156,1.4518,70,0.0014
140,448.6,900.0,141973,0.5146,0.0001,0.1070,0.1138,-0.0782,-0.0878,0.0000,0.7282,0.0696,0.0000,0.0000,10.1,7,13,4.6,2,6,155,1.4691,69,0.0011
150,484.8,950.0,148560,0.5221,0.0010,0.0813,0.0664,-0.0232,-0.0507,0.0000,0.7349,-0.0173,0.0000,0.0000,10.2,7,13,4.1,2,6,148,1.4376,51,0.0002
160,489.0,1050.0,145223,0.5520,0.0012,0.0903,0.0701,-0.0508,-0.0519,0.0000,0.6575,-0.0538,0.0000,0.0000,10.3,8,13,5.0,2,6,170,1.3314,104,0.0008
170,501.3,1150.0,147788,0.5642,0.0004,0.0586,0.0567,-0.1537,-0.0055,0.0000,0.7090,0.0222,0.0000,0.0000,10.1,8,14,4.6,2,6,161,1.3427,86,0.0017
180,516.4,1000.0,152147,0.5656,0.0011,0.0471,0.0476,0.0532,0.0185,0.0000,0.7202,0.0425,0.0000,0.0000,10.0,7,13,4.4,2,6,144,1.3698,72,0.0011
190,502.2,1100.0,147710,0.5196,0.0008,0.0613,0.0700,-0.0539,-0.0114,0.7103,0.7308,-0.1367,0.0000,0.0000,9.9,7,13,4.2,2,6,164,1.3735,90,0.0005
200,495.6,1000.0,148130,0.4928,0.0015,0.0318,0.0276,-0.1464,-0.0332,0.7284,0.7714,-0.0148,0.0000,0.0000,10.3,7,13,3.9,2,6,172,1.4108,76,0.0013
210,496.4,1000.0,145898,0.5115,0.0013,0.0369,0.0349,-0.0263,-0.0295,0.7224,0.6776,0.0007,0.0000,0.0000,10.0,7,13,3.6,2,6,172,1.3477,88,0.0011
220,501.6,1050.0,150556,0.5854,0.0009,0.0110,0.0180,-0.0379,0.0155,1.3656,0.7373,0.0235,0.0000,0.0000,9.8,8,12,3.9,2,6,148,1.4143,39,0.0003
230,506.5,1100.0,149952,0.5182,0.0002,0.0318,0.0225,-0.0240,0.0164,1.3139,0.7200,0.0063,0.0000,0.0000,9.8,8,13,4.3,2,6,164,1.5152,68,0.0006
240,504.2,1150.0,146973,0.5534,0.0011,0.0567,0.0720,-0.1036,-0.0223,1.3273,0.7404,-0.0818,0.0000,0.0000,9.8,8,13,4.4,2,6,165,1.4475,65,0.0007
250,524.3,1100.0,150781,0.4340,0.0030,0.0802,0.0506,-0.1114,0.0536,2.0270,0.7419,-0.0607,0.0000,0.0000,9.5,8,11,4.5,2,6,152,1.4714,76,0.0008
260,510.2,1000.0,147839,0.4304,0.0028,0.1338,0.1081,-0.0259,0.0227,1.9968,0.7584,-0.0880,0.0000,0.0000,9.3,7,12,4.7,2,6,139,1.5328,80,0.0007
270,534.2,1250.0,152330,0.5035,0.0013,0.1317,0.1185,-0.1105,0.0527,2.0090,0.7202,0.0559,0.0000,0.0000,9.3,7,13,4.6,2,6,140,1.5154,63,0.0008
280,515.5,1050.0,149540,0.5053,0.0026,0.1251,0.1218,-0.0971,-0.0019,1.9857,0.7374,0.1061,0.0000,0.0000,9.2,8,11,4.3,2,6,158,1.4601,72,0.0008
290,569.3,1200.0,157432,0.4792,0.0032,0.1084,0.1282,-0.0276,0.0734,2.0132,0.7130,-0.0648,0.0000,0.0000,9.2,8,11,4.0,2,6,147,1.5170,67,0.0004
300,580.9,1150.0,155174,0.4753,0.0006,0.1251,0.1456,-0.0210,0.0624,1.9953,0.7516,-0.0346,0.0000,0.0000,9.1,8,10,3.7,2,6,162,1.4257,87,0.0006
310,553.4,1150.0,152857,0.4541,0.0013,0.1167,0.1343,-0.0586,0.0734,2.0012,0.7020,0.1077,0.0000,0.0000,9.1,8,11,3.7,2,6,152,1.5485,82,0.0015
320,578.9,1150.0,155712,0.5743,0.0008,0.0833,0.0832,0.0384,0.0753,1.9870,0.7569,0.0139,0.0000,0.0000,9.1,8,12,4.0,2,6,147,1.5075,67,0.0002
330,629.6,1300.0,158257,0.5392,0.0002,0.0621,0.1102,0.0113,0.0890,1.9567,0.6925,-0.0533,0.0000,0.0000,9.1,8,11,4.3,2,6,152,1.4450,71,0.0003
340,622.4,1200.0,157440,0.5213,0.0012,0.0725,0.0930,-0.0155,0.0834,1.9291,0.7293,0.0260,0.0000,0.0000,9.2,8,11,4.3,2,6,169,1.4768,85,0.0004
350,601.2,1300.0,150365,0.4925,0.0015,0.0786,0.1004,0.0460,0.0530,1.3132,0.7413,-0.0223,0.0000,0.0000,9.2,8,11,5.0,2,6,188,1.5671,94,0.0003
360,631.4,1500.0,154184,0.4926,0.0014,0.0768,0.0718,-0.0468,0.1145,1.3309,0.6952,-0.0201,0.0000,0.0000,9.1,8,11,5.0,2,6,171,1.5228,75,0.0005
370,630.8,1240.0,156506,0.4402,0.0013,0.0918,0.0847,-0.1458,0.0787,1.2106,0.7572,0.0576,0.0000,0.0000,9.2,8,11,5.0,2,6,155,1.5141,105,0.0003
380,663.8,1550.0,156930,0.5140,0.0005,0.0867,0.0875,0.1663,0.1077,1.2170,0.6831,-0.0257,0.0000,0.0000,9.1,8,11,5.0,3,6,181,1.5176,106,0.0007
390,682.6,1500.0,157837,0.5114,0.0002,0.0812,0.1330,0.0963,0.1070,1.2405,0.7253,0.0002,0.0000,0.0000,9.2,7,11,4.8,2,6,163,1.5521,79,0.0005
400,720.2,1400.0,156394,0.5187,0.0022,0.0740,0.0878,0.0441,0.0712,1.2236,0.7463,-0.0155,0.0000,0.0000,9.1,8,11,4.8,3,6,190,1.5159,78,0.0010
410,707.7,1850.0,155023,0.5166,0.0003,0.0651,0.0877,0.1520,0.0489,1.2316,0.7095,0.0278,0.0000,0.0000,9.0,7,11,4.8,2,6,183,1.3897,107,0.0003
420,709.9,1600.0,153307,0.4076,0.0001,0.1189,0.1476,0.0935,0.0845,0.5473,0.7599,0.0104,0.0000,0.0000,9.0,8,10,5.0,2,6,188,1.4603,94,0.0007
430,705.3,1550.0,149045,0.4719,0.0022,0.1846,0.1790,0.0942,0.0278,0.7863,0.7049,-0.0865,0.0000,0.0000,9.1,8,11,4.7,2,6,207,1.3748,123,0.0003
440,751.8,1650.0,153609,0.5717,0.0009,0.1389,0.1624,0.1373,0.0000,0.7759,0.7555,0.0632,0.0000,0.0000,9.1,8,10,4.8,2,6,202,1.3772,108,0.0003
450,707.8,1600.0,146076,0.4846,0.0006,0.1663,0.1921,0.0933,0.0295,0.7803,0.7941,0.0926,0.0000,0.0000,9.0,8,11,4.5,2,6,221,1.4046,104,0.0006
460,712.9,1500.0,150433,0.4521,0.0010,0.1380,0.1921,0.0372,0.0937,0.9320,0.7268,-0.0251,0.0000,0.0000,9.0,8,11,4.6,2,6,202,1.3298,120,0.0004
470,690.8,1650.0,142599,0.3841,0.0028,0.1279,0.1589,-0.0007,0.0489,1.1684,0.5919,-0.1080,0.0000,0.0000,9.1,8,11,4.7,2,6,197,1.3158,135,0.0003
480,774.7,1600.0,155998,0.6009,0.0006,0.1413,0.1421,0.1032,0.0912,5.9182,0.7211,0.0157,0.0000,0.0000,9.1,8,11,4.6,2,6,196,1.4539,92,0.0003
490,752.9,1600.0,150117,0.5448,0.0013,0.1320,0.1200,0.1227,0.0266,5.8846,0.7589,-0.0063,0.0000,0.0000,9.0,8,11,4.4,2,6,212,1.2696,95,0.0004
500,733.7,1600.0,149137,0.4763,0.0003,0.1545,0.1698,0.1570,0.0342,5.7896,0.7365,-0.0118,0.0000,0.0000,9.1,7,11,4.6,2,6,217,1.1611,119,0.0005
510,770.3,1550.0,152051,0.4683,0.0011,0.1495,0.1693,0.0116,0.0979,5.7300,0.6986,-0.0077,0.0000,0.0000,9.0,8,11,4.3,2,6,202,1.1503,98,0.0001
520,726.4,1500.0,146433,0.4569,0.0006,0.1760,0.1988,0.0954,0.0000,5.7528,0.6166,0.0943,0.0000,0.0000,9.1,7,11,4.7,2,6,208,1.2536,140,0.0002
530,686.0,1550.0,145866,0.3913,0.0003,0.1466,0.1986,0.1058,0.0640,5.8033,0.7546,0.1006,0.0000,0.0000,9.3,8,11,4.6,2,6,194,1.1200,137,0.0002
540,750.6,1750.0,145672,0.5821,0.0003,0.1442,0.1800,0.1620,0.0631,6.2429,0.7720,0.0384,0.0000,0.0000,9.1,8,11,4.6,2,6,241,0.9380,127,0.0003
550,757.4,1800.0,147783,0.5107,0.0003,0.1068,0.1330,0.0462,0.0130,6.1830,0.6293,0.0462,0.0000,0.0000,9.2,8,11,4.1,2,6,207,1.0844,110,0.0007
560,772.7,1600.0,151196,0.5590,0.0010,0.1691,0.1555,0.2427,0.0475,6.1475,0.7621,0.0075,0.0000,0.0000,9.1,8,11,4.0,2,6,230,1.0242,129,0.0003
570,784.3,1650.0,152493,0.5397,0.0002,0.1575,0.1588,0.0666,0.1351,6.2988,0.7666,-0.0398,0.0000,0.0000,9.1,8,12,4.0,2,6,221,1.0824,131,0.0007
580,754.7,1650.0,150978,0.5229,0.0002,0.1126,0.1205,0.0373,0.0371,3.4029,0.7598,0.0823,0.0000,0.0000,9.0,8,10,4.3,2,6,207,1.1810,110,0.0008
590,771.8,1625.2,150153,0.5015,0.0002,0.1408,0.1566,0.1016,0.0897,3.4719,0.7968,0.0556,0.0000,0.0000,9.1,8,11,4.2,2,6,233,1.2064,131,0.0010
600,830.6,1700.0,152997,0.5822,0.0001,0.1613,0.1690,0.0809,0.0755,3.4907,0.7374,0.0223,0.0000,0.0000,9.1,8,11,4.4,2,6,221,1.1751,109,0.0004
610,738.8,1800.0,151047,0.4540,0.0007,0.1576,0.1623,-0.0127,0.0750,3.4652,0.7576,-0.0113,0.0000,0.0000,9.1,8,12,3.9,2,6,203,1.2083,114,0.0006
620,781.4,1700.0,149653,0.5477,0.0002,0.1648,0.1660,0.0688,0.0536,3.4230,0.7519,0.0306,0.0000,0.0000,9.2,8,11,3.7,2,6,209,1.1964,124,0.0003
630,776.6,1900.0,150402,0.5343,0.0005,0.1284,0.1312,0.0783,0.0114,3.5055,0.7962,-0.0537,0.0000,0.0000,9.2,8,11,3.8,2,6,227,1.1328,101,0.0003
640,791.6,1750.0,155090,0.5310,0.0002,0.1494,0.1479,0.0859,0.0380,1.6125,0.7231,-0.0159,0.0000,0.0000,9.3,8,12,4.0,2,6,205,1.1762,119,0.0004
650,706.6,1850.0,140889,0.4807,0.0005,0.1315,0.1682,0.0095,0.0103,1.5369,0.7884,0.0266,0.0000,0.0000,9.2,8,11,4.3,2,6,249,1.1416,138,0.0004
660,801.2,1650.0,152439,0.4825,0.0001,0.1377,0.1044,0.0130,0.0083,1.1069,0.7909,-0.0589,0.0000,0.0000,9.4,8,11,4.3,2,6,221,1.1384,106,0.0003
670,781.5,1700.0,155132,0.4795,0.0004,0.1039,0.1194,0.1319,0.0504,1.1153,0.6900,-0.0078,0.0000,0.0000,9.3,8,11,4.3,2,6,191,1.2336,102,0.0002
680,770.4,1700.0,153080,0.5040,0.0007,0.1284,0.0974,0.0845,0.0513,1.1167,0.7332,0.0720,0.0000,0.0000,9.5,7,12,4.7,2,6,202,1.2074,86,0.0007
690,797.7,1600.0,155141,0.4540,0.0002,0.1087,0.1181,0.0850,0.0780,1.0402,0.7878,-0.0813,0.0000,0.0000,9.5,8,11,4.4,2,6,205,1.1974,116,0.0003
700,789.5,1700.0,151340,0.4821,0.0004,0.1099,0.0888,0.0660,0.0578,1.0692,0.7328,0.0680,0.0000,0.0000,9.3,8,11,4.3,2,6,226,1.2215,132,0.0004
710,781.8,1650.0,151042,0.5095,0.0010,0.0656,0.0710,0.0945,0.0279,0.6831,0.7068,0.0377,0.0000,0.0000,9.3,8,11,4.0,2,6,225,1.1891,134,0.0004
720,783.0,1550.0,151352,0.4552,0.0007,0.0619,0.0540,0.0187,0.0579,0.4662,0.6858,0.0051,0.0000,0.0000,9.2,8,11,3.7,2,6,201,1.2619,121,0.0002
730,723.8,1800.0,147180,0.4488,0.0002,0.0235,0.0066,0.0818,0.0607,0.4389,0.7010,-0.0817,0.0000,0.0000,9.1,7,10,3.3,2,6,212,1.2180,90,0.0004
740,782.7,1650.0,154981,0.4675,0.0002,0.0254,0.0170,0.0700,0.0257,0.4208,0.7198,-0.0776,0.0000,0.0000,9.3,8,11,3.1,2,6,193,1.1357,104,0.0004
750,800.9,1550.0,157877,0.5170,0.0001,0.0217,0.0118,0.1131,0.0845,0.3797,0.7310,0.0036,0.0000,0.0000,9.5,8,12,3.2,2,6,194,1.1528,104,0.0003
760,787.0,1550.0,153640,0.5183,0.0001,0.0182,0.0380,0.1264,0.0748,0.3460,0.7701,0.0432,0.0000,0.0000,9.3,8,11,3.2,2,6,208,1.0858,135,0.0003
770,812.1,1750.0,157740,0.5089,0.0005,0.0199,0.0205,0.0806,0.0846,0.3793,0.7175,0.0125,0.0000,0.0000,9.2,8,11,3.3,2,5,190,1.1587,112,0.0002
780,768.9,1850.0,148529,0.4254,0.0010,0.0132,0.0147,0.0199,0.0560,0.3994,0.7851,0.0753,0.0000,0.0000,9.3,8,11,3.5,2,6,210,1.2198,107,0.0003
790,790.6,1600.0,152892,0.5192,0.0002,0.0210,0.0141,0.1067,0.0734,0.6372,0.7960,-0.0737,0.0000,0.0000,9.3,8,11,3.7,2,6,206,1.2463,135,0.0002
800,752.6,1590.6,151137,0.4279,0.0006,0.0221,0.0229,0.0534,0.0766,1.1552,0.7558,0.0745,0.0000,0.0000,9.2,8,11,3.3,2,6,188,1.1238,104,0.0004
810,787.5,1700.0,154436,0.4999,0.0007,0.0281,0.0390,0.0306,0.0361,1.2604,0.7905,0.0405,0.0000,0.0000,9.2,7,11,3.5,2,6,205,1.2893,110,0.0003
820,761.1,1850.0,147622,0.4059,0.0009,0.0334,0.0400,-0.0661,0.0532,1.2998,0.7955,0.0575,0.0000,0.0000,9.2,8,12,3.7,2,6,195,1.2442,140,0.0003
830,784.9,1850.0,151256,0.4697,0.0012,0.0221,0.0071,0.0371,0.0745,1.2678,0.8044,0.1009,0.0000,0.0000,9.2,8,12,3.6,2,6,212,1.3061,136,0.0003
840,818.2,1650.0,155736,0.5364,0.0003,0.0050,0.0068,0.0382,0.0000,1.2245,0.7397,0.0326,0.0000,0.0000,9.1,7,11,3.3,2,6,184,1.2846,111,0.0005
850,778.7,1600.0,160601,0.3878,0.0009,0.0085,0.0081,-0.0133,0.1008,1.7826,0.6524,-0.0467,0.0000,0.0000,9.2,8,11,3.0,2,6,153,1.3107,87,0.0003
860,827.3,1613.7,153295,0.5515,0.0004,0.0242,0.0242,0.0538,0.0601,2.0859,0.7520,0.1416,0.0000,0.0000,9.3,8,11,3.3,2,6,220,1.2863,120,0.0002
870,807.6,1650.0,154063,0.5705,0.0003,0.0698,0.0328,0.0834,0.0339,2.0249,0.7498,0.1252,0.0000,0.0000,9.3,8,12,3.1,2,6,205,1.3218,111,0.0003
880,837.0,1700.0,158404,0.5587,0.0002,0.0256,0.0222,0.0270,0.0733,2.1230,0.7455,0.0297,0.0000,0.0000,9.2,8,11,3.2,2,6,194,1.3289,112,0.0004
890,790.9,1750.0,149548,0.4872,0.0004,0.0179,0.0176,0.0461,0.0532,2.1808,0.7873,0.0155,0.0000,0.0000,9.1,8,11,3.1,2,6,205,1.2492,120,0.0003
900,814.2,1850.0,150606,0.5170,0.0007,0.0153,0.0282,0.0993,0.0309,2.2279,0.7832,0.0231,0.0000,0.0000,9.1,8,11,3.1,2,6,211,1.0497,97,0.0006
910,849.9,1650.0,157310,0.5036,0.0001,0.0389,0.0308,0.0131,0.0250,2.2899,0.8044,0.1347,0.0000,0.0000,9.3,8,12,3.4,2,6,188,1.1657,92,0.0004
920,810.1,1774.8,152361,0.5037,0.0002,0.0398,0.0544,0.0639,0.0145,2.3399,0.7357,-0.0034,0.0000,0.0000,9.3,8,12,3.6,2,6,213,1.0716,107,0.0003
930,817.5,1700.0,151025,0.5328,0.0001,0.0533,0.0327,0.0468,0.0032,2.3746,0.7832,0.1514,0.0000,0.0000,9.3,8,12,3.6,2,6,197,1.1286,79,0.0003
940,861.5,1636.8,158518,0.4990,0.0000,0.0522,0.0438,0.1358,0.0749,2.4010,0.6702,0.0263,0.0000,0.0000,9.3,8,12,3.4,2,6,196,0.9153,118,0.0002
950,784.1,1600.0,151057,0.4787,0.0001,0.0840,0.0543,0.1429,0.0549,1.9023,0.8036,0.0492,0.0000,0.0000,9.2,8,11,3.0,2,6,225,1.0141,129,0.0003
960,800.1,1950.0,151006,0.4841,0.0002,0.1176,0.0932,0.0330,0.0907,0.3120,0.7712,0.0959,0.0000,0.0000,9.2,8,11,2.8,2,6,225,0.8730,121,0.0002
970,801.6,1600.0,153408,0.4958,0.0001,0.1089,0.0668,0.1505,0.0338,0.2841,0.7491,0.1152,0.0000,0.0000,9.4,7,11,2.8,2,5,226,0.8739,116,0.0003
980,812.2,2100.0,152974,0.5098,0.0007,0.0642,0.0720,0.0937,0.0644,0.2841,0.7790,0.0506,0.0000,0.0000,9.3,8,11,3.1,2,5,216,1.0710,104,0.0001
990,799.0,1700.0,153163,0.4899,0.0005,0.0843,0.0565,0.1021,0.0000,0.1109,0.8025,0.0237,0.0000,0.0000,9.4,8,12,3.0,2,6,216,1.0580,110,0.0004
1000,747.3,1700.0,143976,0.3830,0.0002,0.0351,0.0227,0.0719,0.0432,0.8253,0.7103,0.0480,0.0000,0.0000,9.5,8,11,3.3,2,6,210,1.0637,117,0.0005
1010,873.9,1750.0,155698,0.5055,0.0005,0.0515,0.0401,-0.0258,0.0000,1.0414,0.7920,-0.0197,0.0000,0.0000,9.5,8,12,3.5,2,6,205,0.9894,110,0.0002
1020,796.5,1950.0,147260,0.5159,0.0002,0.0699,0.0506,0.0427,0.0000,1.0279,0.7975,-0.0347,0.0000,0.0000,9.6,8,12,3.8,2,6,231,0.9157,149,0.0004
1030,803.5,1600.0,151392,0.4853,0.0003,0.0452,0.0439,0.0993,0.0314,1.0113,0.7998,0.0733,0.0000,0.0000,9.4,8,11,3.9,2,6,198,1.0617,117,0.0004
1040,809.1,1850.0,148872,0.4621,0.0002,0.0906,0.1108,0.1179,0.0675,1.0036,0.7806,0.0791,0.0000,0.0000,9.4,8,12,3.9,2,6,212,0.9870,151,0.0002
1050,773.2,1600.0,152933,0.4253,0.0004,0.0804,0.1327,0.0392,0.0346,0.9703,0.7385,0.0834,0.0000,0.0000,9.5,8,12,3.9,2,6,196,1.0164,87,0.0003
1060,861.5,1550.0,155826,0.5685,0.0002,0.1291,0.0529,0.0550,0.0507,1.6925,0.7645,0.0424,0.0000,0.0000,9.6,8,12,3.9,2,6,213,0.8834,129,0.0002
1070,817.9,1700.0,149334,0.5608,0.0012,0.0842,0.0611,0.0493,0.0704,1.6828,0.7569,0.1246,0.0000,0.0000,9.5,8,13,3.9,2,6,212,1.0172,133,0.0001
1080,761.7,1700.0,144130,0.4218,0.0004,0.0994,0.0699,-0.0357,0.0000,2.0953,0.7797,0.0497,0.0000,0.0000,9.6,8,12,4.1,2,6,213,0.9096,107,0.0003
1090,836.9,2000.0,149425,0.5012,0.0002,0.0886,0.0628,0.0183,0.0346,2.0853,0.7545,0.0364,0.0000,0.0000,9.7,8,12,3.9,2,6,206,0.8981,137,0.0001
1100,826.4,1800.0,150837,0.6047,0.0003,0.0973,0.0537,0.1600,0.0405,2.3416,0.7889,-0.0774,0.0000,0.0000,9.6,8,12,3.9,2,6,226,1.0187,112,0.0004
1110,822.7,1650.0,154053,0.4574,0.0001,0.0373,0.0109,0.1220,0.0359,2.8879,0.7060,0.0036,0.0000,0.0000,9.9,8,12,4.3,2,6,196,0.9240,109,0.0001
1120,800.1,1650.0,146774,0.5187,0.0003,0.0730,0.0580,0.0685,0.0557,2.7916,0.7995,0.0894,0.0000,0.0000,10.0,8,13,4.4,2,6,247,0.9613,136,0.0003
1130,738.8,1800.0,148537,0.3739,0.0008,0.0562,0.0499,0.0216,0.0397,2.9765,0.7420,-0.0030,0.0000,0.0000,9.8,8,12,4.5,2,6,200,1.1166,146,0.0008
1140,826.3,1600.0,152948,0.5248,0.0002,0.0514,0.0290,0.1778,0.0468,2.8725,0.7659,0.0328,0.0000,0.0000,9.8,8,12,4.6,2,6,214,0.8414,140,0.0003
1150,786.6,1700.0,145307,0.4233,0.0012,0.0588,0.0149,0.1179,0.0532,2.6811,0.8038,-0.0375,0.0000,0.0000,10.2,9,12,4.4,2,6,227,0.8077,139,0.0001
1160,825.2,1800.0,150330,0.5147,0.0001,0.0718,0.0676,0.1030,0.0000,2.6919,0.7882,0.0144,0.0000,0.0000,10.1,9,13,4.4,2,6,234,0.7560,131,0.0004
1170,839.8,1900.0,154119,0.5882,0.0002,0.1103,0.0712,0.1296,0.0506,2.5234,0.7800,0.0845,0.0000,0.0000,10.1,9,12,4.5,2,6,212,0.6970,134,0.0003
1180,779.8,1600.0,147477,0.4502,0.0001,0.0623,0.0422,0.0482,0.0281,2.4707,0.7814,0.0441,0.0000,0.0000,9.9,8,12,4.4,2,6,226,0.6252,155,0.0003
1190,859.7,1800.0,155423,0.5662,0.0002,0.0835,0.0831,0.1852,0.0000,2.2217,0.7327,0.0636,0.0000,0.0000,10.0,8,12,4.3,2,6,233,0.4586,114,0.0002
1200,815.3,1600.0,148547,0.4953,0.0001,0.0867,0.0403,0.0702,0.0548,2.3338,0.7752,-0.0591,0.0000,0.0000,9.8,8,12,4.8,2,6,210,0.7672,147,0.0003
1210,792.4,1650.0,149032,0.4796,0.0005,0.0504,0.1167,0.1063,0.0000,2.1901,0.7864,0.1130,0.0000,0.0000,9.9,8,12,5.1,2,6,226,0.7443,118,0.0002
1220,824.7,1750.0,153154,0.5190,0.0003,0.0968,0.0264,0.1264,0.0000,2.2923,0.7021,0.0574,0.0000,0.0000,10.0,8,12,5.1,2,6,208,0.7331,106,0.0003
1230,823.8,2000.0,153744,0.4425,0.0021,0.0702,0.0512,-0.0049,0.0000,1.7320,0.7401,0.0382,0.0000,0.0000,9.8,8,13,5.4,2,6,179,0.6888,122,0.0003
1240,826.9,1900.0,150132,0.5215,0.0003,0.1251,0.0448,-0.0152,0.0641,1.2750,0.6814,0.0539,0.0000,0.0000,9.8,8,12,5.5,3,6,208,0.7715,92,0.0003
1250,807.1,1679.6,147389,0.4536,0.0003,0.1154,0.0734,0.0819,0.0369,1.3009,0.8012,0.0412,0.0000,0.0000,9.6,8,12,5.3,2,6,220,0.7311,132,0.0004
1260,829.5,1700.0,153493,0.5314,0.0007,0.1702,0.0724,0.0308,0.0000,1.3445,0.7422,0.0267,0.0000,0.0000,9.4,8,12,5.2,2,6,194,0.7277,82,0.0006
1270,734.2,1750.0,144239,0.4381,0.0004,0.0722,0.0279,0.1097,0.0235,1.3786,0.7709,0.0302,0.0000,0.0000,9.7,8,12,5.2,2,6,231,0.9019,150,0.0003
1280,831.1,1700.0,154187,0.5115,0.0001,0.0885,0.0637,0.1031,0.0000,1.1185,0.7052,-0.0227,0.0000,0.0000,9.7,8,12,4.8,2,6,191,0.6389,112,0.0003
1290,778.4,2000.0,149378,0.5109,0.0003,0.0950,0.0815,0.0899,0.0225,1.1636,0.7498,0.0644,0.0000,0.0000,9.7,8,12,4.6,2,6,233,0.8618,126,0.0002
1300,785.7,1650.0,146211,0.5482,0.0005,0.0995,0.0770,0.1251,0.0225,1.4923,0.7817,0.0983,0.0000,0.0000,9.6,8,11,4.4,2,6,237,0.8595,154,0.0002
1310,856.7,1650.0,157668,0.5287,0.0009,0.1178,0.0964,0.1676,0.0000,1.3908,0.6571,0.0619,0.0000,0.0000,9.5,8,12,4.2,2,6,196,0.7656,131,0.0003
1320,796.6,1650.0,154083,0.5080,0.0004,0.0839,0.0212,0.0210,0.0486,1.4001,0.7534,0.0186,0.0000,0.0000,10.0,8,12,3.5,2,6,223,0.9086,114,0.0003
1330,804.2,1650.0,152266,0.5439,0.0002,0.1031,0.0390,0.1574,0.0634,1.4851,0.8247,0.1196,0.0000,0.0000,10.1,9,13,3.6,2,6,213,0.9270,117,0.0008
1340,762.7,1850.0,145559,0.4175,0.0006,0.0896,0.0657,0.0147,0.0499,1.8871,0.6940,0.0330,0.0000,0.0000,10.2,8,12,3.5,2,6,204,0.9443,153,0.0002
1350,779.4,1650.0,149804,0.5121,0.0005,0.1401,0.0839,0.0510,0.0293,1.9232,0.7007,-0.0091,0.0000,0.0000,9.9,8,13,3.1,2,6,227,0.8387,132,0.0003
1360,811.9,1750.0,149238,0.5128,0.0007,0.1517,0.1349,0.0125,0.0690,1.9164,0.8115,0.0427,0.0000,0.0000,10.2,8,13,2.6,2,6,207,0.6564,94,0.0004
1370,756.1,1450.0,156787,0.3824,0.0026,0.1915,0.1184,0.0396,0.0795,2.4020,0.7092,0.1100,0.0000,0.0000,10.0,8,13,2.8,2,6,140,0.7321,89,0.0011
