generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
62970,800.6,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,88,0.0000,61,0.0000,5903,0.0000
62980,774.8,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,157,0.0000,106,0.0000,5725,0.0000
62990,771.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,163,0.0000,131,0.0000,5622,0.0000
63000,799.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,109,0.0000,59,0.0000,5817,0.0000
63010,783.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,169,0.0000,133,0.0000,5709,0.0000
63020,776.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,173,0.0000,127,0.0000,5764,0.0000
63030,788.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,125,0.0000,64,0.0000,5898,0.0000
63040,791.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,138,0.0000,111,0.0000,5847,0.0000
63050,804.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,102,0.0000,78,0.0000,5955,0.0000
63060,790.6,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,116,0.0000,77,0.0000,5834,0.0000
63070,786.4,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,142,0.0000,91,0.0000,5806,0.0000
63080,781.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,105,0.0000,66,0.0000,5887,0.0000
63090,793.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,100,0.0000,67,0.0000,5974,0.0000
63100,793.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,132,0.0000,70,0.0000,5828,0.0000
63110,784.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,119,0.0000,89,0.0000,5901,0.0000
63120,774.1,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,154,0.0000,109,0.0000,5866,0.0000
63130,785.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,149,0.0000,94,0.0000,5816,0.0000
63140,787.9,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,150,0.0000,77,0.0000,5755,0.0000
63150,792.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,120,0.0000,90,0.0000,5852,0.0000
63160,794.3,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,106,0.0000,65,0.0000,5845,0.0000
63170,792.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,122,0.0000,81,0.0000,5979,0.0000
63180,766.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,162,0.0000,112,0.0000,5645,0.0000
63190,789.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,130,0.0000,76,0.0000,5755,0.0000
63200,797.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,107,0.0000,65,0.0000,5838,0.0000
63210,780.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,184,0.0000,118,0.0000,5788,0.0000
63220,787.5,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,85,0.0000,48,0.0000,5860,0.0000
63230,779.1,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,159,0.0000,98,0.0000,5872,0.0000
63240,796.1,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,116,0.0000,90,0.0000,5787,0.0000
63250,757.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,255,0.0000,210,0.0000,5662,0.0000
63260,792.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,116,0.0000,72,0.0000,5776,0.0000
63270,791.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,136,0.0000,107,0.0000,5807,0.0000
63280,791.3,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,110,0.0000,59,0.0000,5891,0.0000
63290,785.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,132,0.0000,89,0.0000,5954,0.0000
63300,790.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,102,0.0000,66,0.0000,5909,0.0000
63310,805.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,101,0.0000,49,0.0000,5897,0.0000
63320,799.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,127,0.0000,91,0.0000,5840,0.0000
63330,807.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,67,0.0000,50,0.0000,5982,0.0000
63340,780.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,124,0.0000,108,0.0000,5884,0.0000
63350,797.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,109,0.0000,59,0.0000,5913,0.0000
63360,790.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,128,0.0000,70,0.0000,5920,0.0000
63370,783.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,152,0.0000,95,0.0000,5813,0.0000
63380,799.1,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,125,0.0000,76,0.0000,5952,0.0000
63390,792.6,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,100,0.0000,75,0.0000,5888,0.0000
63400,795.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,129,0.0000,89,0.0000,5938,0.0000
63410,793.7,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,70,0.0000,34,0.0000,5926,0.0000
63420,797.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,92,0.0000,87,0.0000,5972,0.0000
63430,793.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,89,0.0000,69,0.0000,5906,0.0000
63440,780.7,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,148,0.0000,131,0.0000,5961,0.0000
63450,803.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,93,0.0000,85,0.0000,5843,0.0000
63460,764.4,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,202,0.0000,72,0.0000,5573,0.0000
63470,789.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,102,0.0000,61,0.0000,5707,0.0000
63480,795.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,102,0.0000,58,0.0000,5890,0.0000
63490,779.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,143,0.0000,120,0.0000,5941,0.0000
63500,783.8,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,130,0.0000,88,0.0000,5678,0.0000
63510,790.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,125,0.0000,84,0.0000,5788,0.0000
63520,790.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,121,0.0000,106,0.0000,5887,0.0000
63530,797.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,96,0.0000,47,0.0000,5834,0.0000
63540,796.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,100,0.0000,70,0.0000,5803,0.0000
63550,790.5,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,92,0.0000,68,0.0000,5751,0.0000
63560,784.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,128,0.0000,87,0.0000,5627,0.0000
63570,799.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,91,0.0000,74,0.0000,5923,0.0000
63580,784.9,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,153,0.0000,131,0.0000,5861,0.0000
63590,804.5,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,74,0.0000,43,0.0000,5856,0.0000
63600,802.5,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,87,0.0000,42,0.0000,5843,0.0000
63610,786.1,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,94,0.0000,60,0.0000,5776,0.0000
63620,785.6,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,143,0.0000,82,0.0000,5889,0.0000
63630,768.8,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,185,0.0000,92,0.0000,5682,0.0000
63640,786.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,142,0.0000,63,0.0000,5859,0.0000
63650,795.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,86,0.0000,55,0.0000,5842,0.0000
63660,787.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,112,0.0000,69,0.0000,5704,0.0000
63670,786.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,105,0.0000,56,0.0000,5812,0.0000
63680,789.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,94,0.0000,74,0.0000,5857,0.0000
63690,799.3,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,87,0.0000,60,0.0000,5938,0.0000
63700,775.6,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,174,0.0000,105,0.0000,5686,0.0000
63710,780.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,165,0.0000,100,0.0000,5717,0.0000
63720,794.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,7,79,0.0000,52,0.0000,5786,0.0000
63730,785.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,135,0.0000,42,0.0000,5838,0.0000
63740,803.0,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,67,0.0000,39,0.0000,5802,0.0000
63750,774.0,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,153,0.0000,67,0.0000,5704,0.0000
63760,797.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,110,0.0000,82,0.0000,5931,0.0000
63770,798.0,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,91,0.0000,67,0.0000,5846,0.0000
63780,796.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,149,0.0000,101,0.0000,5834,0.0000
63790,799.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,102,0.0000,78,0.0000,5824,0.0000
63800,764.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,218,0.0000,128,0.0000,5590,0.0000
63810,785.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,157,0.0000,90,0.0000,5785,0.0000
63820,786.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,115,0.0000,80,0.0000,5938,0.0000
63830,782.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,98,0.0000,63,0.0000,5727,0.0000
63840,797.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,68,0.0000,58,0.0000,5980,0.0000
63850,797.4,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,137,0.0000,78,0.0000,5758,0.0000
63860,800.3,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,68,0.0000,57,0.0000,5864,0.0000
63870,780.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4,4,8,118,0.0000,93,0.0000,5921,0.0000
63880,784.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,93,0.0000,71,0.0000,5791,0.0000
63890,779.1,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,160,0.0000,109,0.0000,5698,0.0000
63900,783.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,115,0.0000,86,0.0000,5697,0.0000
63910,789.5,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,127,0.0000,65,0.0000,5682,0.0000
63920,787.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,124,0.0000,91,0.0000,5831,0.0000
63930,787.0,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,146,0.0000,99,0.0000,5742,0.0000
63940,798.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,9,143,0.0000,104,0.0000,5713,0.0000
63950,770.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,210,0.0000,181,0.0000,5708,0.0000
63960,798.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,90,0.0000,67,0.0000,5849,0.0000
63970,770.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,172,0.0000,122,0.0000,5754,0.0000
63980,786.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,114,0.0000,72,0.0000,5852,0.0000
63990,789.9,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,9,94,0.0000,72,0.0000,5824,0.0000
64000,787.8,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,102,0.0000,74,0.0000,5742,0.0000
64010,798.4,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,77,0.0000,45,0.0000,5833,0.0000
64020,777.5,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,141,0.0000,41,0.0000,5676,0.0000
64030,804.6,1300.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,85,0.0000,45,0.0000,5984,0.0000
64040,758.3,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,225,0.0000,119,0.0000,5590,0.0000
64050,809.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,91,0.0000,74,0.0000,5952,0.0000
64060,795.9,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,105,0.0000,55,0.0000,5752,0.0000
64070,798.7,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,78,0.0000,44,0.0000,5900,0.0000
64080,795.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,7,111,0.0000,79,0.0000,5858,0.0000
64090,772.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,160,0.0000,105,0.0000,5673,0.0000
64100,767.2,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5,4,8,199,0.0000,151,0.0000,5529,0.0000
64110,780.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,158,0.0000,99,0.0000,5792,0.0000
64120,798.0,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,99,0.0000,54,0.0000,5860,0.0000
64130,807.0,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,89,0.0000,56,0.0000,5869,0.0000
64140,785.2,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,95,0.0000,67,0.0000,5850,0.0000
64150,791.0,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9,4,9,132,0.0000,81,0.0000,5897,0.0000
64160,779.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,147,0.0000,96,0.0000,5847,0.0000
64170,792.1,1550.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,91,0.0000,42,0.0000,6018,0.0000
64180,792.8,1600.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,123,0.0000,71,0.0000,5631,0.0000
64190,783.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,144,0.0000,90,0.0000,5820,0.0000
64200,787.2,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,90,0.0000,42,0.0000,5745,0.0000
64210,776.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,103,0.0000,61,0.0000,5698,0.0000
64220,783.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,107,0.0000,61,0.0000,5782,0.0000
64230,777.2,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,162,0.0000,96,0.0000,5677,0.0000
64240,763.3,1350.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,148,0.0000,97,0.0000,5566,0.0000
64250,806.5,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,94,0.0000,49,0.0000,5934,0.0000
64260,765.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,181,0.0000,144,0.0000,5658,0.0000
64270,785.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,99,0.0000,81,0.0000,5824,0.0000
64280,788.8,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,111,0.0000,77,0.0000,5710,0.0000
64290,792.9,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.9,4,9,93,0.0000,70,0.0000,5790,0.0000
64300,787.1,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,154,0.0000,62,0.0000,5726,0.0000
64310,784.3,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6,4,8,127,0.0000,93,0.0000,5656,0.0000
64320,777.7,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,8,128,0.0000,101,0.0000,5916,0.0000
64330,779.6,1450.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7,4,9,125,0.0000,92,0.0000,5719,0.0000
64340,788.4,1400.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,8,116,0.0000,66,0.0000,5699,0.0000
64350,800.9,1500.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8,4,9,99,0.0000,61,0.0000,5863,0.0000
