generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths
0,288.1,750.0,107107,0.5602,0.0002,0.0097,0.0207,-0.0479,-0.2201,0.0000,0.8089,0.0000,0.0000,0.0000,12.0,12,12,6.0,6,6,199,1.7856,127
10,361.7,850.0,128951,0.5272,0.0015,0.0078,0.0141,-0.0616,-0.2967,0.0000,0.7449,0.0000,0.0000,0.0000,11.9,10,15,6.0,4,8,140,1.7676,64
20,351.9,750.0,127069,0.5571,0.0079,0.0098,0.0107,-0.0993,-0.3829,0.0000,0.7971,0.0000,0.0000,0.0000,11.9,10,16,6.2,4,8,138,1.7522,61
30,344.9,800.0,124467,0.4992,0.0005,0.0268,0.0493,-0.1367,-0.3634,0.0000,0.7800,0.0000,0.0000,0.0000,12.0,9,14,6.3,4,8,147,1.7567,69
40,347.3,765.0,125428,0.5316,0.0005,0.0228,0.0371,-0.0181,-0.2808,0.0000,0.6448,0.0000,0.0000,0.0000,12.0,9,14,6.7,4,9,133,1.7285,66
50,376.3,850.0,131872,0.5551,0.0009,0.0232,0.0287,-0.0627,-0.2818,0.0000,0.7553,0.0000,0.0000,0.0000,12.2,9,15,6.7,4,9,130,1.7039,56
60,363.8,900.0,128787,0.5154,0.0013,0.0324,0.0329,-0.0578,-0.3050,0.0000,0.7250,0.0000,0.0000,0.0000,12.2,10,15,6.7,5,9,143,1.7220,85
70,390.9,800.0,134784,0.5379,0.0017,0.0254,0.0223,0.0412,-0.2478,0.0000,0.7593,0.0000,0.0000,0.0000,12.1,9,15,7.0,4,9,131,1.6390,63
80,392.0,900.0,131794,0.5134,0.0041,0.0399,0.0402,-0.1326,-0.2028,0.0000,0.7475,0.0000,0.0000,0.0000,12.1,10,14,6.8,4,9,149,1.6410,76
90,393.2,900.0,133368,0.4972,0.0017,0.0773,0.0546,-0.0807,-0.2274,0.0000,0.7640,0.0000,0.0000,0.0000,12.0,10,13,7.1,3,9,137,1.6632,60
100,406.6,950.0,135725,0.4631,0.0025,0.0641,0.0590,-0.0297,-0.1113,0.0000,0.7439,0.0000,0.0000,0.0000,11.9,10,14,7.4,4,10,128,1.6547,73
110,432.8,1000.0,141730,0.5286,0.0008,0.0592,0.0311,-0.0680,-0.0882,0.0000,0.7230,0.0000,0.0000,0.0000,12.0,10,14,7.5,5,9,135,1.6642,48
120,439.4,850.0,142532,0.4842,0.0022,0.0988,0.0469,0.0073,-0.0878,0.0000,0.7178,0.0000,0.0000,0.0000,12.0,10,14,7.7,5,10,132,1.5717,56
130,445.5,950.0,140564,0.4677,0.0023,0.0426,0.0310,-0.0160,-0.1192,0.0000,0.7443,0.0000,0.0000,0.0000,12.2,9,15,7.5,4,10,143,1.5261,66
140,507.6,1050.0,150325,0.4651,0.0021,0.0097,0.0097,-0.0252,-0.0061,0.0000,0.7294,0.0000,0.0000,0.0000,12.1,9,15,7.6,5,10,152,1.4814,69
150,532.3,1150.0,150966,0.5400,0.0019,0.0417,0.0360,-0.0852,0.0295,0.0000,0.6958,0.0000,0.0000,0.0000,11.7,9,14,7.1,4,10,156,1.4751,54
160,539.5,1050.0,152048,0.5154,0.0034,0.0482,0.0305,-0.1485,0.0532,0.0000,0.7479,0.0000,0.0000,0.0000,11.3,8,15,7.6,4,10,148,1.4932,58
170,548.7,1450.0,145687,0.4294,0.0027,0.0640,0.0389,-0.0696,0.0411,0.0000,0.6864,0.0000,0.0000,0.0000,11.9,9,13,7.6,5,11,180,1.3830,87
180,572.8,1600.0,146048,0.3616,0.0006,0.0845,0.1140,-0.0218,0.0498,0.0000,0.7466,0.0000,0.0000,0.0000,11.7,10,14,8.1,5,11,179,1.4272,101
190,605.4,1269.0,153066,0.4421,0.0015,0.1192,0.0864,0.0663,0.0982,1.6970,0.7518,0.0000,0.0000,0.0000,11.5,9,14,8.3,5,12,163,1.4957,109
200,630.8,1450.0,147590,0.4757,0.0010,0.1135,0.0794,0.0826,0.0912,1.6969,0.7286,0.0000,0.0000,0.0000,11.5,9,15,8.1,5,11,216,1.5043,108
210,659.9,1400.0,153085,0.5888,0.0005,0.1203,0.0962,0.0516,0.1129,1.9298,0.7319,0.0000,0.0000,0.0000,11.2,9,15,8.0,5,12,200,1.3704,92
220,682.5,1600.0,152018,0.4358,0.0015,0.1153,0.1006,0.0918,0.1078,3.3113,0.7345,0.0000,0.0000,0.0000,11.1,9,13,8.0,4,12,187,1.5036,72
230,695.7,1600.0,155159,0.5559,0.0003,0.1321,0.1119,0.0908,0.0485,3.1245,0.7152,0.0000,0.0000,0.0000,11.2,8,14,8.6,4,12,185,1.3989,85
240,688.2,1800.0,150376,0.5349,0.0006,0.1346,0.1366,0.0441,0.0932,3.2320,0.6959,0.0000,0.0000,0.0000,11.1,9,13,9.1,5,13,199,1.5467,113
250,647.8,1550.0,141705,0.5534,0.0003,0.1294,0.1404,0.0459,-0.0043,3.3142,0.7677,0.0000,0.0000,0.0000,11.1,9,14,9.3,5,14,241,1.4587,124
260,687.3,1500.0,149549,0.4629,0.0004,0.1091,0.1170,0.0666,0.0624,3.7370,0.7445,0.0000,0.0000,0.0000,11.2,9,14,9.7,5,13,185,1.4034,103
270,759.9,1700.0,153481,0.5399,0.0005,0.1357,0.1523,-0.0056,0.0669,3.7194,0.7167,0.0000,0.0000,0.0000,11.4,9,14,9.7,5,14,207,1.4578,93
280,696.7,1500.0,154220,0.4812,0.0030,0.0966,0.1002,-0.0357,0.0765,3.6269,0.7781,0.0000,0.0000,0.0000,11.0,9,14,10.3,7,13,168,1.5028,79
290,634.9,1600.0,139170,0.4465,0.0001,0.1433,0.1247,-0.0176,0.0295,3.7072,0.6834,0.0000,0.0000,0.0000,10.8,9,13,10.5,6,16,231,1.4221,101
300,721.4,1600.0,149258,0.4732,0.0008,0.0987,0.0825,0.0573,0.0300,3.8647,0.7377,0.0000,0.0000,0.0000,10.7,8,13,12.2,5,18,199,1.4700,112
310,715.4,1650.0,146358,0.4952,0.0006,0.1009,0.0866,0.0878,0.0624,3.8609,0.7448,0.0000,0.0000,0.0000,10.7,9,13,11.6,5,17,206,1.4262,94
320,746.9,1750.0,150674,0.5533,0.0011,0.1596,0.1460,0.0997,0.0518,2.7559,0.7433,0.0000,0.0000,0.0000,10.7,7,14,12.4,5,17,241,1.4251,91
330,764.3,1850.0,154252,0.4969,0.0018,0.1632,0.1429,0.0124,0.0637,2.7827,0.7209,0.0000,0.0000,0.0000,10.8,8,13,11.8,6,18,190,1.4613,86
340,715.7,1600.0,151923,0.5143,0.0006,0.1714,0.1409,0.0489,0.0756,2.7353,0.7024,0.0000,0.0000,0.0000,10.5,8,13,12.1,5,17,192,1.3413,96
350,750.1,1564.2,147921,0.5085,0.0003,0.1666,0.1645,0.0604,0.0509,2.8108,0.6844,0.0000,0.0000,0.0000,10.8,9,13,11.2,4,18,222,1.3144,135
360,767.0,1550.0,151556,0.5494,0.0003,0.1843,0.1469,0.0884,0.0585,1.8194,0.7648,0.0000,0.0000,0.0000,10.9,8,13,10.5,3,17,222,1.4923,111
370,733.7,1750.0,145257,0.5302,0.0002,0.1507,0.1283,0.1217,0.0304,1.2977,0.6684,0.0000,0.0000,0.0000,11.0,7,14,10.5,6,16,211,1.4145,119
380,785.0,1900.0,148745,0.4849,0.0006,0.1641,0.1470,0.1548,0.0482,1.1646,0.7728,0.0000,0.0000,0.0000,11.0,9,14,10.2,6,15,217,1.4097,138
390,816.4,1950.0,154909,0.5039,0.0005,0.1651,0.1548,0.1929,0.0484,1.1888,0.7145,0.0000,0.0000,0.0000,11.1,8,13,9.8,6,14,217,1.5727,122
400,807.6,1800.0,150647,0.3887,0.0012,0.1807,0.1770,0.0396,0.0515,1.5474,0.7434,0.0000,0.0000,0.0000,11.4,8,14,10.0,5,14,201,1.5037,122
410,761.6,1650.0,142594,0.5054,0.0008,0.1479,0.1534,0.1462,0.0099,1.6524,0.7195,0.0000,0.0000,0.0000,11.2,10,14,9.8,6,16,244,1.2509,133
420,851.0,1650.0,158357,0.5397,0.0003,0.1593,0.1580,0.0222,0.0511,1.7075,0.7682,0.0000,0.0000,0.0000,11.1,9,13,9.8,6,15,178,1.2081,98
430,846.5,1650.0,152891,0.4381,0.0004,0.1712,0.1702,0.0665,0.0297,1.5388,0.7555,0.0000,0.0000,0.0000,11.2,10,13,10.5,6,15,201,1.2039,116
440,812.2,1659.0,151197,0.5244,0.0005,0.1762,0.1633,0.1359,0.0000,1.7212,0.7874,0.0000,0.0000,0.0000,11.2,10,14,10.6,6,16,231,1.1287,135
450,801.5,1800.0,151781,0.5140,0.0003,0.1807,0.1557,-0.0415,0.0508,1.7323,0.6649,0.0000,0.0000,0.0000,11.1,8,14,11.1,7,16,223,1.0199,125
460,728.2,1550.0,143432,0.4281,0.0010,0.1429,0.1313,0.1108,0.0373,1.6971,0.8064,0.0000,0.0000,0.0000,11.0,8,15,12.0,7,17,235,1.1652,142
470,803.5,1700.0,153626,0.5027,0.0011,0.1434,0.0970,0.0954,0.0426,1.7553,0.7581,0.0000,0.0000,0.0000,11.3,8,14,12.8,6,18,210,1.2889,109
480,737.4,1700.0,146758,0.4031,0.0013,0.1214,0.1132,-0.0097,0.0249,2.6703,0.7742,0.0000,0.0000,0.0000,11.1,8,14,12.6,5,19,204,1.4590,126
490,827.1,1800.0,152566,0.5778,0.0005,0.1756,0.1911,0.1192,0.0851,4.7687,0.7522,0.0000,0.0000,0.0000,11.1,9,14,14.4,5,19,224,1.4279,119
500,782.8,1600.0,147580,0.5120,0.0002,0.1504,0.1307,0.0252,0.0809,4.8565,0.7966,0.0000,0.0000,0.0000,11.1,8,14,16.1,5,19,233,1.5028,110
510,823.1,1950.0,152847,0.4971,0.0011,0.1378,0.1398,0.0566,0.0525,5.0227,0.7928,0.0000,0.0000,0.0000,11.0,9,14,16.6,9,20,210,1.4745,105
520,786.9,1800.0,148747,0.4736,0.0004,0.1234,0.1205,0.1183,0.0286,5.0002,0.7798,0.0000,0.0000,0.0000,11.0,9,13,16.3,9,20,218,1.4213,133
530,797.0,1700.0,151389,0.4729,0.0007,0.1403,0.1297,0.1441,0.0000,5.1328,0.7181,0.0000,0.0000,0.0000,10.9,9,14,16.2,9,20,210,1.3792,126
540,783.4,1750.0,146413,0.4251,0.0006,0.1539,0.1259,0.0419,0.0332,5.2097,0.7883,0.0000,0.0000,0.0000,10.8,8,13,17.0,10,20,215,1.4842,115
550,761.9,1800.0,146111,0.4814,0.0003,0.1560,0.1421,0.0087,0.0522,5.1354,0.7547,0.0000,0.0000,0.0000,10.8,8,14,17.1,10,20,219,1.5842,141
560,837.5,1650.0,152329,0.5059,0.0006,0.1384,0.1739,0.1173,0.0488,5.2241,0.6369,0.0000,0.0000,0.0000,11.1,8,14,16.9,10,21,220,1.5908,129
570,854.5,1700.0,151939,0.5516,0.0003,0.1789,0.1609,0.2162,0.0000,5.2362,0.7328,0.0000,0.0000,0.0000,11.3,6,14,16.9,11,20,239,1.5346,120
580,781.1,1900.0,145581,0.5013,0.0005,0.1698,0.1707,0.1224,0.0000,4.8405,0.7425,0.0000,0.0000,0.0000,10.8,8,14,16.0,10,21,235,1.5647,110
590,799.5,1750.0,147632,0.5386,0.0001,0.1648,0.1770,0.1196,0.0000,0.9714,0.7742,0.0000,0.0000,0.0000,10.8,8,14,16.4,9,20,233,1.5747,139
600,791.3,1750.0,143393,0.4223,0.0015,0.1664,0.1552,0.0224,0.0000,2.1506,0.8040,0.0000,0.0000,0.0000,11.1,9,13,15.8,10,22,224,1.6240,128
610,823.7,2100.0,150402,0.5397,0.0002,0.1622,0.1639,0.0180,0.0000,3.3803,0.7204,0.0000,0.0000,0.0000,10.9,9,13,15.3,9,21,257,1.5434,132
620,804.3,1550.0,154337,0.5730,0.0001,0.1664,0.1686,0.1703,0.0464,3.3406,0.7470,0.0000,0.0000,0.0000,10.8,8,14,15.6,10,22,226,1.5162,92
630,785.8,1700.0,153617,0.4856,0.0003,0.1701,0.1564,0.0823,0.0313,3.8379,0.6473,0.0000,0.0000,0.0000,10.9,9,13,15.6,9,22,194,1.6428,119
640,749.0,1750.0,141517,0.4752,0.0017,0.1737,0.1822,0.0939,0.0000,3.9235,0.7821,0.0000,0.0000,0.0000,11.0,9,13,15.3,9,21,240,1.6354,156
650,712.0,1750.0,141155,0.4621,0.0008,0.1752,0.1520,0.0874,0.0272,4.0087,0.6794,0.0000,0.0000,0.0000,11.0,9,13,14.7,9,23,226,1.6290,141
660,818.2,1600.0,150638,0.5240,0.0015,0.1784,0.1795,0.0184,0.0111,3.9207,0.8136,0.0000,0.0000,0.0000,11.4,8,14,13.8,9,22,203,1.6424,128
670,823.9,1850.0,149830,0.4942,0.0003,0.1920,0.1744,0.0936,0.0590,4.0698,0.8101,0.0000,0.0000,0.0000,11.4,9,14,14.1,8,23,231,1.5933,116
680,862.2,1850.0,154148,0.5966,0.0003,0.1850,0.1773,0.0852,0.0413,4.0787,0.7950,0.0000,0.0000,0.0000,11.4,9,13,14.2,9,23,223,1.5833,112
690,857.2,2150.0,153041,0.4715,0.0017,0.2027,0.1834,0.0746,0.0000,4.1735,0.7032,0.0000,0.0000,0.0000,11.3,9,13,14.6,9,24,201,1.5424,117
700,772.3,1900.0,143143,0.4331,0.0006,0.2014,0.1959,0.0710,-0.0078,4.1861,0.7556,0.0000,0.0000,0.0000,11.3,9,13,14.6,8,20,235,1.5438,100
710,857.9,1750.0,152280,0.4771,0.0006,0.1946,0.2085,0.0682,0.0000,3.5384,0.7871,0.0000,0.0000,0.0000,11.3,9,14,14.7,8,19,223,1.5131,110
720,765.4,1900.0,139862,0.4438,0.0020,0.2079,0.1839,0.0952,0.0358,3.5195,0.7699,0.0000,0.0000,0.0000,11.2,8,13,14.0,8,19,261,1.4806,145
730,802.3,1809.3,145833,0.4263,0.0005,0.2153,0.1739,0.0310,0.0000,2.5484,0.7806,0.0000,0.0000,0.0000,11.4,8,14,15.2,8,19,222,1.4837,148
740,853.9,1800.0,151393,0.5274,0.0003,0.1679,0.1661,0.0601,0.0000,3.5288,0.7817,0.0000,0.0000,0.0000,11.6,8,15,15.6,9,20,257,1.4598,128
750,792.9,1800.0,149257,0.5331,0.0002,0.2072,0.1957,0.1195,0.0575,3.5566,0.7854,0.0000,0.0000,0.0000,11.2,9,14,16.4,8,20,252,1.4616,135
760,835.9,1800.0,148759,0.4579,0.0001,0.1766,0.1735,0.1114,0.0000,3.5796,0.6996,0.0000,0.0000,0.0000,11.2,9,14,15.4,9,19,219,1.4384,98
770,867.3,1700.0,150349,0.5333,0.0002,0.1805,0.2060,0.1911,0.0000,3.4255,0.7849,0.0000,0.0000,0.0000,11.3,9,14,15.4,10,20,249,1.4733,124
780,809.6,2050.0,144058,0.5433,0.0003,0.1950,0.1615,0.1114,0.0000,3.5429,0.7483,0.0000,0.0000,0.0000,11.3,9,13,16.0,11,20,258,1.4391,153
790,905.1,1850.0,155620,0.5123,0.0009,0.2124,0.1978,0.1264,0.0000,3.0825,0.8046,0.0000,0.0000,0.0000,11.1,9,13,16.5,11,20,206,1.3746,92
800,852.4,1750.0,153808,0.4985,0.0004,0.1648,0.1940,0.0905,0.0595,3.0882,0.7390,0.0000,0.0000,0.0000,11.2,8,14,17.2,12,21,210,1.5010,113
810,842.7,1892.4,151365,0.4993,0.0005,0.1907,0.1795,0.1742,0.0000,3.0692,0.7426,0.0000,0.0000,0.0000,11.0,9,14,17.5,15,21,231,1.4836,115
820,800.5,1950.0,148757,0.4463,0.0014,0.2086,0.2152,0.1108,0.0000,3.0478,0.8279,0.0000,0.0000,0.0000,11.0,8,13,17.7,14,21,219,1.5196,137
830,869.7,1600.0,152944,0.5111,0.0006,0.1882,0.1864,0.0867,0.0000,2.9756,0.7528,0.0000,0.0000,0.0000,11.1,9,13,17.9,14,22,219,1.5364,130
840,902.3,1750.0,157608,0.5006,0.0006,0.1781,0.1710,0.1950,0.0635,1.8080,0.6571,0.0000,0.0000,0.0000,11.2,9,14,17.7,14,20,190,1.6935,106
850,859.2,2200.0,156222,0.4835,0.0003,0.1584,0.1418,0.0663,0.0000,1.8044,0.7549,0.0000,0.0000,0.0000,11.1,9,13,18.0,13,21,202,1.6386,119
860,945.1,2050.0,160349,0.5182,0.0001,0.1901,0.1498,0.1261,0.0229,1.5371,0.7970,0.0000,0.0000,0.0000,11.4,10,13,18.1,14,22,199,1.5414,116
870,861.2,2200.0,152258,0.4588,0.0011,0.1585,0.1307,0.1277,0.0000,1.2826,0.7570,0.0000,0.0000,0.0000,11.7,10,14,18.1,15,21,208,1.5835,88
880,857.8,1950.0,149571,0.5469,0.0004,0.1792,0.1577,0.0998,0.0000,1.6950,0.7834,0.0000,0.0000,0.0000,11.5,9,14,17.9,15,21,229,1.5732,143
890,819.6,2050.0,146444,0.5282,0.0004,0.1598,0.1362,0.0742,-0.0089,1.7384,0.6817,0.0000,0.0000,0.0000,11.4,8,13,17.7,15,21,235,1.6303,130
900,872.9,1800.0,154344,0.4267,0.0006,0.1542,0.1397,0.1147,0.0000,1.7806,0.7182,0.0000,0.0000,0.0000,11.8,9,14,17.7,14,21,226,1.6485,133
910,909.3,1950.0,152733,0.4749,0.0007,0.1224,0.1067,0.1332,0.0000,1.8295,0.7989,0.0000,0.0000,0.0000,11.9,9,15,17.2,14,22,214,1.6352,131
920,877.2,1750.0,149152,0.4685,0.0004,0.1295,0.1168,0.1594,0.0376,1.8836,0.7442,0.0000,0.0000,0.0000,11.4,9,15,17.2,13,21,224,1.5536,135
930,865.9,1650.0,153754,0.5706,0.0001,0.1276,0.1173,0.1181,0.0202,2.4590,0.6525,0.0000,0.0000,0.0000,11.6,9,14,17.0,13,22,226,1.5812,126
940,883.2,2050.0,153630,0.5463,0.0002,0.1490,0.1353,0.2037,0.0660,2.4778,0.7987,0.0000,0.0000,0.0000,11.6,9,14,17.2,14,22,240,1.6250,108
950,788.5,1988.0,140225,0.4735,0.0003,0.1547,0.1536,0.0837,0.0000,2.3753,0.7357,0.0000,0.0000,0.0000,11.3,9,14,16.5,13,21,256,1.5054,106
960,907.1,2100.0,154416,0.5539,0.0003,0.2071,0.1857,0.1342,0.0589,2.3647,0.7819,0.0000,0.0000,0.0000,11.1,9,13,16.1,12,22,237,1.5139,102
970,819.4,1700.0,144217,0.4976,0.0003,0.1892,0.1852,0.1372,0.0000,2.3653,0.7821,0.0000,0.0000,0.0000,11.4,9,14,16.0,12,21,251,1.5032,118
980,835.6,1950.0,146652,0.4421,0.0002,0.1851,0.1554,0.1655,0.0000,2.1317,0.7567,0.0000,0.0000,0.0000,11.3,9,14,15.4,11,21,230,1.4877,128
990,820.5,2000.0,148470,0.5181,0.0007,0.1741,0.2036,0.1286,0.0000,2.0499,0.8296,0.0000,0.0000,0.0000,11.5,9,14,15.4,11,20,247,1.5627,125
1000,940.1,1729.0,161605,0.4412,0.0005,0.1656,0.1687,0.0809,0.0000,2.0901,0.7775,0.0000,0.0000,0.0000,11.3,9,14,15.6,11,21,169,1.5246,110
1010,830.8,1950.0,149888,0.4630,0.0001,0.1628,0.1462,0.2056,0.0000,2.0365,0.7814,0.0000,0.0000,0.0000,11.3,9,15,14.4,10,22,223,1.5568,131
1020,911.5,2000.0,154246,0.5792,0.0000,0.1675,0.1557,0.1123,0.0655,1.9386,0.7598,0.0000,0.0000,0.0000,11.4,10,14,14.3,10,22,210,1.5181,135
1030,893.8,2050.0,155869,0.5361,0.0004,0.1828,0.1901,0.1127,0.0000,1.4084,0.6735,0.0000,0.0000,0.0000,11.3,9,15,13.4,9,22,219,1.4768,97
1040,762.4,1900.0,145904,0.4098,0.0006,0.1888,0.1543,0.0209,0.0366,1.4921,0.8040,0.0000,0.0000,0.0000,11.4,10,15,13.1,9,23,211,1.5034,127
1050,838.2,2050.0,148748,0.4400,0.0003,0.1873,0.1627,0.1200,0.0000,1.6140,0.7988,0.0000,0.0000,0.0000,11.4,9,15,11.7,9,21,230,1.5266,112
1060,909.4,2050.0,153667,0.5018,0.0001,0.1668,0.1617,0.0723,0.0385,1.6153,0.7753,0.0000,0.0000,0.0000,11.6,9,14,11.6,8,21,211,1.5006,132
1070,899.5,1800.0,156380,0.5980,0.0001,0.1958,0.1844,0.2173,0.0000,1.6887,0.7593,0.0000,0.0000,0.0000,11.8,9,15,11.8,8,18,233,1.5654,125
1080,892.7,1950.0,149647,0.5059,0.0002,0.1843,0.1671,0.1103,0.0000,1.6804,0.6612,0.0000,0.0000,0.0000,11.5,9,16,11.3,7,18,229,1.6244,158
1090,806.1,1850.0,145382,0.4302,0.0016,0.1704,0.1789,0.0954,0.0000,1.6535,0.7761,0.0000,0.0000,0.0000,11.3,9,14,10.6,6,18,226,1.5711,166
1100,877.4,1800.0,152015,0.4689,0.0011,0.1393,0.1183,0.0702,0.0482,1.6997,0.7173,0.0000,0.0000,0.0000,11.3,9,13,11.8,6,19,209,1.5652,134
1110,949.6,1900.0,157768,0.5229,0.0001,0.1381,0.1669,0.1394,0.0000,1.6395,0.7342,0.0000,0.0000,0.0000,11.3,9,14,12.3,6,20,205,1.4981,89
1120,785.6,1900.0,144757,0.4018,0.0006,0.1328,0.1625,0.1165,0.0094,2.0530,0.7233,0.0000,0.0000,0.0000,11.2,10,14,12.1,5,20,213,1.3843,144
1130,863.5,2000.0,149633,0.5928,0.0002,0.1148,0.1223,0.0149,0.0000,5.5761,0.7964,0.0000,0.0000,0.0000,11.3,9,14,11.9,7,20,233,1.3688,87
1140,840.1,1750.0,148218,0.4848,0.0012,0.1455,0.1286,0.1231,0.0378,5.6348,0.7380,0.0000,0.0000,0.0000,11.3,10,13,11.9,7,20,224,1.2757,123
1150,926.6,1850.0,156595,0.5257,0.0002,0.1376,0.0836,0.1256,0.0480,5.5943,0.7132,0.0000,0.0000,0.0000,11.2,10,13,11.4,5,20,221,1.2885,109
1160,842.3,1850.0,149242,0.4885,0.0002,0.0847,0.0871,0.0818,0.0000,5.6872,0.7636,0.0000,0.0000,0.0000,11.3,10,14,10.6,5,21,252,1.4073,133
1170,893.9,1900.0,156849,0.5131,0.0004,0.1002,0.0870,0.1115,0.0000,5.8796,0.7201,0.0000,0.0000,0.0000,11.3,9,14,9.8,5,22,189,1.4810,112
1180,792.4,1750.0,143605,0.4840,0.0002,0.1029,0.1066,0.1370,0.0000,6.0251,0.6560,0.0000,0.0000,0.0000,11.3,9,15,9.6,4,22,238,1.4815,90
1190,825.7,1750.0,148697,0.4317,0.0004,0.0866,0.0795,0.2168,0.0372,6.0834,0.7838,0.0000,0.0000,0.0000,11.3,9,14,10.2,4,22,219,1.5516,123
1200,894.3,1800.0,152745,0.4689,0.0004,0.0895,0.1184,-0.0186,0.0000,6.0740,0.7229,0.0000,0.0000,0.0000,11.2,9,14,12.4,4,21,205,1.5706,105
1210,871.4,1725.2,156345,0.5148,0.0003,0.0890,0.0974,0.2151,0.0369,6.1012,0.7763,0.0000,0.0000,0.0000,11.3,9,14,11.8,4,21,218,1.5944,124
1220,886.4,1600.0,156706,0.4246,0.0007,0.1175,0.1121,0.0262,0.0000,6.0277,0.8113,0.0000,0.0000,0.0000,11.2,9,15,14.0,4,20,176,1.5698,128
1230,798.5,1850.0,142960,0.4803,0.0012,0.0740,0.0910,0.1824,0.0329,2.3181,0.7768,0.0000,0.0000,0.0000,11.3,10,13,15.8,6,20,264,1.5243,160
1240,954.2,1750.0,162325,0.5430,0.0003,0.0977,0.1011,0.2567,0.0634,2.7321,0.7377,0.0000,0.0000,0.0000,11.4,9,14,14.6,5,20,198,1.5489,96
1250,927.0,1850.0,155099,0.5935,0.0001,0.1167,0.1199,0.1012,0.0202,2.7436,0.7667,0.0000,0.0000,0.0000,11.4,9,14,16.5,6,21,227,1.5223,153
1260,871.7,1950.0,151449,0.5110,0.0001,0.1494,0.1153,0.1874,0.0000,2.7263,0.7526,0.0000,0.0000,0.0000,11.2,10,13,17.0,6,21,250,1.5129,124
1270,914.0,1750.0,156664,0.5563,0.0004,0.1270,0.1468,0.2005,0.0000,2.7317,0.7817,0.0000,0.0000,0.0000,11.2,9,14,16.7,7,22,228,1.5273,132
1280,868.9,1900.0,150363,0.5097,0.0006,0.1047,0.0845,0.1736,0.0000,2.7167,0.7630,0.0000,0.0000,0.0000,11.2,9,13,16.1,8,21,242,1.4889,110
1290,836.8,1900.0,149429,0.5154,0.0002,0.1178,0.1065,0.1877,0.0437,2.7464,0.7868,0.0000,0.0000,0.0000,11.2,10,13,15.9,8,21,230,1.5155,79
1300,896.8,1950.0,159067,0.5576,0.0002,0.1187,0.1229,0.1741,0.0000,2.7153,0.7725,0.0000,0.0000,0.0000,11.4,10,13,15.3,8,20,215,1.4997,106
1310,960.3,2095.8,156302,0.5231,0.0003,0.1595,0.1428,0.1178,0.0000,2.7501,0.7657,0.0000,0.0000,0.0000,11.5,9,14,14.4,7,21,221,1.5034,91
1320,896.7,1950.0,152983,0.6239,0.0000,0.0830,0.0817,0.2008,0.0635,3.2020,0.7239,0.0000,0.0000,0.0000,11.5,9,13,14.3,7,20,247,1.5224,111
1330,871.3,1900.0,149357,0.5332,0.0002,0.0910,0.1050,0.1464,0.0000,3.7671,0.6273,0.0000,0.0000,0.0000,11.8,9,15,13.5,6,21,234,1.5336,148
1340,894.2,2050.0,149968,0.4815,0.0001,0.0871,0.0529,0.0466,0.0518,3.6763,0.7541,0.0000,0.0000,0.0000,11.7,9,14,13.7,6,21,206,1.4171,108
1350,839.1,1950.0,147304,0.5262,0.0001,0.1173,0.1684,0.0534,0.0256,3.6165,0.6849,0.0000,0.0000,0.0000,11.5,10,14,15.2,7,21,243,1.4854,130
1360,918.9,2050.0,152662,0.5522,0.0003,0.1392,0.1706,0.1552,0.0380,3.8152,0.7737,0.0000,0.0000,0.0000,11.5,9,13,13.6,5,21,238,1.5657,144
1370,824.1,1850.0,146395,0.5265,0.0001,0.1178,0.1765,0.0856,0.0000,3.7706,0.8011,0.0000,0.0000,0.0000,11.7,9,13,15.0,4,21,243,1.4988,87
1380,847.2,1800.0,152425,0.4992,0.0003,0.1729,0.0752,0.0918,0.0000,3.6991,0.7692,0.0000,0.0000,0.0000,11.7,10,14,14.9,5,22,221,1.3767,144
1390,818.6,1800.0,146253,0.4970,0.0003,0.0995,0.1569,0.0692,0.0000,3.4747,0.7637,0.0000,0.0000,0.0000,11.6,10,13,16.0,3,21,228,1.4613,142
1400,902.2,1800.0,154548,0.5019,0.0002,0.0704,0.0932,0.1497,0.0000,3.5669,0.7370,0.0000,0.0000,0.0000,11.9,9,14,16.4,4,22,228,1.3861,92
1410,860.8,1800.0,151614,0.5145,0.0001,0.0857,0.1199,0.1668,0.0546,3.4761,0.8137,0.0000,0.0000,0.0000,11.5,9,13,14.8,3,21,246,1.4180,130
1420,846.1,1900.0,148585,0.5315,0.0004,0.1001,0.1977,0.1475,0.0000,3.4292,0.7973,0.0000,0.0000,0.0000,11.5,10,14,13.7,3,21,248,1.3843,105
1430,804.8,2150.0,145996,0.4386,0.0006,0.1794,0.2160,0.0926,0.0141,3.1732,0.6474,0.0000,0.0000,0.0000,11.4,8,14,13.6,2,21,220,1.3564,139
1440,834.7,1750.0,146086,0.4615,0.0009,0.1102,0.1233,0.1231,0.0000,2.8751,0.7259,0.0000,0.0000,0.0000,11.6,10,13,12.6,2,22,227,1.4087,129
1450,976.5,2150.0,159702,0.5692,0.0001,0.1399,0.1481,0.0500,0.0000,3.5659,0.7362,0.0000,0.0000,0.0000,11.4,10,13,11.7,2,23,197,1.4001,123
