generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths
54050,1099.4,2250.0,154005,0.3601,0.0061,0.2410,0.1683,-0.0248,0.0000,6.9274,0.6489,0.0000,0.0000,0.0000,11.7,10,14,22.9,19,30,169,1.7503,98
54060,1243.0,2650.0,158984,0.5212,0.0024,0.2760,0.1779,0.0778,0.0000,7.8563,0.7195,0.0000,0.0000,0.0000,11.8,10,14,22.8,18,30,184,1.7417,76
54070,1278.3,2350.0,166231,0.5719,0.0014,0.2733,0.1821,0.0041,0.0000,7.8076,0.6873,0.0000,0.0000,0.0000,11.7,10,13,22.9,19,29,164,1.7204,59
54080,1204.4,2100.0,163822,0.5002,0.0019,0.2653,0.1729,0.1906,0.0000,7.7284,0.8113,0.0000,0.0000,0.0000,11.5,10,13,24.3,19,31,178,1.7298,81
54090,1282.8,2500.0,170863,0.3828,0.0044,0.2478,0.1917,0.1434,0.0000,7.7072,0.6746,0.0000,0.0000,0.0000,11.6,10,13,24.5,18,31,132,1.7214,74
54100,1194.0,2450.0,155548,0.4443,0.0043,0.2355,0.1366,0.1905,0.0000,7.5182,0.7705,0.0000,0.0000,0.0000,11.7,10,14,24.4,18,32,208,1.7208,117
54110,1106.8,2150.0,155855,0.3959,0.0044,0.2363,0.1512,0.0275,0.0000,7.6019,0.7249,0.0000,0.0000,0.0000,11.6,9,14,24.2,20,31,188,1.7292,133
54120,1219.3,2300.0,160217,0.4894,0.0022,0.2611,0.1983,0.0774,0.0000,7.5799,0.8146,0.0000,0.0000,0.0000,11.6,10,14,24.3,19,29,175,1.7276,49
54130,1121.0,2150.0,159080,0.3292,0.0081,0.2669,0.1084,0.0256,0.0000,8.1080,0.6720,0.0000,0.0000,0.0000,11.4,8,14,23.0,18,30,147,1.7401,100
54140,1206.5,2350.0,160065,0.5454,0.0015,0.2529,0.1912,0.0913,0.0000,9.2310,0.7498,0.0000,0.0000,0.0000,11.5,10,13,21.9,17,30,192,1.7361,74
54150,1207.9,2250.0,161680,0.4796,0.0039,0.2917,0.1788,0.0484,0.0000,8.3366,0.7294,0.0000,0.0000,0.0000,11.5,10,14,21.7,17,28,168,1.7244,72
54160,1225.7,2400.0,164978,0.5475,0.0017,0.2702,0.1772,0.0094,0.0000,8.0356,0.7117,0.0000,0.0000,0.0000,11.7,10,14,22.4,17,28,171,1.7096,67
54170,1230.1,2200.0,162662,0.5352,0.0014,0.2763,0.1721,0.0958,0.0000,8.0979,0.7594,0.0000,0.0000,0.0000,11.7,10,15,22.5,18,28,174,1.6983,83
54180,1259.9,2750.0,166493,0.5763,0.0012,0.2911,0.1625,0.1142,0.0000,8.1753,0.7928,0.0000,0.0000,0.0000,11.7,10,14,21.7,17,28,167,1.7100,59
54190,1135.2,2150.0,158431,0.3681,0.0040,0.2805,0.1297,0.0104,0.0000,10.0592,0.7676,0.0000,0.0000,0.0000,11.5,10,13,21.7,17,27,174,1.7394,119
54200,1173.1,2500.0,158835,0.3691,0.0036,0.2523,0.1498,-0.0286,0.0000,10.2759,0.7228,0.0000,0.0000,0.0000,11.6,10,14,22.0,17,28,152,1.7449,110
54210,1201.7,2400.0,158324,0.5430,0.0016,0.2614,0.2332,0.0821,0.0000,10.1978,0.6776,0.0000,0.0000,0.0000,11.5,10,13,23.1,18,27,171,1.7462,79
54220,1245.9,2450.0,163994,0.5301,0.0025,0.2820,0.1592,0.0190,0.0000,10.6185,0.7618,0.0000,0.0000,0.0000,11.6,10,14,23.9,17,28,156,1.7280,51
54230,1242.9,2900.0,167997,0.4974,0.0015,0.2655,0.1661,0.0661,0.0000,10.4566,0.7475,0.0000,0.0000,0.0000,11.5,10,14,23.6,18,27,158,1.7089,49
54240,1226.8,2200.0,161424,0.5212,0.0020,0.2629,0.2078,-0.0185,0.0000,8.5143,0.7366,0.0000,0.0000,0.0000,11.4,10,14,23.9,17,27,169,1.7177,81
54250,1194.2,2300.0,160802,0.4257,0.0035,0.2943,0.1755,0.0659,0.0000,8.5407,0.7587,0.0000,0.0000,0.0000,11.5,9,14,23.8,19,29,170,1.7190,78
54260,1218.5,2400.0,161415,0.4925,0.0016,0.2410,0.1660,0.0428,0.0000,8.5582,0.7398,0.0000,0.0000,0.0000,11.4,10,13,24.2,20,28,150,1.7152,50
54270,1292.3,2300.0,169626,0.5235,0.0015,0.2443,0.1608,-0.0526,0.0000,8.5157,0.7603,0.0000,0.0000,0.0000,11.5,10,14,24.1,19,30,145,1.7021,78
54280,1240.8,2050.0,165554,0.6021,0.0008,0.2762,0.1278,-0.0701,0.0000,8.4798,0.7346,0.0000,0.0000,0.0000,11.5,10,14,24.4,20,28,174,1.7127,46
54290,1147.7,2350.0,155865,0.4935,0.0033,0.2836,0.1961,0.0578,0.0000,4.3836,0.8330,0.0000,0.0000,0.0000,11.3,10,13,25.1,20,29,203,1.7032,144
54300,1207.7,2350.0,161117,0.4392,0.0023,0.2841,0.2046,-0.0393,0.0000,4.2901,0.7891,0.0000,0.0000,0.0000,11.3,10,13,24.9,20,30,151,1.7174,79
54310,1229.1,2050.0,162969,0.5086,0.0020,0.2613,0.1750,0.0921,0.0000,1.3629,0.8392,0.0000,0.0000,0.0000,11.4,10,13,24.9,21,31,166,1.7163,60
54320,1220.6,2450.0,163120,0.4886,0.0031,0.2639,0.1780,0.0599,0.0000,1.3833,0.7330,0.0000,0.0000,0.0000,11.6,10,13,25.5,21,31,167,1.6877,54
54330,1189.1,2300.0,159428,0.5163,0.0015,0.3053,0.1483,0.1801,0.0000,1.3606,0.7837,0.0000,0.0000,0.0000,11.5,10,14,23.9,20,30,173,1.7138,98
54340,1228.5,2450.0,162307,0.5288,0.0024,0.2621,0.1852,0.1287,0.0000,1.3497,0.6531,0.0000,0.0000,0.0000,11.6,10,14,23.2,19,31,179,1.6999,81
54350,1149.5,2350.0,156840,0.5383,0.0012,0.2895,0.1733,0.0680,0.0000,1.4067,0.7741,0.0000,0.0000,0.0000,11.5,9,13,22.8,19,32,193,1.7157,70
54360,1273.1,2400.0,167430,0.4813,0.0017,0.2565,0.1536,-0.0244,0.0000,1.4341,0.6276,0.0000,0.0000,0.0000,11.8,10,14,22.1,19,32,159,1.6989,73
54370,1154.2,2400.0,154239,0.5038,0.0019,0.3159,0.1482,0.0672,0.0000,1.4371,0.7274,0.0000,0.0000,0.0000,11.7,10,13,21.7,19,27,177,1.7235,58
54380,1208.7,2500.0,161419,0.4197,0.0026,0.2974,0.1647,0.0387,0.0000,1.6890,0.7265,0.0000,0.0000,0.0000,11.7,10,14,21.9,19,26,152,1.7227,102
54390,1176.4,2350.0,167610,0.4375,0.0030,0.2815,0.1412,0.0881,0.0000,1.5274,0.7338,0.0000,0.0000,0.0000,11.7,10,15,21.4,18,26,148,1.7299,93
54400,1224.2,2500.0,161592,0.5155,0.0023,0.2727,0.1472,0.0767,0.0000,1.5519,0.8229,0.0000,0.0000,0.0000,11.5,10,14,21.6,18,24,171,1.7427,97
54410,1227.4,2200.0,164186,0.5079,0.0022,0.2518,0.1509,0.1111,0.0000,1.5659,0.6870,0.0000,0.0000,0.0000,11.7,9,14,21.5,19,25,163,1.7341,67
54420,1267.0,2350.0,164594,0.5134,0.0011,0.2569,0.1677,-0.0166,0.0000,1.5546,0.7854,0.0000,0.0000,0.0000,11.7,10,14,21.4,18,25,160,1.7038,72
54430,1249.3,2350.0,167356,0.5056,0.0012,0.2961,0.1690,0.0347,0.0000,1.5636,0.7784,0.0000,0.0000,0.0000,11.6,10,14,21.7,18,27,163,1.7039,69
54440,1220.3,2350.0,167495,0.4580,0.0027,0.3122,0.1834,0.0708,0.0000,1.5234,0.7354,0.0000,0.0000,0.0000,11.4,10,13,22.1,18,28,142,1.7193,63
54450,1226.5,2200.0,169293,0.3701,0.0019,0.2583,0.2235,-0.0942,0.0000,1.5462,0.6967,0.0000,0.0000,0.0000,11.4,10,13,21.6,18,28,144,1.7130,66
54460,1221.0,2300.0,163021,0.4806,0.0026,0.2788,0.1749,0.0278,0.0000,1.6896,0.6007,0.0000,0.0000,0.0000,11.6,10,13,21.7,18,29,155,1.7174,40
54470,1181.2,2550.0,164159,0.4275,0.0030,0.2909,0.2078,-0.0213,0.0000,1.6745,0.7233,0.0000,0.0000,0.0000,11.6,10,13,22.1,17,29,143,1.7171,70
54480,1147.7,2300.0,153460,0.4041,0.0031,0.3114,0.1914,0.0340,0.0000,1.4181,0.7207,0.0000,0.0000,0.0000,11.5,10,13,21.5,17,29,180,1.7160,88
54490,1170.1,2350.0,161356,0.4700,0.0019,0.2756,0.1454,0.0684,0.0000,1.3752,0.6125,0.0000,0.0000,0.0000,11.5,10,13,21.4,17,25,168,1.7007,109
54500,1228.9,2150.0,166050,0.4932,0.0025,0.2654,0.1743,-0.0067,0.0000,1.2355,0.6956,0.0000,0.0000,0.0000,11.5,10,13,21.6,16,27,150,1.6995,88
54510,1255.0,2250.0,167222,0.4962,0.0021,0.2594,0.1564,-0.0723,0.0000,1.2308,0.5561,0.0000,0.0000,0.0000,11.5,10,13,21.6,17,27,174,1.6808,66
54520,1200.8,2200.0,164107,0.4445,0.0021,0.2690,0.1852,0.0983,0.0000,1.1956,0.7803,0.0000,0.0000,0.0000,11.5,10,13,21.3,17,27,159,1.6764,65
54530,1229.2,2300.0,161496,0.4453,0.0031,0.2908,0.1424,-0.0001,0.0000,1.2162,0.7388,0.0000,0.0000,0.0000,11.5,10,13,20.5,15,27,178,1.6871,93
54540,1202.7,2400.0,159238,0.5206,0.0013,0.2519,0.1918,0.1206,0.0000,1.3572,0.7647,0.0000,0.0000,0.0000,11.5,10,14,21.3,17,27,181,1.6918,68
54550,1208.0,2250.0,158854,0.5020,0.0019,0.2906,0.1762,0.0232,0.0000,1.2840,0.7385,0.0000,0.0000,0.0000,11.3,9,13,21.3,17,27,170,1.6938,49
54560,1128.1,2200.0,155018,0.4202,0.0032,0.2578,0.1448,0.1530,0.0000,1.0028,0.8025,0.0000,0.0000,0.0000,11.5,10,14,19.9,17,28,181,1.6748,102
54570,1303.7,2550.0,168676,0.5097,0.0022,0.2838,0.1584,0.1268,0.0000,1.2257,0.7869,0.0000,0.0000,0.0000,11.6,10,14,19.5,16,27,150,1.6746,75
54580,1137.4,2250.0,153585,0.5302,0.0021,0.3036,0.1813,0.2399,0.0000,1.1756,0.7296,0.0000,0.0000,0.0000,11.5,10,14,20.0,16,26,219,1.7028,90
54590,1182.9,2150.0,158223,0.5126,0.0011,0.2582,0.1406,0.1141,0.0000,1.1974,0.7461,0.0000,0.0000,0.0000,11.6,10,13,19.6,15,26,183,1.6755,93
54600,1174.4,2550.0,163498,0.4893,0.0021,0.2584,0.1591,0.0341,0.0000,1.1734,0.7086,0.0000,0.0000,0.0000,11.7,10,13,20.3,16,27,153,1.6964,78
54610,1226.8,2300.0,166496,0.5222,0.0009,0.2873,0.1867,-0.0212,0.0000,1.1135,0.7553,0.0000,0.0000,0.0000,11.8,10,14,19.5,15,27,171,1.6749,70
54620,1209.0,2250.0,160478,0.5340,0.0013,0.2516,0.1978,0.0515,0.0000,1.1669,0.8012,0.0000,0.0000,0.0000,11.8,10,14,20.1,14,28,174,1.6739,70
54630,1112.9,2400.0,150088,0.5269,0.0017,0.2459,0.1333,0.0624,0.0000,1.1632,0.6925,0.0000,0.0000,0.0000,11.7,10,13,21.1,14,29,216,1.6608,56
54640,1285.2,2100.0,166946,0.5379,0.0020,0.2715,0.2206,0.0158,0.0000,1.0051,0.7175,0.0000,0.0000,0.0000,11.5,10,14,21.0,15,29,165,1.6863,71
54650,1177.4,2300.0,160722,0.4382,0.0028,0.2937,0.1551,0.0410,0.0000,1.1154,0.7890,0.0000,0.0000,0.0000,11.6,10,14,21.5,13,30,163,1.6948,54
54660,1232.9,2200.0,164818,0.4967,0.0014,0.2739,0.1654,0.0220,0.0000,1.0522,0.7898,0.0000,0.0000,0.0000,11.6,9,13,22.3,12,30,163,1.7036,44
54670,1260.2,2350.0,169191,0.4417,0.0049,0.2604,0.1631,0.0733,0.0000,0.8537,0.7209,0.0000,0.0000,0.0000,11.6,10,14,21.3,11,30,164,1.7153,71
54680,1067.8,2618.2,156979,0.3519,0.0049,0.2580,0.1481,-0.0048,0.0000,1.1550,0.7128,0.0000,0.0000,0.0000,11.7,10,14,21.3,12,29,169,1.7186,98
54690,1101.4,2150.0,151729,0.3932,0.0038,0.2737,0.1501,0.0600,0.0000,1.1273,0.6697,0.0000,0.0000,0.0000,11.8,10,14,22.1,10,30,187,1.6823,40
54700,1202.1,2350.0,157629,0.5241,0.0016,0.2247,0.1627,0.0400,0.0000,2.2091,0.6646,0.0000,0.0000,0.0000,11.7,9,14,23.4,16,31,168,1.6900,51
54710,1182.0,2750.0,157575,0.4450,0.0031,0.2298,0.1343,0.0215,0.0000,2.2085,0.7270,0.0000,0.0000,0.0000,11.7,9,14,23.1,17,30,204,1.6916,101
54720,1160.7,2300.0,158623,0.5181,0.0015,0.2242,0.1669,0.0608,0.0000,2.1562,0.7185,0.0000,0.0000,0.0000,11.5,10,13,23.5,17,30,172,1.6995,87
54730,1175.1,2500.0,154741,0.4579,0.0027,0.2466,0.1268,0.1032,0.0000,2.0498,0.6437,0.0000,0.0000,0.0000,11.7,9,14,22.1,17,29,196,1.6678,113
54740,1092.8,2050.0,157224,0.3752,0.0047,0.2397,0.1166,0.0991,0.0000,1.9938,0.7427,0.0000,0.0000,0.0000,11.6,10,13,22.0,17,29,155,1.6765,101
54750,1175.6,2400.0,157768,0.5174,0.0019,0.2385,0.1333,0.1209,0.0000,3.2341,0.7346,0.0000,0.0000,0.0000,11.5,10,14,22.6,16,28,194,1.6852,66
54760,1218.7,2250.0,162234,0.4692,0.0027,0.2516,0.1477,0.0424,0.0000,3.1960,0.7500,0.0000,0.0000,0.0000,11.6,10,13,23.5,17,29,166,1.6951,67
54770,1196.6,2350.0,163556,0.4914,0.0028,0.2319,0.1654,0.0586,0.0000,3.2521,0.7442,0.0000,0.0000,0.0000,11.6,10,14,23.1,17,29,166,1.6901,72
54780,1159.9,2100.0,159794,0.4797,0.0024,0.2354,0.1288,-0.0185,0.0000,3.4027,0.7304,0.0000,0.0000,0.0000,11.6,10,14,20.8,16,28,184,1.6667,86
54790,1184.5,2194.2,163735,0.4533,0.0023,0.2719,0.1580,0.0771,0.0000,3.3917,0.7276,0.0000,0.0000,0.0000,11.6,10,13,21.7,15,30,163,1.6657,97
54800,1115.3,2250.0,154744,0.4083,0.0018,0.2598,0.1306,-0.0160,0.0000,3.0722,0.7398,0.0000,0.0000,0.0000,11.7,10,14,20.9,16,29,182,1.6646,93
54810,1141.0,2200.0,158638,0.5326,0.0009,0.2410,0.1290,-0.0574,0.0000,3.6746,0.7811,0.0000,0.0000,0.0000,11.6,10,13,22.0,15,29,190,1.6447,46
54820,1174.6,2209.0,157296,0.4966,0.0011,0.2333,0.1316,0.0657,0.0000,3.7066,0.7479,0.0000,0.0000,0.0000,11.8,10,14,23.0,14,28,185,1.6139,76
54830,1194.6,2400.0,159767,0.5008,0.0031,0.2294,0.1524,-0.0899,0.0000,3.8046,0.7243,0.0000,0.0000,0.0000,11.6,10,15,21.8,14,28,201,1.6407,107
54840,1244.7,2300.0,166471,0.5182,0.0023,0.2443,0.1706,0.0164,0.0000,3.8827,0.7546,0.0000,0.0000,0.0000,11.7,10,14,21.0,13,27,156,1.6375,44
54850,1185.7,2250.0,162964,0.4646,0.0031,0.2369,0.1194,0.0214,0.0000,2.6440,0.6704,0.0000,0.0000,0.0000,11.8,10,14,22.0,12,28,154,1.6429,77
54860,1247.0,2200.0,161843,0.5490,0.0015,0.2223,0.1267,0.1491,0.0000,2.8786,0.7463,0.0000,0.0000,0.0000,11.6,10,14,22.0,13,26,188,1.6450,71
54870,1231.2,2450.0,159147,0.5258,0.0017,0.2204,0.1464,0.1122,0.0000,2.9332,0.7341,0.0000,0.0000,0.0000,11.7,10,14,23.0,18,27,199,1.6693,95
54880,1231.8,2400.0,164102,0.5777,0.0017,0.2234,0.1241,0.1664,0.0000,2.8947,0.6904,0.0000,0.0000,0.0000,11.6,10,13,23.8,18,27,173,1.6578,74
54890,1156.1,2100.0,160941,0.5421,0.0015,0.2096,0.1302,0.1004,0.0000,2.9092,0.7654,0.0000,0.0000,0.0000,11.7,10,14,23.9,18,28,193,1.6863,126
54900,1213.8,2361.6,157116,0.4954,0.0023,0.2177,0.1721,-0.0245,0.0000,2.9354,0.8133,0.0000,0.0000,0.0000,12.0,10,14,24.1,21,28,189,1.6674,74
54910,1186.5,2250.0,160561,0.5173,0.0017,0.2378,0.1222,0.1064,0.0000,1.5733,0.7649,0.0000,0.0000,0.0000,11.6,10,14,24.0,19,27,193,1.6914,76
54920,1252.2,2350.0,168320,0.5262,0.0016,0.2557,0.1565,0.0169,0.0000,1.5940,0.7609,0.0000,0.0000,0.0000,11.7,10,13,24.3,18,28,161,1.6721,78
54930,1230.1,2350.0,164870,0.5122,0.0018,0.2596,0.1758,0.0339,0.0000,1.5941,0.7419,0.0000,0.0000,0.0000,11.6,10,14,24.0,18,28,170,1.6881,77
54940,1192.7,2200.0,163367,0.4759,0.0021,0.2593,0.1300,-0.0194,0.0000,1.5713,0.6677,0.0000,0.0000,0.0000,11.6,10,14,23.7,17,28,163,1.6951,61
54950,1175.0,2300.0,158133,0.4404,0.0027,0.2359,0.1579,0.0247,0.0000,1.5605,0.7197,0.0000,0.0000,0.0000,11.7,10,14,22.9,16,28,174,1.6785,110
54960,1193.2,2250.0,160295,0.4824,0.0037,0.2394,0.1560,0.0362,0.0000,0.4323,0.7146,0.0000,0.0000,0.0000,11.9,10,14,23.2,16,28,181,1.6461,63
54970,1227.1,2350.0,164445,0.4995,0.0023,0.2330,0.1283,0.0222,0.0000,0.4402,0.7591,0.0000,0.0000,0.0000,11.7,10,14,22.7,14,28,174,1.6539,96
54980,1203.2,2150.0,165123,0.4728,0.0014,0.2164,0.1212,-0.0120,0.0000,0.4361,0.6549,0.0000,0.0000,0.0000,11.7,10,14,23.1,16,28,144,1.6798,42
54990,1258.1,2150.0,169436,0.4160,0.0039,0.2170,0.1487,-0.0804,0.0000,0.8787,0.6655,0.0000,0.0000,0.0000,11.6,10,15,23.6,19,29,123,1.7195,62
55000,1247.3,2300.0,164335,0.4879,0.0021,0.2440,0.1148,0.0732,0.0000,1.1621,0.6625,0.0000,0.0000,0.0000,11.7,10,13,23.9,18,29,163,1.6937,57
55010,1253.2,2250.0,164150,0.4707,0.0034,0.2262,0.1675,0.1921,0.0000,1.1448,0.6693,0.0000,0.0000,0.0000,11.6,10,13,23.7,18,32,166,1.7041,101
55020,1099.8,2150.0,152732,0.3865,0.0062,0.2362,0.1506,-0.0358,0.0000,1.1555,0.7857,0.0000,0.0000,0.0000,11.9,10,14,23.9,19,29,190,1.6862,114
55030,1236.7,2250.0,167035,0.5315,0.0014,0.1960,0.1219,0.1283,0.0000,2.6335,0.6408,0.0000,0.0000,0.0000,11.7,10,14,23.1,19,30,166,1.6836,77
55040,1203.0,2500.0,157080,0.5137,0.0038,0.2119,0.1552,0.0293,0.0000,2.6691,0.6698,0.0000,0.0000,0.0000,11.6,10,14,23.8,20,28,199,1.6935,82
55050,1135.1,2150.0,156367,0.4341,0.0047,0.1936,0.1244,-0.0582,0.0000,2.7459,0.6443,0.0000,0.0000,0.0000,11.6,9,14,23.5,20,29,169,1.7090,110
55060,1235.0,2450.0,163225,0.5879,0.0009,0.2221,0.1346,0.1000,0.0000,4.8544,0.7587,0.0000,0.0000,0.0000,11.5,10,14,24.0,18,31,186,1.6681,69
55070,1192.9,2250.0,163571,0.5291,0.0018,0.2041,0.1313,0.0433,0.0819,4.6813,0.7274,0.0000,0.0000,0.0000,11.6,10,14,24.1,19,30,164,1.6598,85
55080,1187.0,2300.0,157288,0.5557,0.0016,0.2012,0.1235,0.0044,0.0000,4.6147,0.7376,0.0000,0.0000,0.0000,11.4,10,14,24.3,18,29,183,1.6610,60
55090,1243.4,2350.0,167311,0.4821,0.0027,0.2447,0.1213,0.1134,0.0000,4.6128,0.6032,0.0000,0.0000,0.0000,11.3,10,13,24.1,19,28,175,1.6556,67
55100,1152.0,2450.0,159009,0.3816,0.0030,0.2305,0.1389,-0.0239,0.0000,4.6655,0.7248,0.0000,0.0000,0.0000,11.5,10,13,24.6,18,29,155,1.6570,110
55110,1204.4,2350.0,161513,0.4839,0.0023,0.2133,0.0937,0.0606,0.0000,4.4679,0.8208,0.0000,0.0000,0.0000,11.5,10,14,23.9,17,28,179,1.6408,89
55120,1263.0,2300.0,166412,0.5599,0.0014,0.1980,0.1330,-0.0418,0.0000,4.4744,0.7996,0.0000,0.0000,0.0000,11.5,10,13,24.0,17,28,172,1.6200,62
55130,1246.2,2450.0,164542,0.5246,0.0019,0.1991,0.1568,0.0234,0.0000,4.4790,0.7828,0.0000,0.0000,0.0000,11.5,10,13,22.7,17,29,156,1.6003,70
55140,1189.1,2400.0,167565,0.5233,0.0014,0.2077,0.1541,0.0109,0.0000,4.4890,0.7162,0.0000,0.0000,0.0000,11.6,10,14,22.2,17,28,155,1.6039,61
55150,1204.2,2250.0,174165,0.4250,0.0025,0.2130,0.1669,0.0102,0.0000,4.4890,0.6586,0.0000,0.0000,0.0000,11.5,10,13,22.0,16,27,118,1.5702,47
55160,1121.4,2150.0,156329,0.4064,0.0046,0.2049,0.1449,0.0387,0.0000,2.6089,0.7986,0.0000,0.0000,0.0000,11.4,10,13,22.2,18,27,173,1.5980,119
55170,1174.4,2100.0,158343,0.4303,0.0040,0.2088,0.1452,0.0767,0.0000,2.6886,0.7866,0.0000,0.0000,0.0000,11.5,11,14,22.4,18,27,183,1.5917,104
55180,1318.6,2350.0,169269,0.5123,0.0013,0.2111,0.1554,0.2105,0.0000,2.6912,0.6809,0.0000,0.0000,0.0000,11.6,10,14,23.2,17,26,172,1.5527,65
55190,1150.3,2300.0,154923,0.4236,0.0045,0.2026,0.1393,0.1537,0.0000,2.7344,0.7725,0.0000,0.0000,0.0000,11.8,10,14,22.5,16,27,192,1.5744,121
55200,1257.2,2350.0,162278,0.5490,0.0018,0.1921,0.1320,-0.0013,0.0000,2.7334,0.7764,0.0000,0.0000,0.0000,12.0,10,14,21.7,16,26,176,1.5608,81
55210,1214.7,2150.0,159723,0.4917,0.0030,0.2054,0.1197,-0.0055,0.0000,2.3674,0.6050,0.0000,0.0000,0.0000,11.9,10,14,22.4,15,27,169,1.5594,87
55220,1223.8,2550.0,163249,0.5391,0.0021,0.2240,0.1286,0.0075,0.0000,2.3598,0.7192,0.0000,0.0000,0.0000,11.5,10,13,22.1,15,27,178,1.5873,58
55230,1230.0,2178.0,165820,0.4617,0.0032,0.2277,0.1455,-0.0117,0.0000,2.3055,0.7389,0.0000,0.0000,0.0000,11.7,10,14,22.8,15,28,159,1.6100,65
55240,1237.2,2250.0,163248,0.4456,0.0033,0.2485,0.1230,0.1233,0.0000,2.2763,0.7016,0.0000,0.0000,0.0000,11.6,10,13,22.9,17,28,143,1.6193,85
55250,1242.4,2100.0,168289,0.4658,0.0032,0.2214,0.1714,0.1220,0.0000,2.3480,0.7714,0.0000,0.0000,0.0000,11.4,10,13,22.7,17,27,140,1.5910,71
55260,1157.2,2100.0,158271,0.5155,0.0027,0.2119,0.1478,0.0637,0.0000,2.2431,0.7478,0.0000,0.0000,0.0000,11.5,9,13,23.3,16,29,170,1.6101,86
55270,1250.8,2200.0,167448,0.4347,0.0030,0.2392,0.1243,-0.0609,0.0000,2.1096,0.7098,0.0000,0.0000,0.0000,11.8,10,14,24.2,20,28,136,1.6230,77
55280,1241.7,2150.0,164080,0.5096,0.0021,0.2439,0.1446,0.0609,0.0000,2.0461,0.6971,0.0000,0.0000,0.0000,11.7,10,14,23.3,20,28,183,1.6303,74
55290,1210.3,2300.0,166240,0.4584,0.0013,0.2260,0.1385,-0.0109,0.0000,1.9852,0.7951,0.0000,0.0000,0.0000,11.7,10,14,23.2,20,29,158,1.6732,105
55300,1263.2,2250.0,172341,0.4335,0.0022,0.2398,0.1564,0.0320,0.0000,1.5058,0.7129,0.0000,0.0000,0.0000,11.5,10,14,22.6,18,27,122,1.6356,58
55310,1282.9,2450.0,167865,0.4912,0.0017,0.2204,0.1302,0.1037,0.0000,1.5120,0.6961,0.0000,0.0000,0.0000,11.7,9,13,23.9,18,28,155,1.6360,64
55320,1179.8,2200.0,158382,0.4758,0.0033,0.2423,0.1161,-0.0317,0.0000,1.5964,0.5913,0.0000,0.0000,0.0000,11.6,10,14,25.1,21,28,190,1.6776,91
55330,1218.1,2300.0,165104,0.5059,0.0012,0.2444,0.1309,0.1167,0.0000,1.3614,0.7279,0.0000,0.0000,0.0000,11.6,10,13,25.1,20,30,170,1.6706,50
55340,1214.1,2250.0,167593,0.4879,0.0017,0.2208,0.1316,0.0902,0.0000,1.3096,0.7011,0.0000,0.0000,0.0000,11.4,10,13,25.2,20,29,161,1.7076,88
55350,1229.2,2300.0,164427,0.5266,0.0024,0.2351,0.1425,0.1081,0.0000,1.2361,0.7992,0.0000,0.0000,0.0000,11.6,10,13,24.9,22,29,167,1.7136,86
55360,1288.5,2400.0,169353,0.5336,0.0017,0.2201,0.1154,0.0152,0.0826,1.3322,0.6888,0.0000,0.0000,0.0000,11.5,10,14,24.5,21,29,162,1.7100,71
55370,1126.7,2250.0,156523,0.3816,0.0038,0.2323,0.1038,-0.0036,0.0000,3.1956,0.5754,0.0000,0.0000,0.0000,11.5,10,13,24.9,22,30,186,1.7321,115
55380,1201.3,2100.0,165148,0.4683,0.0019,0.2220,0.1149,0.0510,0.0000,3.1658,0.6039,0.0000,0.0000,0.0000,11.7,10,13,24.8,21,29,154,1.6922,96
55390,1183.3,2200.0,157894,0.4943,0.0029,0.1965,0.1274,0.1065,0.0000,3.1717,0.6776,0.0000,0.0000,0.0000,11.6,10,13,25.3,20,30,185,1.6961,75
55400,1113.5,2400.0,156379,0.3966,0.0051,0.2098,0.1214,-0.0068,0.0000,3.3682,0.7024,0.0000,0.0000,0.0000,11.5,10,14,25.6,20,30,189,1.7072,131
55410,1220.9,2350.0,160461,0.5802,0.0012,0.2148,0.1128,0.0527,0.0000,7.1497,0.7834,0.0000,0.0000,0.0000,11.5,10,14,26.3,21,31,181,1.6936,74
55420,1214.8,2500.0,159489,0.5211,0.0020,0.2123,0.1382,0.1152,0.0000,6.9878,0.8056,0.0000,0.0000,0.0000,11.7,10,14,26.7,21,31,170,1.7014,92
55430,1238.0,2250.0,161224,0.5398,0.0014,0.2023,0.1327,-0.0153,0.0000,7.0110,0.7666,0.0000,0.0000,0.0000,11.5,10,13,27.0,22,30,184,1.6580,81
55440,1184.8,2250.0,155715,0.4787,0.0020,0.2200,0.1402,0.0070,0.0000,6.9145,0.7234,0.0000,0.0000,0.0000,11.7,10,13,27.0,21,31,191,1.6400,61
55450,1192.1,2597.4,164496,0.4173,0.0024,0.2021,0.1165,0.0424,0.0000,6.8701,0.6898,0.0000,0.0000,0.0000,11.6,10,14,27.4,21,32,156,1.6465,101
55460,1200.7,2300.0,161749,0.5107,0.0019,0.2231,0.1271,-0.0098,0.0000,6.6270,0.6982,0.0000,0.0000,0.0000,11.8,10,14,27.2,21,31,186,1.6349,61
55470,1204.3,2250.0,164350,0.4536,0.0020,0.2102,0.1521,0.0629,0.0000,6.5420,0.6903,0.0000,0.0000,0.0000,11.7,10,13,27.1,22,31,177,1.6259,68
